from,to,distance
SanamluangBusTerminal(53L59503),Sanamluang(OppositeThammasartU.),672.5296119275552
Sanamluang(OppositeThammasartU.),Sanamluang(OppositeWatMahathat),515.9861782195388
Sanamluang(OppositeWatMahathat),Sanamluang(OppositeSupremeCourt)Stop.1,656.0148548046074
Sanamluang(OppositeSupremeCourt)Stop.1,Sanamluang(OppositeSupremeCourt)Stop.2,654.0039628934555
Sanamluang(OppositeSupremeCourt)Stop.2,PhraPinklaoBridge(Outbound),603.0736110824537
PhraPinklaoBridge(Outbound),OppositePataPinklao,630.4392682397641
OppositePataPinklao,SeparateBoromarajonani,651.9197028350751
SeparateBoromarajonani,ThanonBoromRatChonnani,680.5437671865626
ThanonBoromRatChonnani,CentralPinklao,563.9095420175953
CentralPinklao,LumpiniCondoPinklao,601.3816823053565
LumpiniCondoPinklao,ChaophyaHospital,640.9579167953552
ChaophyaHospital,BefPinklaoBusTerminal,566.2135794258076
BefPinklaoBusTerminal,SoiBorommaratchachonnani35,665.8546371230905
SoiBorommaratchachonnani35,SoiBorommaratchachonnani45,553.461965276608
SoiBorommaratchachonnani45,CedarMansion,601.0761861367853
CedarMansion,TalingchanPoliceStation,590.1737084474097
TalingchanPoliceStation,Ratchapreuk-BorommaratchachonnaniIntersectionStop1,658.026162230302
Ratchapreuk-BorommaratchachonnaniIntersectionStop1,TheDusitMunicipalityCourt,465.4294858306304
TheDusitMunicipalityCourt,TalingchanPublicProsecutionOffice,483.0488232660623
TalingchanPublicProsecutionOffice,OppositeThanonChimphli,494.464950078985
OppositeThanonChimphli,PaimrakVillage,571.7443859264961
PaimrakVillage,SouthernBusTerminal(Talingchan),630.8059838052619
SouthernBusTerminal(Talingchan),SoiBorommaratchachonnani91,644.6392451992025
SoiBorommaratchachonnani91,ThonburiHospital2,571.9202892637211
ThonburiHospital2,OppositeMetropolitanPoliceDivision7,525.3943564251142
OppositeMetropolitanPoliceDivision7,OppositeKhuKhananLoifaPoliceStation,456.72521170003023
OppositeKhuKhananLoifaPoliceStation,MubanKritSadaNakhon20,556.9179529224388
MubanKritSadaNakhon20,CeramicMarketBorommratchachonnaniRoad,673.1516452093869
CeramicMarketBorommratchachonnaniRoad,OppositeMubanLaphaWanKrongkarn5,650.6884017997426
OppositeMubanLaphaWanKrongkarn5,PhutthamonthonSai3-Borommratchachonnani(Outbound),537.2415795865176
PhutthamonthonSai3-Borommratchachonnani(Outbound),SanChaoFoPhutMonThon,669.0935521618019
SanChaoFoPhutMonThon,OppositeAnubanPhloiKaeoSchool,598.5580309112779
OppositeAnubanPhloiKaeoSchool,MubanLadawan,569.6588182856558
MubanLadawan,Thammasapa,660.5456830051678
Thammasapa,SukThawi,560.0352218765801
SukThawi,BorommaratchachonnaniSoi121,490.112908236348
BorommaratchachonnaniSoi121,MubanSakunThip,515.3179040143333
MubanSakunThip,TalatPhut,654.6640614294058
TalatPhut,MahidolUniversity(Salaya)Pratu3,651.5174550754073
MahidolUniversity(Salaya)Pratu3,MahidolUniversity(Salaya)Pratu4,456.9662991179114
MahidolUniversity(Salaya)Pratu4,TalatSalaYa,575.3387605733967
TalatSalaYa,SathaniRotfaiSalaYa,598.6773408371942
SathaniRotfaiSalaYa,OppositePhuttamontonDistrictOffice,495.97609691550207
OppositePhuttamontonDistrictOffice,RongrianMahidonWitthayaNuSon,469.29846828168274
RongrianMahidonWitthayaNuSon,LotusExpressSalaya,549.9554472724924
LotusExpressSalaya,OppositeTalatMaiSalaYa,685.9806454166691
OppositeTalatMaiSalaYa,NavalEducationDepartment,414.1451221417505
NavalEducationDepartment,Sai5Intersection,603.0747673711714
