from,to,distance
SamutprakarnCrocodileFarm&ZooBusDepot,WongwianThanonThaiBan(Inbound),396.2632692426362
WongwianThanonThaiBan(Inbound),PakNamMarket,364.9132458649163
PakNamMarket,SalaKlangChangwatSamutPrakan,326.42228050870784
SalaKlangChangwatSamutPrakan,RongrianSaraphatChangSamutPrakan,362.2316343069001
RongrianSaraphatChangSamutPrakan,Navy,398.8130311033122
Navy,RongrianNairueaPraisaniPaknam,331.5841236462011
RongrianNairueaPraisaniPaknam,WatBangNangKreng,284.93006624902193
WatBangNangKreng,OppositeSukhumvitSoi17,288.68242866823954
OppositeSukhumvitSoi17,OppositeRongNom,390.7150470427914
OppositeRongNom,DetUdom(Nfe.).,334.1374367102864
DetUdom(Nfe.).,KhongKroekKao,287.59872755949027
KhongKroekKao,WatTraiChangErawan,402.0882062039502
WatTraiChangErawan,HiTaChiToyota,331.3748652888217
HiTaChiToyota,PttPetrolStation.,335.0821484326004
PttPetrolStation.,OppositeHangBikSiSamrong,335.137252936611
OppositeHangBikSiSamrong,SamrongMarketOppositeSukhumvitSoi11,371.5373276350979
SamrongMarketOppositeSukhumvitSoi11,SoiSantiKham(ThoNakhonLuangThai)Soi74,398.1422084814731
SoiSantiKham(ThoNakhonLuangThai)Soi74,SukhumvitSoi70/1,319.24166296522327
SukhumvitSoi70/1,BearingSkytrainStationLasal,367.2518246689545
BearingSkytrainStationLasal,ManaromHospital,342.55671711223073
ManaromHospital,BangnaSkytrainStation,280.6894027174404
BangnaSkytrainStation,BangnaIntersection(Inbound),327.29708883661755
BangnaIntersection(Inbound),Kluaynamthai2Hospital,337.87501272647296
Kluaynamthai2Hospital,BusStopBTSUdomsuk(Exit4),364.44672672842216
BusStopBTSUdomsuk(Exit4),UdomSukPostOffice,348.86346663022573
UdomSukPostOffice,WachirathamSatit(OppositeSukhumvit101/1),354.99112263027587
WachirathamSatit(OppositeSukhumvit101/1),BusStopBTSPunnawithi(Exit2),308.96651785657014
BusStopBTSPunnawithi(Exit2),BusStopBTSPunnawithi(Exit4),377.3624765646027
BusStopBTSPunnawithi(Exit4),Sukhumvit62/1,351.7327070892159
Sukhumvit62/1,TalatBangChak(Sukhumvit93),298.2653388444055
TalatBangChak(Sukhumvit93),SukhumvitSoi56,355.9381173269193
SukhumvitSoi56,RongrianNariNiramon(KhetPhraKhanong),316.9612608319663
RongrianNariNiramon(KhetPhraKhanong),BusStopBTSOnNut(Exit2),330.4805862451292
BusStopBTSOnNut(Exit2),TalatOnNut(KanPrapaOnNut)KanPrapaPhraKhanong,324.58191302714425
TalatOnNut(KanPrapaOnNut)KanPrapaPhraKhanong,OppositePhrakhanongMarket,325.37969718808665
OppositePhrakhanongMarket,BusStopBTSPhraKhanong(Exit2),279.2601817670619
BusStopBTSPhraKhanong(Exit2),GatewayEkamai,297.7218412119813
GatewayEkamai,BangkokPlanetarium,325.37597136363365
BangkokPlanetarium,SoiSukhumvit40,276.6264033211692
SoiSukhumvit40,BusStopBTSThonglo(Exit2/4),278.37964340356376
BusStopBTSThonglo(Exit2/4),SoiSukhumvit34(SoiSuphang),311.98304665188147
SoiSukhumvit34(SoiSuphang),SoiSukhumvit28(SoiBansan),291.04663628079686
SoiSukhumvit28(SoiBansan),BusStopBTSPhromphong(Exit4),339.33036589611476
BusStopBTSPhromphong(Exit4),BenjasiriPark,306.7960114623484
BenjasiriPark,SoiSukhumvitSoi20,294.45881838827097
SoiSukhumvitSoi20,SoiSukhumvit18,318.84567824166317
SoiSukhumvit18,SukhumvitSoi12(RoBinSanSukhumvit),401.8628846263582
SukhumvitSoi12(RoBinSanSukhumvit),SoiSukhumvit10(Ambasder)SuanChoowit,409.73584081475263
SoiSukhumvit10(Ambasder)SuanChoowit,SukhumvitSoi6BusStopBTSNana,392.40755179606526
SukhumvitSoi6BusStopBTSNana,PlernjitCenterSoiNana,291.87919086663567
PlernjitCenterSoiNana,BusStopBTSPhloenchit(Exit4),328.2448522005693
BusStopBTSPhloenchit(Exit4),SoiTonson,306.95113129679794
SoiTonson,RoyalThaiPolice,365.01960941358846
RoyalThaiPolice,SiamSquare,411.32368404691005
SiamSquare,BusStopBTSNationalStation,314.99875206859815
BusStopBTSNationalStation,CharoenPhon,328.8084814934289
CharoenPhon,SrijillasapBuilding,321.9634921517091
SrijillasapBuilding,WatthepsirinSchool,312.74679881254593
WatthepsirinSchool,WatPhlapphlaChai,344.69669828013264
WatPhlapphlaChai,BmaGeneralHospital(ThanonLuangSide),403.5930991188835
BmaGeneralHospital(ThanonLuangSide),Wangburapa,329.0338314054212
Wangburapa,ChaloemKrung,351.5054190603933
ChaloemKrung,TerritorialDefenseCommand,307.38098096024834
TerritorialDefenseCommand,WatPhoThaTian,312.0182376803011
WatPhoThaTian,NakarapiromPark,389.9129513404132
NakarapiromPark,RatchaWoraditPier,355.8797215422523
RatchaWoraditPier,ThaChang,286.33258650093575
ThaChang,MaharajPier,300.5288347296466
MaharajPier,PhraChanPier(OppositeWatMahathat),318.0405070298194
PhraChanPier(OppositeWatMahathat),Sanamluang(OppositeWatMahathat),371.7328338485576
Sanamluang(OppositeWatMahathat),ThaRotSai2(PakKhlongTalat),451.0424910555851
