from,to,distance
TerritorialDefenseCommand,WatPhoThaTian,627.4741058274632
WatPhoThaTian,NakarapiromPark,561.9143364719837
NakarapiromPark,RatchaWoraditPier,496.53010877247976
RatchaWoraditPier,ThaChang,509.22939698570235
ThaChang,Sanamluang(DepartmentOfFineArts),503.7212927078335
Sanamluang(DepartmentOfFineArts),Sanamluang(ThammasatU.),605.3585624883044
Sanamluang(ThammasatU.),NationalTheatre,612.0417549475874
NationalTheatre,PhraAthit,661.5482448321432
PhraAthit,OppositeBanPhraAthit,637.2792221502601
OppositeBanPhraAthit,BanglumphuIntersection1,490.6637462503068
BanglumphuIntersection1,PhranakhonDistrictOffice,596.8539654718243
PhranakhonDistrictOffice,WatSampraya,496.7098152137468
WatSampraya,TheBankOfThailand,568.8940548060085
TheBankOfThailand,RmutpThewet,659.8310020681466
RmutpThewet,NationalLibrary,475.1042631137887
NationalLibrary,WatRachadhiwasViharn,571.2584094092318
WatRachadhiwasViharn,SaintGabrielCollege,454.778955673516
SaintGabrielCollege,VajiraHospital,484.58082950721104
VajiraHospital,Sriyan,579.6197606232042
Sriyan,SiYanRongrianAChiwaSinlapaSueksa,511.80837598191545
SiYanRongrianAChiwaSinlapaSueksa,KromchonlaprathanSiYan,497.5292095537992
KromchonlaprathanSiYan,MakroBangKraBue(Sp25),477.71418636818646
MakroBangKraBue(Sp25),4ThCavalryDivisionKing'SGuard,651.7588480348389
4ThCavalryDivisionKing'SGuard,SathaniWitthayuYanKro,668.5487046147026
SathaniWitthayuYanKro,RongrianYothinBurana,495.716029797039
RongrianYothinBurana,OppositeWatPradu,565.7981346365549
OppositeWatPradu,OppositeBangPhoFireStation,502.6940668151836
OppositeBangPhoFireStation,TalatYaekBangPho,458.83354303027204
TalatYaekBangPho,PraChaRatSai1Soi15,616.109340973466
PraChaRatSai1Soi15,SoiSawaiSuwanWatAnamNiKaYaRam(WatYuan),530.795659124011
SoiSawaiSuwanWatAnamNiKaYaRam(WatYuan),SiKhemaMarket(Outbound),684.5125543138683
SiKhemaMarket(Outbound),WatSoiThong,545.412671999265
WatSoiThong,Rama7Bridge(Outbound),556.5848792045565
Rama7Bridge(Outbound),OppositeKmutnb,527.9311922572409
OppositeKmutnb,BoriBatPhunPhonChamkat,629.0887477081465
BoriBatPhunPhonChamkat,BangOppositeTheVillagePibo,569.5668022360472
BangOppositeTheVillagePibo,SatrinonthaburiSchool-WatPaknam,509.3600322968659
SatrinonthaburiSchool-WatPaknam,RongrianWatKhamaoPhinTaRam,629.2816230536174
RongrianWatKhamaoPhinTaRam,GardenOppositeTheVillagePiboonSoi1SeniLight,579.2532361578229
GardenOppositeTheVillagePiboonSoi1SeniLight,CondoRiverRyanFlagsBar.,586.9205847534527
CondoRiverRyanFlagsBar.,SuanAhanNatPhop,482.9315661384156
SuanAhanNatPhop,OppositeSoiWatKamphaeng,580.0672534033152
OppositeSoiWatKamphaeng,Pongsawass,502.37005738070496
Pongsawass,TalatNon,550.4123830335582
TalatNon,NonthaburiPier,528.3453372812179
NonthaburiPier,OppositeSoiPrachaRat13,604.7729232898424
OppositeSoiPrachaRat13,RongrianThetsaban2,800.8961744395808
RongrianThetsaban2,MuubanRaewadee,538.2574764838755
