from,to,distance
PrachaNiwet3,SayunVillage,371.4793252977806
SayunVillage,OppositeSoiSamakkhi36,318.3044368098014
OppositeSoiSamakkhi36,OppositeThanonSamakki(SoiThaSaiNiwet),335.96664246724396
OppositeThanonSamakki(SoiThaSaiNiwet),SamakkeeSoi61,344.9387207723278
SamakkeeSoi61,MubanPrachaniwet2,445.43312966261846
MubanPrachaniwet2,MathanaSchoolOfHotelAndTourism,399.99593906438236
MathanaSchoolOfHotelAndTourism,OppositeSamakkeeSoi62,346.3124693810814
OppositeSamakkeeSoi62,MubanThaSai,328.77995551105994
MubanThaSai,DhurakijPunditUniversity,418.4135739215018
DhurakijPunditUniversity,PrachachuenSoi7,321.8886337790769
PrachachuenSoi7,PrachachuenNonthaburiSoi5,452.4702368750197
PrachachuenNonthaburiSoi5,OppositeSoiPrachaChuen-Nonthaburi4,431.42346814142826
OppositeSoiPrachaChuen-Nonthaburi4,MubanPatsorn,432.68138164129476
MubanPatsorn,NaTalat,308.4423424844212
NaTalat,SoiNgamWongwan24,307.9757138584141
SoiNgamWongwan24,SoiThetsabanRangSanNuea14,354.7739369247698
SoiThetsabanRangSanNuea14,ThianLao,326.68608689186647
ThianLao,OppositeRongrianSonTatSueaPhatRaPha,343.3027790871648
OppositeRongrianSonTatSueaPhatRaPha,OppositeThanonPrachaChuen37,331.773839188021
OppositeThanonPrachaChuen37,SoiChonNiWes,439.3429823177177
SoiChonNiWes,OppositePamnamManPototho,419.5685157965931
OppositePamnamManPototho,OppositepsiteKasemradHospital,386.4907336679537
OppositepsiteKasemradHospital,KrumonteeSoi,317.27389023571743
KrumonteeSoi,OppositeKhaMuPrachaChuen,339.9711730263857
OppositeKhaMuPrachaChuen,OppositeSoiPrachaChuen19,370.5959883957995
OppositeSoiPrachaChuen19,SoiPrachaChuen17,407.555631321897
SoiPrachaChuen17,OppositeSoiPrachaChuen10,381.91129744579797
OppositeSoiPrachaChuen10,SoiPrachaChuen10,441.8330674546799
SoiPrachaChuen10,YaekThanonPrachaChuen2Yaek1,330.3335053410754
YaekThanonPrachaChuen2Yaek1,TheaterTaoppositeoonMansion,423.9111208230646
TheaterTaoppositeoonMansion,SaphanDang,419.317151249732
SaphanDang,MubanSuppawutNiwet,334.73760555930863
MubanSuppawutNiwet,YaekRanong1-Praram5PaiWatPracharabuetham,448.8536894665574
YaekRanong1-Praram5PaiWatPracharabuetham,YaekRanong1-Praram5,399.26251041984904
YaekRanong1-Praram5,ThaparakShrine,321.48062015208575
ThaparakShrine,SoiChakthip,394.49486732351596
SoiChakthip,OppositeRongrianNatSinSamphan,370.3536207533945
OppositeRongrianNatSinSamphan,SoiSuntisuk,375.3372659830283
SoiSuntisuk,SoiSukothai,416.85316386118285
SoiSukothai,WachirawutWittayalai,338.8350215406401
WachirawutWittayalai,OppositePhiphitthaphanSathanHaengChatChangTon,385.3104356117705
OppositePhiphitthaphanSathanHaengChatChangTon,AnantaSamakhomThroneHall,430.30343282027326
AnantaSamakhomThroneHall,1StArmyArea,434.22428848536333
1StArmyArea,OppositeMinistryOfEducation,373.5740917743185
OppositeMinistryOfEducation,OppositeUnitedNations,412.73917515194915
OppositeUnitedNations,SanamMuaiRatchadamnoen,437.6993542375568
SanamMuaiRatchadamnoen,MinistryOfTransport,362.1467851641377
MinistryOfTransport,NangloengPoliceOffice,350.0310752979507
NangloengPoliceOffice,WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,426.7504044414845
WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,DemocracyMonument(OppositeSuksapan),334.0083269693149
DemocracyMonument(OppositeSuksapan),KhokWuaIntersectionOppositeLottery,287.31529699876046
KhokWuaIntersectionOppositeLottery,OppositeKongSalak,371.7072748329947
OppositeKongSalak,NationalTheatre,394.83402431887873
