from,to,distance
Mochit2BusDepot,QueenSirikitPark,462.3194439128058
QueenSirikitPark,JjMall,366.9529533256306
JjMall,ChatuchakMarket(Gate1),488.0281596507215
ChatuchakMarket(Gate1),TmbHeadquarter,473.9253192205966
TmbHeadquarter,OppositeChatuchakPark,423.90465477382514
OppositeChatuchakPark,DepartmentOfLandTransport,353.87064919019554
DepartmentOfLandTransport,Phahonyothin18,455.7804475693896
Phahonyothin18,OppositeWatPhaiton,375.27678310253356
OppositeWatPhaiton,BusStopBTSSaphanKhwai(Exit2),338.87276515642014
BusStopBTSSaphanKhwai(Exit2),BangsuePoliceStation,344.20537333644944
BangsuePoliceStation,SaiLom(Phahonyothin8),437.3947971727085
SaiLom(Phahonyothin8),BusStopBTSAri(Exit4),401.52822794075763
BusStopBTSAri(Exit4),Ratchakhru(OppositePhahonyothin5),457.4570765296004
Ratchakhru(OppositePhahonyothin5),Kanchanakom(Phahonyothin2),345.53350045053986
Kanchanakom(Phahonyothin2),BusStopBTSSanampao(Exit4),382.2341666049627
BusStopBTSSanampao(Exit4),Channel5,448.07070442901556
Channel5,LueCha(OppositePhahonyothin1),394.1366262405772
LueCha(OppositePhahonyothin1),VictoryMonument(RatchawithiSide),441.9630723526974
VictoryMonument(RatchawithiSide),ChildrenHospital,377.02024349438074
ChildrenHospital,TheBangkokSchoolForTheBlind,379.76027623050715
TheBangkokSchoolForTheBlind,GovernmentPharmaceuticalOrganization,393.07100278117895
GovernmentPharmaceuticalOrganization,DepartmentOfHighway,411.2641558125875
DepartmentOfHighway,RatchathewiThungphayathaiKhamYaekSaowanee,466.3643326702776
RatchathewiThungphayathaiKhamYaekSaowanee,MissionHospital,388.7941450131473
MissionHospital,OppositeRoyalTurfClub,385.25060742143205
OppositeRoyalTurfClub,RajamagalaUniversityOfTechnologyPhraNakorn,398.6906739319653
RajamagalaUniversityOfTechnologyPhraNakorn,ThamniapRatthaban,354.8482826322263
ThamniapRatthaban,OppositeMinistryOfEducation,403.4597933737174
OppositeMinistryOfEducation,OppositeUnitedNations,389.80968055026443
