from,to,distance
WatKoosrang,MubanKheSi,426.11128275422186
MubanKheSi,BaanRayong(Inbound),412.7721477864798
BaanRayong(Inbound),MubanSiamnivej,475.46986268119804
MubanSiamnivej,MubanPrachaSamakkee,507.6511913173054
MubanPrachaSamakkee,RongrianKhlongNaKlueaNoi,392.30494002845626
RongrianKhlongNaKlueaNoi,SaphanSudKhetKrungThep(Inbound),485.67803610608297
SaphanSudKhetKrungThep(Inbound),MubanWaralom,485.87490701775334
MubanWaralom,BaanPhukong,383.4255871092754
BaanPhukong,KonThuengYaekFlaetThungkhru,490.5183371220872
KonThuengYaekFlaetThungkhru,TrongkhamPrachaUthit125,512.327273966406
TrongkhamPrachaUthit125,OppositeWatThungKhru,502.82056397191764
OppositeWatThungKhru,MubanNarisa,432.2733663265681
MubanNarisa,SoiPrachauthit78,367.9873920784369
SoiPrachauthit78,SoiPrachauthit76,377.84595663280385
SoiPrachauthit76,OppositeSoiPrachaUthit89/2,518.1598080603617
OppositeSoiPrachaUthit89/2,OppositeSoiPrachaUthit89,497.7771878653575
OppositeSoiPrachaUthit89,SoiPrachauthit62,498.97811731810646
SoiPrachauthit62,Mithmaitree,462.85034865107195
Mithmaitree,IslamiccollegeOfThailand,388.89038862902316
IslamiccollegeOfThailand,JuscoPtachauthit,398.12601669486276
JuscoPtachauthit,SoiPrachauthit56,350.4502629004591
SoiPrachauthit56,SoiPrachauthit54,443.8811710470238
SoiPrachauthit54,SoiPrachaUthit61,440.2539630090988
SoiPrachaUthit61,SoiPrachauthit48,435.8115766559514
SoiPrachauthit48,SoiPrachauthit51,502.38140140568544
SoiPrachauthit51,YaekNaaluang,510.27154512666897
YaekNaaluang,KingMongkut'SUniversityOfTechnologyThonburi,506.18921507170455
KingMongkut'SUniversityOfTechnologyThonburi,SoiPrachauthit28,450.6672305008778
SoiPrachauthit28,KajornrojSchoolPrachauthit33,463.4149039373207
KajornrojSchoolPrachauthit33,PrachaU-ThitSoi43,470.73342249909797
PrachaU-ThitSoi43,SoiPrachauthit22,455.89453649543117
SoiPrachauthit22,SoiPrachaUthit21,365.7876887029816
SoiPrachaUthit21,SoiPrachauthit14,394.4654920989678
SoiPrachauthit14,RatburanaOldMarketSueksaSchool(Old),408.7801299647447
RatburanaOldMarketSueksaSchool(Old),SoiPrachauthit10,393.7992228337031
SoiPrachauthit10,ChetuponCommercialCollage,388.3733856825558
ChetuponCommercialCollage,SoiPrachaUthit7,358.7113146666074
SoiPrachaUthit7,WatSarod,353.01861468768703
WatSarod,OppositeBangpakokMarket,394.2564407686245
OppositeBangpakokMarket,SukSawatSoi34,523.447503000962
SukSawatSoi34,SuksawatSoi30,408.34290077861993
SuksawatSoi30,OppositeWatBangPaKok,452.3301742707025
OppositeWatBangPaKok,OppositeBigCBangPrakok,449.55080809947395
OppositeBigCBangPrakok,TalatBangPaKaeo,403.3746487835711
TalatBangPaKaeo,WatNakNiMitSukSawat8,431.94625589362846
WatNakNiMitSukSawat8,SoiPlangAnuson,462.14737412106774
SoiPlangAnuson,Daokhanong,471.7574418212122
Daokhanong,BigCDaoKhanong,429.78389642372093
BigCDaoKhanong,RongrianSaengThongThorathat,454.8349924073143
RongrianSaengThongThorathat,RongKaeo,428.99676798459814
RongKaeo,SomdejprapinklaoHospital,462.699939876954
SomdejprapinklaoHospital,OppositeSamreMarket,444.9455947664155
OppositeSamreMarket,KrungThonBuriHospital,381.3149073851695
KrungThonBuriHospital,SathonIntersection(SomdetPhraChaoTaksin6),341.7930352060585
SathonIntersection(SomdetPhraChaoTaksin6),WongWianYai(ThonburiSuksa),375.6998428453924
WongWianYai(ThonburiSuksa),SuksanariSchool,513.4901526487574
SuksanariSchool,Phahurat(IndiaEmporium),454.81585038649996
