from,to,distance
SiPhrayaPier,SiPhrayaIntersection,452.742034830001
SiPhrayaIntersection,Siphaya,531.7622317370151
Siphaya,WatKaeoChaemFa,475.0238255936593
WatKaeoChaemFa,SoiSongPhra,492.0456178903238
SoiSongPhra,YaekNaret,587.4250018743076
YaekNaret,ThanonSap,550.0056649354007
ThanonSap,SamYanIntersection,477.8589369585566
SamYanIntersection,Chulalongkorn(Law/CommunicationArts),479.66205431457234
Chulalongkorn(Law/CommunicationArts),Chulalongkorn(FacultyOfEducation),583.3885636336762
Chulalongkorn(FacultyOfEducation),Chulalongkorn(ChamchuriArtGallery),410.6309395476651
Chulalongkorn(ChamchuriArtGallery),MbkCenter,568.12078246595
MbkCenter,BusStopBTSRatchathewi(Exit3),546.7023508173884
BusStopBTSRatchathewi(Exit3),PhayathaiPlaza,545.8307383170045
PhayathaiPlaza,RatchathewiDistrictOffice,399.4677502764653
RatchathewiDistrictOffice,ArmyMedicalDepartment,550.1189100514454
ArmyMedicalDepartment,VictoryMonument(DinDaengSide),515.3883307926982
VictoryMonument(DinDaengSide),OppositeSantiphapPark,430.31933480174786
OppositeSantiphapPark,OncbOffice,414.7834138641463
OncbOffice,PiboonPrachasanSchool,559.6106666160174
PiboonPrachasanSchool,RajanukulInstitute,475.7235048809674
RajanukulInstitute,PrachaSongkhroIntersection,483.94607105574784
PrachaSongkhroIntersection,PrachaSongkhro1,537.3522288647597
PrachaSongkhro1,DindaengHousingOffice,572.6926294717125
DindaengHousingOffice,DindaengMarket,472.393112204094
DindaengMarket,WichutitSchool,425.38388158021695
WichutitSchool,HealthCenter4,551.6316282632359
HealthCenter4,PrompanSchool,512.1831241459181
PrompanSchool,PrachaSongkhro21,529.7638754637356
PrachaSongkhro21,PrachaSongkhro23,572.499747599643
PrachaSongkhro23,WatPhromWongSaram,451.00828666520664
WatPhromWongSaram,TvcCondominium,496.07380486546054
TvcCondominium,EnemyAmnuayvidSxhool,555.0524097144826
EnemyAmnuayvidSxhool,HoNalikaHuaiKhwangDaycareCenter,505.39919729174176
HoNalikaHuaiKhwangDaycareCenter,OppositeTalatsotHuaiKhwang,512.1005676011937
OppositeTalatsotHuaiKhwang,HotelLeConcorde,516.4636515245826
HotelLeConcorde,TriamudomRatchadaSchool,416.63786127090236
TriamudomRatchadaSchool,ThailandCulturalCenter(ThiamRuamMitRoad),549.3366697615844
ThailandCulturalCenter(ThiamRuamMitRoad),SiamNiramit,494.16363693459135
SiamNiramit,IzuzuShowRoom,388.4929448610162
IzuzuShowRoom,Rama9BusDepot,410.814016661162
