from,to,distance
SouthernBus(Talingchan)BusTerminal,WatMakok,415.1371800329844
WatMakok,ThanonChimPhli,408.2763625909101
ThanonChimPhli,Borommaratchachonnani52,442.93977845328925
Borommaratchachonnani52,OppositeTheDusitMunicipalityCourt,430.8803943688976
OppositeTheDusitMunicipalityCourt,SoiBorommaratchachonnani46,396.4963993162523
SoiBorommaratchachonnani46,SoiChimpee2,407.99025015776266
SoiChimpee2,BenzTalingchan,432.07654521293017
BenzTalingchan,SeriGolf,339.63694570982017
SeriGolf,SoiBorommaratchachonnani22,341.53652162908793
SoiBorommaratchachonnani22,Borommaratchachonnani12,449.8267795262157
Borommaratchachonnani12,ChaophrayaHospital,341.3335214242074
ChaophrayaHospital,MinistryOfCulture,328.01268151689953
MinistryOfCulture,LumpiniParkPinklao,369.42425521486774
LumpiniParkPinklao,MajorPinklao,413.18609298506516
MajorPinklao,TescoLotusPinKlao,321.4319886295387
TescoLotusPinKlao,PataPinklao,406.65246998501345
PataPinklao,PhraPinklaoBridge(Inbound),424.02111323481245
PhraPinklaoBridge(Inbound),Sanamluang(SupremeCourt),420.4158967971707
Sanamluang(SupremeCourt),Sanamluang(CityPillarShrine),370.5951121806473
Sanamluang(CityPillarShrine),MinistryOfDefense,372.0035650340603
MinistryOfDefense,SaranRomPalace,409.2535208404721
SaranRomPalace,OppositeCharachonKlang,442.3300730255731
OppositeCharachonKlang,OppositeChalermkrung,307.6527711031674
OppositeChalermkrung,SinDamRong,382.605044643687
SinDamRong,Klongthom(CharoenkrungSide),407.9835344489506
Klongthom(CharoenkrungSide),KwongsiewHospital,381.74905863576384
KwongsiewHospital,Wongwian22Kadukhada,437.58643578882436
Wongwian22Kadukhada,BusStopMRTHuaLamphong(Exit3),420.10742671569693
BusStopMRTHuaLamphong(Exit3),SaphanLueang,316.7434515020997
SaphanLueang,Chulalongkorn9,403.40132966271005
Chulalongkorn9,Chulalongkorn11,303.468485428631
Chulalongkorn11,ChamchuriSquare,445.42304601458954
ChamchuriSquare,SathanSaowapha,314.67819407094726
SathanSaowapha,LumphiniPark,354.98468675140293
LumphiniPark,LumphiniPark(OppositeLumphiniParkView),322.1865413518946
LumphiniPark(OppositeLumphiniParkView),BrunKai,326.24411587241593
BrunKai,KhlongToeiBusStopMRT,443.9842591920638
KhlongToeiBusStopMRT,RongNganYasup,384.97808214303535
RongNganYasup,OppositeElectricityAuthorityKhlongToei,355.2467862477112
OppositeElectricityAuthorityKhlongToei,OppositeKlongToeyMarket(SoiPhaiSingto),403.56274958185514
OppositeKlongToeyMarket(SoiPhaiSingto),SoiCharoenSuk,431.40885121807594
SoiCharoenSuk,SoiChokDi,407.30944521223574
SoiChokDi,Sainamphueng(Sukhumvit22),428.77550246008855
Sainamphueng(Sukhumvit22),OppositeTescoLotusRama4,351.42338983782287
OppositeTescoLotusRama4,TheRoofSirinrat,421.8684801473003
TheRoofSirinrat,BotThaoWoe,431.94772044516185
BotThaoWoe,OppositeTheptharinHospital,342.0878331343226
OppositeTheptharinHospital,SanChaophoKuanU,411.51070906663136
SanChaophoKuanU,OppositeBangkokUniversityCityCampus,407.05702583350194
OppositeBangkokUniversityCityCampus,OppositeSoiChainSawat,326.1743285296214
OppositeSoiChainSawat,KluaiNamThaiIntersection(KluaiNamThaiPostOffice),401.0370594744778
KluaiNamThaiIntersection(KluaiNamThaiPostOffice),OppositeSoiFamWatthana,369.6416182902636
OppositeSoiFamWatthana,HospitalCampus(Rama4Outbound).,318.2529041559171
HospitalCampus(Rama4Outbound).,RongrianPhraKhanongWitthaya,297.67589662253994
RongrianPhraKhanongWitthaya,PhraKhanongMarket,306.93865632090956
PhraKhanongMarket,DapphloengOnNut,309.14367505951657
DapphloengOnNut,Sukhumvit79,370.6789256383746
Sukhumvit79,PaiSukhumvit81(Soi81SiriPhot),308.1651441931918
PaiSukhumvit81(Soi81SiriPhot),SunkankhaMaketPhlat(KhetPhraKhanong),303.55310284040775
SunkankhaMaketPhlat(KhetPhraKhanong),TalatBangChak,425.0685853440102
TalatBangChak,TransportOfficeArea3,439.4836349628201
TransportOfficeArea3,Punnawithi(Sukhumvit101),367.7113379651819
Punnawithi(Sukhumvit101),BusStopBTSPunnawithi(Exit3),376.84759124955804
BusStopBTSPunnawithi(Exit3),WachirathamSatit(Sukhumvit101/1),311.36459008560496
WachirathamSatit(Sukhumvit101/1),Sukhumvit101/2,420.61670852460026
Sukhumvit101/2,BusStopBTSUdomsuk(Exit1),363.9151770708336
BusStopBTSUdomsuk(Exit1),OppositeKluaynamthai2Hospital,322.0025426929188
OppositeKluaynamthai2Hospital,BangnaIntersection(OutboundStop.1),427.93366176290334
BangnaIntersection(OutboundStop.1),BangnaIntersection(OutboundStop.2),348.21603114677697
BangnaIntersection(OutboundStop.2),BusStopBTSBangNa(Exit3),420.1801572469454
BusStopBTSBangNa(Exit3),MubanNaphalai,431.7625957122784
MubanNaphalai,BusStopBTSBaering(BetweenExit1And3),382.8510410561043
BusStopBTSBaering(BetweenExit1And3),SoiBaeRing,387.5462998290798
SoiBaeRing,SoiSantiKham(Sukhumvit109),372.09489689900926
SoiSantiKham(Sukhumvit109),TalatThamSaRot,297.4567544321014
TalatThamSaRot,OppositeImPhiRianSamrong(TalatSamrong),438.03434756731497
OppositeImPhiRianSamrong(TalatSamrong),BigCSamrong,386.7909084097107
BigCSamrong,Sukhumvit115(SoiAphiChat),317.18630456159815
Sukhumvit115(SoiAphiChat),ToyotaNechannaen,415.5115727650552
ToyotaNechannaen,WatTrai,307.3294853745378
WatTrai,KhongKroek,352.7739392203073
KhongKroek,UdomDet(Kosono),395.2910995656938
UdomDet(Kosono),RongNom,417.95426160459874
RongNom,NatSunthon(RongrianPhraNinWatchara),367.3661583550748
NatSunthon(RongrianPhraNinWatchara),WatBangNangKrengYuwaPrasatHospital,299.3028128894264
WatBangNangKrengYuwaPrasatHospital,SamutPrakanPostOffice,374.55069982123376
SamutPrakanPostOffice,SoiBunSiri,399.1180603906214
SoiBunSiri,RongrianSaraphatChangSamutPrakanSongThaeo36,356.64472168817656
RongrianSaraphatChangSamutPrakanSongThaeo36,SamutprakanAreaRevenueOffice1,368.45285358685
SamutprakanAreaRevenueOffice1,WatPichaiSongkram,328.27091809735583
