from,to,distance
KongSalak,KhokWuaIntersectionOppositeLottery,563.4772349301821
KhokWuaIntersectionOppositeLottery,OppositeKongSalak,441.19878578383884
OppositeKongSalak,PhraPinklaoBridge(Outbound),563.9246478065686
PhraPinklaoBridge(Outbound),OppositePataPinklao,435.3218550804067
OppositePataPinklao,HappyInHotel,510.46830976471324
HappyInHotel,CharanSanitwongSoi34/2,500.3150609990352
CharanSanitwongSoi34/2,CharunBusinessCollege,518.8576617319935
CharunBusinessCollege,BangKhunNonJunction,518.4508496532953
BangKhunNonJunction,OppositeMakroCharansanitwong,494.2368643899786
OppositeMakroCharansanitwong,OodlandSupermarketPhleng.,462.01683655402707
OodlandSupermarketPhleng.,AcrossFromNakhonLuangShoppositeing,514.8480604824068
AcrossFromNakhonLuangShoppositeing,WatAmpawa,492.5445811438706
WatAmpawa,MetropolitanElectricityAuthorityThonBuriDistrict,528.2811535071082
MetropolitanElectricityAuthorityThonBuriDistrict,WatPoreang,427.0663671517117
WatPoreang,NangLoiMarket,411.31085890597967
NangLoiMarket,SiamTechnologyCollege(SiamTech),509.98346202110145
SiamTechnologyCollege(SiamTech),WatThaPhra,397.8764625962126
WatThaPhra,WatPraduNaiSongtham,514.0616924785725
WatPraduNaiSongtham,OppositeViboonCollege,392.5537178324506
OppositeViboonCollege,WatNuannoradit,408.37402646850734
WatNuannoradit,Phyathai3Hospital,502.04674045134635
Phyathai3Hospital,SermitPhetkasemSoi25/1,530.4457698550389
SermitPhetkasemSoi25/1,BusStopBTSBangwa(Exit4),486.79986091015877
BusStopBTSBangwa(Exit4),OppositeSiamUniversity,382.72988007091556
OppositeSiamUniversity,Phetkasem27/1,442.96142649031026
Phetkasem27/1,OppositePhetkasem42,531.0246408417958
OppositePhetkasem42,OppositeKhundanChaoporsuaShrine,563.1628489048187
OppositeKhundanChaoporsuaShrine,OppositeWatChanpradittharam,381.55574241393487
OppositeWatChanpradittharam,Kan-AriSportClub,479.4322080008997
Kan-AriSportClub,WatRangbua,554.1250535666424
WatRangbua,RedCrossStation11(Wisetniyom),519.02344428351
RedCrossStation11(Wisetniyom),SeaconBangkae,487.54417244397126
SeaconBangkae,Phetkasem39,458.6974884565241
Phetkasem39,BangkaeHomeFoundation,466.85642433947
BangkaeHomeFoundation,BangkaeMarket,405.3218098186786
BangkaeMarket,OppositeTescoLotusBangkae,554.0320708272062
OppositeTescoLotusBangkae,NanyangIndustrial,455.7643393779982
NanyangIndustrial,CastlePeakCompany,491.52866134355327
CastlePeakCompany,Phetkasem45/1,551.9142169321519
Phetkasem45/1,OppositeTheMallBangkae,495.8796974898807
OppositeTheMallBangkae,Phetkasem51,395.9629117916959
Phetkasem51,OppositeKasemradBangkaeHospital,452.9380729020435
OppositeKasemradBangkaeHospital,Phetkasem-Sai2Junction(Outbd),493.6761297539507
Phetkasem-Sai2Junction(Outbd),AmnuaysilpaDhonburiSchool,546.1852943295079
AmnuaysilpaDhonburiSchool,WatMuang,531.1474096608423
WatMuang,SamnakPoosawan,534.9067911434746
SamnakPoosawan,BigcPhetkasem(Laksong),493.68047671635117
BigcPhetkasem(Laksong),SoiPhetkasem67,432.416686568794
SoiPhetkasem67,OppositeSetthakitVillage,423.5888413633927
OppositeSetthakitVillage,NanYangTextileIndustry,458.87937010120356
NanYangTextileIndustry,SoiPhetkasem73/2,399.6593979908945
SoiPhetkasem73/2,TalatPhetKasem,424.7936397046111
TalatPhetKasem,SoiPhetKasem77,412.92613392104215
SoiPhetKasem77,SoiPhetKasem77/7,410.63604165658614
SoiPhetKasem77/7,SoiPhetKasem81,547.8574700548066
SoiPhetKasem81,IfTheRoadToProsperity,415.8534300941157
IfTheRoadToProsperity,ChuanThawin(Outbound),454.6730901421821
ChuanThawin(Outbound),OppositeThairungUnionCar,425.88768068464117
OppositeThairungUnionCar,S.C.T.AluminumFactoryCo.Ltd.PongSirichai4Village,542.1337615234415
S.C.T.AluminumFactoryCo.Ltd.PongSirichai4Village,Toyomi,407.02689974407326
Toyomi,MaCharoenSoi3,468.07556929448936
MaCharoenSoi3,Pornpen,422.88630433165355
Pornpen,WatSrinualthammawimol,558.1936104254316
