from,to,distance
MahaiSawan,RatchadaphisekSoi5,644.8746516513795
RatchadaphisekSoi5,ThanachartBank,568.6646149523627
ThanachartBank,OppositeTheMallThapra,482.7331292336936
OppositeTheMallThapra,Ratchada-ThaPhraHospital,514.6047744457483
Ratchada-ThaPhraHospital,U-TurnUnderBridgeRailwayTalatPhlu,506.2466559954413
U-TurnUnderBridgeRailwayTalatPhlu,ThaPhraIntersection,436.79906585251734
ThaPhraIntersection,Conifers.Yai,539.0475542143689
Conifers.Yai,CharanSanitWongSoi1,460.39624751163063
CharanSanitWongSoi1,SesawechVidhayaSchool,536.2008228807972
SesawechVidhayaSchool,ThonburiCommercialCollege,598.0411699367753
ThonburiCommercialCollege,WatBangSaoThong,538.8560288554473
WatBangSaoThong,OppositeMetropolitanElectricityAuthorityThonBuriDistrict,645.0690130204374
OppositeMetropolitanElectricityAuthorityThonBuriDistrict,SoiBupphaSawan,519.7247681083259
SoiBupphaSawan,NakornLuangShoppositeing,604.7219439315313
NakornLuangShoppositeing,OppositeTheHospitalSrivijayaWadrwk.,471.51238791175155
OppositeTheHospitalSrivijayaWadrwk.,WatRuakSuttharam,604.5621614708376
WatRuakSuttharam,BangKhunSi,543.1337799331122
BangKhunSi,BangKhunNon,602.9735558045262
BangKhunNon,CharansanitwongTechnologicalCollege,577.5361447645387
CharansanitwongTechnologicalCollege,CharanSanitWongSoi43,563.6589199749166
CharanSanitWongSoi43,WatNaiRong,485.63879061841834
WatNaiRong,35Bowl49FamilyBrilliantlyNietzsche.,583.7997325524284
35Bowl49FamilyBrilliantlyNietzsche.,RongrianPinMongkhonKansueksa,628.8659948908809
RongrianPinMongkhonKansueksa,PhongEstateOppositeTheOpposite.PharmaceuticalsWadrwk.,601.1474348111915
PhongEstateOppositeTheOpposite.PharmaceuticalsWadrwk.,NoiLand,514.7075885714598
NoiLand,CTogetherOppositeNagaPermanent.,547.0811040545301
CTogetherOppositeNagaPermanent.,SanghiIntersection,437.4246057725196
SanghiIntersection,OppositeSuanSunandha/SuanDusit,460.50478391075416
OppositeSuanSunandha/SuanDusit,OppositeVimanmekPalace,626.1137689834134
OppositeVimanmekPalace,OppositeDusitZoo,562.2780216384748
OppositeDusitZoo,ChitraladaPalace(Ratchawithi32),593.6158004863083
ChitraladaPalace(Ratchawithi32),ChitraladaPalace(Ratchawithi24),489.258572871045
ChitraladaPalace(Ratchawithi24),RajvithiHome,459.6220028153935
RajvithiHome,PhayathaiPalace,631.2998875562664
PhayathaiPalace,PhramongkutklaoHospital,469.0221723289316
PhramongkutklaoHospital,VictoryMonument(PhahonYothinSide),609.5015365538917
VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),422.1635271282812
LueCha(Phahonyothin1),Phyathai2Hospital,443.32158789732154
Phyathai2Hospital,BusStopBTSSanampao(Exit1),476.99088185627306
BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),593.6204024157792
BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),484.48075690745054
Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),449.314446965602
BusStopBTSAri(Exit3),BorderPatrolPolice,498.2204354441483
BorderPatrolPolice,SenaRuam(Phahonyothin11),483.11658376670215
SenaRuam(Phahonyothin11),BusStopBTSSaphanKhwai(Exit1),518.9617159524989
BusStopBTSSaphanKhwai(Exit1),WatPhaiton,622.1208284451758
WatPhaiton,BusStopBTSMoChit(Exit3),603.4268068452907
BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,629.8537896030585
OppositeTmbHeadquarterBank,CentralLadprao,535.2241449972558
CentralLadprao,OppositeCrimeSuppressionDivision,557.3890703684805
OppositeCrimeSuppressionDivision,OppositeSatriWoranatBangkhenSchool,517.6303138728589
OppositeSatriWoranatBangkhenSchool,OppositeElephantBuilding,504.9255186677839
