from,to,distance
VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),493.3348829205318
LueCha(Phahonyothin1),Phyathai2Hospital,521.5227309990374
Phyathai2Hospital,BusStopBTSSanampao(Exit1),555.2816790604315
BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),411.70697757923347
BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),547.4130673626083
Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),383.9664835138981
BusStopBTSAri(Exit3),BorderPatrolPolice,559.1638316886625
BorderPatrolPolice,SenaRuam(Phahonyothin11),476.52364415446317
SenaRuam(Phahonyothin11),BusStopBTSSaphanKhwai(Exit1),454.2792922529977
BusStopBTSSaphanKhwai(Exit1),WatPhaiton,420.937117515972
WatPhaiton,BusStopBTSMoChit(Exit3),553.0144985004565
BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,515.791795278108
OppositeTmbHeadquarterBank,CentralLadprao,436.6221028649035
CentralLadprao,OppositeCrimeSuppressionDivision,510.74478773086093
OppositeCrimeSuppressionDivision,OppositeElephantBuilding,553.2764532316263
OppositeElephantBuilding,ThaivichitsilpArtSchool,513.6197522775344
ThaivichitsilpArtSchool,OppositeMayoHospital,508.51833429857896
OppositeMayoHospital,KasetIntersection(Amornpan),554.8876098746324
KasetIntersection(Amornpan),AmonphanMarket(SoiAmonphan),456.48110931996996
AmonphanMarket(SoiAmonphan),OppositeKasetsartUniversity,484.63215055519913
OppositeKasetsartUniversity,Kaset,498.2997746166379
Kaset,OppositeChinKhet2,443.76192720984017
OppositeChinKhet2,F1Chinnakhet(Nukhonthon),403.4174785244223
F1Chinnakhet(Nukhonthon),PhongphetIntersection(PhongPhetDamnoen),492.06677697719783
PhongphetIntersection(PhongPhetDamnoen),TheMallNgamwongwan,419.4375316319921
TheMallNgamwongwan,OppositePantipNgamwongwan,446.7775971870494
OppositePantipNgamwongwan,OppositeWatBuaKwan,493.1709952654793
OppositeWatBuaKwan,NgamwongwarnSoi4,404.43292671282677
NgamwongwarnSoi4,SoiIgneous,497.5353454876771
SoiIgneous,SoiPinPraphaKhom1,545.0813902747205
SoiPinPraphaKhom1,BamratNaradunHospital,482.913137725247
BamratNaradunHospital,SoiTiWanon8,514.1565176649607
SoiTiWanon8,Satharanasuk,466.4870475996308
Satharanasuk,OppositeHangBigCNonthaburi,495.07855418761403
OppositeHangBigCNonthaburi,RongrianWatLanNaBun,505.1582655640997
RongrianWatLanNaBun,SoiPracharat3,507.65789816990446
SoiPracharat3,GlobalEnlishSchoolSatitChristianWitthaya,437.22761635126886
GlobalEnlishSchoolSatitChristianWitthaya,WatTinnakorn,339.59835206657306
WatTinnakorn,SoiPrachaRat11,490.86766400723087
SoiPrachaRat11,MajorNontaburi,344.26151723858493
MajorNontaburi,WatSangkhathan,427.1956466088928
WatSangkhathan,NakhonInBusDepot,395.92077411205815
