from,to,distance
ThaRatchawong,Klongthom(SuapaSide),418.175364176409
Klongthom(SuapaSide),BmaGeneralHospital(SuepaSide),462.47258283322094
BmaGeneralHospital(SuepaSide),HuaChieawHospital,402.417897402906
HuaChieawHospital,Yossae,424.8017457081576
Yossae,WatChamnihatthakarn,343.4074054427686
WatChamnihatthakarn,WatChaimongkolCharoenPhon,399.63927095758385
WatChaimongkolCharoenPhon,BangkokArt&CultureCenter,405.37949151275404
BangkokArt&CultureCenter,BusStopBTSSiamStation,367.6000343917753
BusStopBTSSiamStation,WatPathumWanaram,423.60240583628985
WatPathumWanaram,CentralWorld,428.17391209130955
CentralWorld,IndraSquarePratunam,399.45233952763857
IndraSquarePratunam,PhayaThai1Hospital,331.5028150093593
PhayaThai1Hospital,RatchathewiDistrictOffice,433.1952186367607
RatchathewiDistrictOffice,ArmyMedicalDepartment,327.9587739927139
ArmyMedicalDepartment,(BusStopBTSVictoryMonumentStation),359.2211729160413
(BusStopBTSVictoryMonumentStation),VictoryMonument(PhahonYothinSide),342.77444690071184
VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),384.410676798766
LueCha(Phahonyothin1),Phyathai2Hospital,414.52005641203226
Phyathai2Hospital,BusStopBTSSanampao(Exit1),357.7974773529543
BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),473.5309864172068
BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),407.3626818016874
Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),406.40481699036786
BusStopBTSAri(Exit3),BorderPatrolPolice,375.5292929191908
BorderPatrolPolice,SenaRuam(Phahonyothin11),338.82585240824596
SenaRuam(Phahonyothin11),OppositeRongraemSudaPhaLet,337.15124899340805
OppositeRongraemSudaPhaLet,InThaMaraSoi7,454.13805266316996
InThaMaraSoi7,InthamaraSoi10,333.4540328646993
InthamaraSoi10,MingKhwanMarketInthamaraSoi27,399.3826484910787
MingKhwanMarketInthamaraSoi27,WiphawadiIntersection(SutthisanRoadInthamaraSoi31),439.27350102117384
WiphawadiIntersection(SutthisanRoadInthamaraSoi31),SutthisanIntersection(SutthisanWinithchaiRoad),344.92140521064346
SutthisanIntersection(SutthisanWinithchaiRoad),InThaMaraSoi39,353.82714026966397
InThaMaraSoi39,InThaMaraSoi28/1,434.2822138497943
InThaMaraSoi28/1,TotInThaMaraSoi32,365.8302794337565
TotInThaMaraSoi32,SutthisanPoliceStationThanonPrachaSuk(Inbound),462.6810893474708
SutthisanPoliceStationThanonPrachaSuk(Inbound),InThaMaraSoi51,437.7708394678089
InThaMaraSoi51,SutthisanPostOffice,372.75652483200236
SutthisanPostOffice,InThaMaraSoi55,396.30738817489646
InThaMaraSoi55,InThaMaraSoi59,439.7926261239811
InThaMaraSoi59,OppositePrachasongkhroSoi47,366.82627193800727
OppositePrachasongkhroSoi47,OppositeTalatsotHuaiKhwang,465.3637298252957
OppositeTalatsotHuaiKhwang,TriamudomRatchadaSchool,372.30322481649927
TriamudomRatchadaSchool,ThailandCulturalCenter(ThiamRuamMitRoad),368.4447082181944
ThailandCulturalCenter(ThiamRuamMitRoad),IzuzuShowRoom,408.10008024683725
