from,to,distance
SiamParkBusDepot,OppositeSoiSuansayam9,471.6306318447825
OppositeSoiSuansayam9,OppositeSiamPark,359.6878716247675
OppositeSiamPark,BungkumRevenueOffice,441.5310896374826
BungkumRevenueOffice,SoiSuanSayam16,358.59324482020594
SoiSuanSayam16,SuanSayam),409.92651639843797
SuanSayam),SoiSuanSayam6,465.64609427964234
SoiSuanSayam6,OppositeNoppositeharatHospital,515.0747511453195
OppositeNoppositeharatHospital,RamIntraRoadSoi66,383.72506121723853
RamIntraRoadSoi66,ThanakhanThaiphanitRamInThra,485.38167408818884
ThanakhanThaiphanitRamInThra,OppositeFashionIsland,351.7287262347099
OppositeFashionIsland,UmnuayPhesaj,515.5064234644623
UmnuayPhesaj,SoiChuenKamon,404.1522180333299
SoiChuenKamon,SynphaetHospital,494.99338483985576
SynphaetHospital,RamInThra50OppositeSunNitSan,518.1744349311246
RamInThra50OppositeSunNitSan,KhondoLumPhiNiOppositeSoiAmonWiwat,396.07708328242205
KhondoLumPhiNiOppositeSoiAmonWiwat,NawaMin98OppositePraisaniChorakheBua,413.19470013527496
NawaMin98OppositePraisaniChorakheBua,OppositeRongrianNawaMin(SingSinghaSeni),399.75923900144835
OppositeRongrianNawaMin(SingSinghaSeni),MubanAmRinNawaMin90,493.4029851661999
MubanAmRinNawaMin90,PhyathaiNawaminHospital,493.8569659479057
PhyathaiNawaminHospital,NawaMin80OppositeKhehaNawaMin,517.9165641411616
NawaMin80OppositeKhehaNawaMin,RongrianBadinDeCha2,428.09341680085674
RongrianBadinDeCha2,MubanPatWiKon,470.63589642587294
MubanPatWiKon,SoiNuanchanNawamin,358.939448150744
SoiNuanchanNawamin,MubanThanaSin,399.3470532190783
MubanThanaSin,NawaMin58(MubanSinThani1)OppositePrakanSangkhom,360.6881835989482
NawaMin58(MubanSinThani1)OppositePrakanSangkhom,SantiAsok,396.713713285547
SantiAsok,OppositeTalatInThraRak,365.93075676680013
OppositeTalatInThraRak,MubanThanThipOppositeRongrianSoMapha,460.1845976795213
MubanThanThipOppositeRongrianSoMapha,MubanSrinakron1,363.6050279962403
MubanSrinakron1,OppositeMubanWangThong,408.01175859037096
OppositeMubanWangThong,SoiSriBurapha3ThalaySaab1,387.4868300677323
SoiSriBurapha3ThalaySaab1,SoiSriBurapha3KruaRimbueng,426.1832846766987
SoiSriBurapha3KruaRimbueng,SoiSriBurapha8,435.6915373234133
SoiSriBurapha8,SoiSriBurapha15,491.5726545598292
SoiSriBurapha15,SoiSriBurapha20KlongjunKindergarten,479.5970677370343
SoiSriBurapha20KlongjunKindergarten,YaekNidaBusStop,503.1335390535434
YaekNidaBusStop,SathabanNiDa,412.02157663094573
