from,to,distance
HuaLamphongBusTerminal,OppositeStateRailwayOfThailand,391.30025688852436
OppositeStateRailwayOfThailand,WatPhlapphlaChai,427.97955024678
WatPhlapphlaChai,BmaGeneralHospital(ThanonLuangSide),409.12463084296354
BmaGeneralHospital(ThanonLuangSide),TalatWolachak,407.2376324542916
TalatWolachak,PrapaMaenSi,321.39519858142967
PrapaMaenSi,GoldenMountWatSaket,311.83863802919905
GoldenMountWatSaket,SaphanDamLanLuang,421.59128201434936
SaphanDamLanLuang,LanLuangPostOffice,370.502761759295
LanLuangPostOffice,OppositeWatSomemanutwarawihan,314.31125461325433
OppositeWatSomemanutwarawihan,RoyalThaiSurveyDepartment,417.6165423579028
RoyalThaiSurveyDepartment,WatInYaekBangKhunPhrom(MunnithiPhatthanaKhonPhikanThai),299.8864320114714
WatInYaekBangKhunPhrom(MunnithiPhatthanaKhonPhikanThai),PaiYaekWiSutthiKasatri,441.00324937817965
PaiYaekWiSutthiKasatri,PaiRongraemTrang,380.4870081279377
PaiRongraemTrang,SarawisutHotel,367.18891580283054
SarawisutHotel,TheBankOfThailand,398.8370736696234
TheBankOfThailand,RmutpThewet,310.9917656084495
RmutpThewet,NationalLibrary,369.93787333175493
NationalLibrary,WatRachadhiwasViharn,418.46840429273266
WatRachadhiwasViharn,SaintGabrielCollege,357.1880863648065
SaintGabrielCollege,VajiraHospital,421.15140172652946
VajiraHospital,SiYanRongrianAChiwaSinlapaSueksa,413.279449485334
SiYanRongrianAChiwaSinlapaSueksa,KromchonlaprathanSiYan,325.41848066885814
KromchonlaprathanSiYan,MakroBangKraBue(Sp25),340.74435408021753
MakroBangKraBue(Sp25),4ThCavalryDivisionKing'SGuard,298.9404919620061
4ThCavalryDivisionKing'SGuard,SathaniWitthayuYanKro,407.73872424609556
SathaniWitthayuYanKro,RongrianYothinBurana,374.5820547856582
RongrianYothinBurana,OppositeWatPradu,413.94024841269226
OppositeWatPradu,OppositeBangPhoFireStation,340.34927802330515
OppositeBangPhoFireStation,TalatYaekBangPho,309.3399901527379
TalatYaekBangPho,SoiSawaiSuwanWatAnamNiKaYaRam(WatYuan),353.11372305632364
SoiSawaiSuwanWatAnamNiKaYaRam(WatYuan),SiKhemaMarket(Outbound),389.4096528839196
SiKhemaMarket(Outbound),WatSoiThong,380.40666402776395
WatSoiThong,Rama7Bridge(Outbound),327.7436988321297
Rama7Bridge(Outbound),I.Q.Center,371.1707494760167
I.Q.Center,OppositeWatSaoHin,345.392435069304
OppositeWatSaoHin,WongSawangSoi4SoiYimPrayun,334.1755167871204
WongSawangSoi4SoiYimPrayun,WatNoiSoiWongsawang13,432.95676080330685
WatNoiSoiWongsawang13,Watluang,308.2408933596517
Watluang,WatLiapSoiWongsawang21,348.115018602868
WatLiapSoiWongsawang21,BigCWongSawangSoiWongsawang27,315.3136581763093
BigCWongSawangSoiWongsawang27,DapphloengBangSonYaekWongSawangKhetWongSawang,387.0445782951743
DapphloengBangSonYaekWongSawangKhetWongSawang,DapphloengWongSawangKrungthep-Non,385.97887047887855
DapphloengWongSawangKrungthep-Non,OppositeKromYutBorikan,461.65372899080364
OppositeKromYutBorikan,WiriyaPrakanphaiRatchadaphisek68,455.2327922117131
WiriyaPrakanphaiRatchadaphisek68,PrachanukunIntersection(RatchadaphisekSoi64),390.5693320616975
PrachanukunIntersection(RatchadaphisekSoi64),SimenThai1ThangduanRatchadaphisek60,403.6082723251938
SimenThai1ThangduanRatchadaphisek60,MubanPunsimen2,369.3044877051117
MubanPunsimen2,NakhonchaiAir,385.51945552505686
NakhonchaiAir,BangchakPetroleumKamphaengphet2,365.3642961507746
BangchakPetroleumKamphaengphet2,NikhomRotfaiKm.11,383.2895606775249
NikhomRotfaiKm.11,Mochit2BusDepot,324.0248245841472
