from,to,distance
ThaPhraIntersection,OppositeViboonCollege,616.0585581197466
OppositeViboonCollege,WatNuannoradit,768.187514831143
WatNuannoradit,Phyathai3Hospital,589.8892757351654
Phyathai3Hospital,SermitPhetkasemSoi25/1,679.8861707383912
SermitPhetkasemSoi25/1,BusStopBTSBangwa(Exit4),775.3727934934823
BusStopBTSBangwa(Exit4),OppositeSiamUniversity,695.6755774894365
OppositeSiamUniversity,Phetkasem27/1,739.4962694529668
Phetkasem27/1,OppositePhetkasem42,566.1875468954756
OppositePhetkasem42,OppositeKhundanChaoporsuaShrine,774.1409315397797
OppositeKhundanChaoporsuaShrine,OppositeWatChanpradittharam,773.3229472187389
OppositeWatChanpradittharam,Kan-AriSportClub,765.6223177325901
Kan-AriSportClub,WatRangbua,671.4705393320745
WatRangbua,RedCrossStation11(Wisetniyom),688.5434641987158
RedCrossStation11(Wisetniyom),SeaconBangkae,654.3001571266655
SeaconBangkae,Phetkasem39,704.266592757699
Phetkasem39,BangkaeHomeFoundation,633.3204418941632
BangkaeHomeFoundation,BangkaeMarket,527.7486025957892
BangkaeMarket,OppositeTescoLotusBangkae,679.0780542064327
OppositeTescoLotusBangkae,NanyangIndustrial,769.7154630893805
NanyangIndustrial,CastlePeakCompany,762.9441120533945
CastlePeakCompany,Phetkasem45/1,762.0740874785896
Phetkasem45/1,OppositeTheMallBangkae,573.2553994747034
OppositeTheMallBangkae,Phetkasem51,709.8316678942804
Phetkasem51,OppositeKasemradBangkaeHospital,569.2368637529272
OppositeKasemradBangkaeHospital,Phetkasem-Sai2Junction(Outbd),639.3404403548794
Phetkasem-Sai2Junction(Outbd),AmnuaysilpaDhonburiSchool,678.8937277313598
AmnuaysilpaDhonburiSchool,WatMuang,543.0005565704615
WatMuang,LaksongNiwetVillage,548.3447637291516
LaksongNiwetVillage,SamnakPoosawan,626.6953972595783
SamnakPoosawan,BigcPhetkasem(Laksong),652.14366225897
BigcPhetkasem(Laksong),SoiPhetkasem67,555.4704538843907
SoiPhetkasem67,OppositeSetthakitVillage,679.3878752513136
OppositeSetthakitVillage,Phetkasem69,744.921503472647
Phetkasem69,NanYangTextileIndustry,783.0709602217134
NanYangTextileIndustry,SoiPhetkasem73/2,761.9179987679984
SoiPhetkasem73/2,TalatPhetKasem,583.2877202424764
TalatPhetKasem,SoiPhetKasem77,584.7828199465893
SoiPhetKasem77,SoiPhetKasem77/7,705.5714248568921
SoiPhetKasem77/7,WatUdomRangSri,579.2897813871325
WatUdomRangSri,SoiPhetKasem81,620.0725494157617
SoiPhetKasem81,NongKhaemMarket,623.4709846031525
NongKhaemMarket,MubanHansa,698.9023233369085
MubanHansa,KhokMa,590.771555788954
KhokMa,PakThangWatMaiNongPha-Ong,580.6324282643384
PakThangWatMaiNongPha-Ong,Suanluang2,807.5727211083409
Suanluang2,Klongsapandam,566.3604905107298
Klongsapandam,KrathumBaenMarketOppositeSukhontawitSoi6,806.6936084407918
KrathumBaenMarketOppositeSukhontawitSoi6,OppositeEye,521.9653764467207
OppositeEye,AngThongThaniVillage,707.2784212187876
AngThongThaniVillage,OppositePhasiCharoenWaterSupplyAndMaintenanceProject(PratunamAngThong),641.1801053220303
OppositePhasiCharoenWaterSupplyAndMaintenanceProject(PratunamAngThong),OppositeTheShrine,616.4730023279482
