from,to,distance
SouthernBus(Talingchan)BusTerminal,WatMakok,379.3541352335853
WatMakok,ThanonChimPhli,422.99918263701034
ThanonChimPhli,Borommaratchachonnani52,316.844154215776
Borommaratchachonnani52,OppositeTheDusitMunicipalityCourt,328.4913358606844
OppositeTheDusitMunicipalityCourt,SoiBorommaratchachonnani46,407.90606899721956
SoiBorommaratchachonnani46,SoiChimpee2,331.6498217365548
SoiChimpee2,BenzTalingchan,406.596333056294
BenzTalingchan,SeriGolf,408.8992516690844
SeriGolf,SoiBorommaratchachonnani22,414.6974533610352
SoiBorommaratchachonnani22,Borommaratchachonnani12,440.53792293991336
Borommaratchachonnani12,ChaophrayaHospital,335.68205501416224
ChaophrayaHospital,MinistryOfCulture,407.7089853702852
MinistryOfCulture,LumpiniParkPinklao,374.32530869227656
LumpiniParkPinklao,MajorPinklao,319.1248897639044
MajorPinklao,TescoLotusPinKlao,354.8215738165544
TescoLotusPinKlao,PataPinklao,359.308019962737
PataPinklao,PhraPinklaoBridge(Inbound),342.36609414417757
PhraPinklaoBridge(Inbound),KongSalak,410.1161638582638
KongSalak,KhokWuaIntersection,431.2358118820008
KhokWuaIntersection,DemocracyMonument(Suksapan),472.3576310768939
DemocracyMonument(Suksapan),SalaWaKanKrungthepmahanakhon,398.6973474172858
SalaWaKanKrungthepmahanakhon,SaoChingcha,409.95576850558103
SaoChingcha,WatSuthat,358.97692266122124
WatSuthat,SinDamRong,417.1271377256852
SinDamRong,OppositeChalermkrung,349.97180808824027
OppositeChalermkrung,Klongthom(CharoenkrungSide),415.07753521596294
Klongthom(CharoenkrungSide),Wongwian22Kadukhada,379.3065026851609
Wongwian22Kadukhada,KwongsiewHospital,469.67422942896127
KwongsiewHospital,HuaLamphongIntersection,336.37925315551945
HuaLamphongIntersection,WatMahapruttaram,345.37362605847596
WatMahapruttaram,Siphaya,384.3148726342084
Siphaya,WatKaeoChaemFa,357.83092082421047
WatKaeoChaemFa,SoiSongPhra,337.0047028134357
SoiSongPhra,OngkanThorasap,389.3486844764483
OngkanThorasap,ORianTen,342.8485703575679
ORianTen,Mahesak,436.590056447562
Mahesak,OppositeRobinsonBangrak,449.1120599174555
OppositeRobinsonBangrak,PamnamManPariToNat,389.6011864887418
PamnamManPariToNat,OppositeWatSutthi,418.4160478528294
OppositeWatSutthi,OppositeSaphanpla,434.3354929192888
OppositeSaphanpla,ChanSoi32/1,470.06028592380295
ChanSoi32/1,ThungWatDon,405.8805138404262
ThungWatDon,ChanSoi29(Inbound),386.0243680823277
ChanSoi29(Inbound),Thanonchan18/8,376.425668696432
Thanonchan18/8,Sathu1,361.7051492184286
Sathu1,OppositeYanawetSchool,385.7429976235507
OppositeYanawetSchool,SathuPraditSoi43,323.769634521665
SathuPraditSoi43,RungCharoenMarket,442.09831153951285
RungCharoenMarket,SoiSathuprathit49,426.8364119259854
SoiSathuprathit49,LanSai,437.9555000957472
LanSai,Lansay,472.8129802905852
Lansay,SoiSathuprathit57,321.05328149322037
SoiSathuprathit57,LionCompany,343.7894899334346
LionCompany,OppositeIcc,423.5397844635192
OppositeIcc,TaiSaphankhwaen,426.0746099681795
TaiSaphankhwaen,OppositeThainamthip,351.8896562229029
OppositeThainamthip,OppositeWacoal,481.7087009592714
OppositeWacoal,NueaTaiIntersection(Riverside),475.6317507285316
NueaTaiIntersection(Riverside),MontienHotelRiverside,381.4582155804336
MontienHotelRiverside,OppositeFuture,348.2021423899469
OppositeFuture,WatChanNok,460.6507174663802
WatChanNok,WatInbunjong,362.2618681462405
WatInbunjong,Rama3Soi4,462.2463368880578
Rama3Soi4,ChoengSaphanKrungthep,384.74852637755674
ChoengSaphanKrungthep,YaekSaeSim,466.9417340597509
YaekSaeSim,OppositeRongrianSaengThongThorathat,338.55062332456265
OppositeRongrianSaengThongThorathat,OppositeTalatDaoKhanong,379.6091362758639
OppositeTalatDaoKhanong,OppositeSoiPlangAnuson,456.5639360351622
OppositeSoiPlangAnuson,OppositeWatNaknimit,438.52409416453116
OppositeWatNaknimit,TalatWatNak,384.41744480466684
TalatWatNak,TalatBangPraKaeo,340.5968785158097
TalatBangPraKaeo,BigCBangPraKok,426.124750257296
BigCBangPraKok,WatBangPaKok,473.83521774699324
WatBangPaKok,SuksawatSoi23,432.349036264947
SuksawatSoi23,BangPakok1Hospital,416.17845121200935
BangPakok1Hospital,PrachaUthitJunction,327.71951443971585
PrachaUthitJunction,SuksawatKm.9(ExitExpressway),434.7727524901515
SuksawatKm.9(ExitExpressway),SuksawatKm.9(ToExpressway),304.5920601017159
SuksawatKm.9(ToExpressway),WatSon,326.366838732679
WatSon,SoiWatRuak,470.8313588571684
SoiWatRuak,OppositeMajorPhrapradaeng(TangRadapWongwaen),384.4943513785779
