from,to,distance
NationalTheatre,PhraAthit,359.62790168379627
PhraAthit,OppositeBanPhraAthit,365.6460453497716
OppositeBanPhraAthit,WatChanasongkram,366.5942971084997
WatChanasongkram,KongSalak,287.41180627069747
KongSalak,KhokWuaIntersection,408.8439658119255
KhokWuaIntersection,DemocracyMonument(Suksapan),333.9813603692539
DemocracyMonument(Suksapan),WatRatchaNatdaRam,414.179715058297
WatRatchaNatdaRam,NangLerngPoliceOffice,343.2955685342757
NangLerngPoliceOffice,OppositeMinistryOfTransport,347.17566597345444
OppositeMinistryOfTransport,RoyalThaiSurveyDepartmentJ.P.RIntersection,318.7305358851057
RoyalThaiSurveyDepartmentJ.P.RIntersection,UnitedNations,326.95547966546394
UnitedNations,MinistryOfEducation,329.07012992770507
MinistryOfEducation,Opposite1StArmyArea,319.43193860522996
Opposite1StArmyArea,AnantaSamakhomThroneHall,307.02399907253994
AnantaSamakhomThroneHall,PhiphitthaphanSathanHaengChatChangTon,359.3039386694273
PhiphitthaphanSathanHaengChatChangTon,WachirawutWittayalai,325.92949908224085
WachirawutWittayalai,PantawattanaSchool,398.11429801961054
PantawattanaSchool,SoiRuamjitt3,415.39197346650167
SoiRuamjitt3,OppositeSoiRaksaDindaen,420.3814111689977
OppositeSoiRaksaDindaen,NattasilSumpunSchool,311.73334287985404
NattasilSumpunSchool,MilitaryCircle11,321.7407048457879
MilitaryCircle11,OppositeKromRatWangBawonSathanMongkhon,412.7905754140868
OppositeKromRatWangBawonSathanMongkhon,YaekThanonRanong2-PhraRam5,352.3726133978301
YaekThanonRanong2-PhraRam5,YaekThanonRanong1-PhraRam5,365.1276191991267
YaekThanonRanong1-PhraRam5,DepartmentOfCommunication,399.51969115108653
DepartmentOfCommunication,MubanSuppwutNiwetKromthahanSapWut,300.92726838989626
MubanSuppwutNiwetKromthahanSapWut,OppositeRongrianChangAkatBamrungKromSanPhaWut,390.6968987437943
OppositeRongrianChangAkatBamrungKromSanPhaWut,SamosonThahanAkatBangSue,350.84205491259996
SamosonThahanAkatBangSue,WatThammaphitaramOppositeWatSaphanSoong,320.60745690993645
WatThammaphitaramOppositeWatSaphanSoong,OppositeTaopoonMansion,387.41997163142463
OppositeTaopoonMansion,SoiPrachaChuen2,299.0980793049255
SoiPrachaChuen2,SoiPrachaChuen5,329.1776269090082
SoiPrachaChuen5,SoiPrachaChuen12,418.08288618447995
SoiPrachaChuen12,SoiPrachaChuen15,284.93030588494474
SoiPrachaChuen15,SoiPrachaChuen19,307.7891458435002
SoiPrachaChuen19,SoiPrachaChuen25,333.8790402579683
SoiPrachaChuen25,SoiPrachaChuen29,320.5150321136081
SoiPrachaChuen29,SuanSukkhaphapPrachaNuKun,408.8165340002968
SuanSukkhaphapPrachaNuKun,PamnamManPototho,308.20346576715417
PamnamManPototho,HongsamutOppositeMubanChonNiwet,376.47112450808476
HongsamutOppositeMubanChonNiwet,ThianLao,384.6000868859602
ThianLao,SoiPrachaChuen38,322.56973646862724
SoiPrachaChuen38,RongrianSonTatSueaPhatRaPha,361.3887493367469
RongrianSonTatSueaPhatRaPha,SoiPrachaChuen46,375.9144518627423
SoiPrachaChuen46,HomeProSakhaPhongPhet,348.1310210069385
HomeProSakhaPhongPhet,SuanAhanFriday,316.61299035240864
SuanAhanFriday,SoiPrachaChuen-Nonthaburi2,359.0592682208037
SoiPrachaChuen-Nonthaburi2,SoiPrachaChuen-Nonthaburi4,312.1458854653754
SoiPrachaChuen-Nonthaburi4,SoiPrachaChuen-Nonthaburi5,356.69301733309806
SoiPrachaChuen-Nonthaburi5,OppositeDhurakijPunditUniversity,338.2185566577505
OppositeDhurakijPunditUniversity,SamakkeeSoi62,399.52599778433745
SamakkeeSoi62,PrachaOoppositeathumSchool,287.9823404652179
PrachaOoppositeathumSchool,MubanPrachaniwet2SoiSamakkee65,424.9486252471718
MubanPrachaniwet2SoiSamakkee65,SamakkeeSoi44,397.607454552309
SamakkeeSoi44,ThanonSamakki(SoiThaSaiNiwet),294.45450940452395
ThanonSamakki(SoiThaSaiNiwet),MubanSaYan,366.92532924295
MubanSaYan,PrachaNiwet3,262.9605055083749
