from,to,distance
VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),221.3025484472215
LueCha(Phahonyothin1),Phyathai2Hospital,284.38655450264724
Phyathai2Hospital,BusStopBTSSanampao(Exit1),251.29593034346757
BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),319.48408008149124
BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),311.28716720199094
Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),254.6771117030452
BusStopBTSAri(Exit3),BorderPatrolPolice,232.4961749448615
BorderPatrolPolice,SenaRuam(Phahonyothin11),323.7394739050171
SenaRuam(Phahonyothin11),BusStopBTSSaphanKhwai(Exit1),287.85190274663574
BusStopBTSSaphanKhwai(Exit1),WatPhaiton,282.73005906620097
WatPhaiton,BusStopBTSMoChit(Exit3),238.54902980408391
BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,291.65748383651083
OppositeTmbHeadquarterBank,BusStopMRTPhahonyothin(Exit3),305.9512301682176
BusStopMRTPhahonyothin(Exit3),LatPhraoIntersection(LatPhraoSoi1),279.10002474913523
LatPhraoIntersection(LatPhraoSoi1),OppositeSa-NguanSaoOToKhae,279.5689774513918
OppositeSa-NguanSaoOToKhae,ThanakhanThaiphanitLatPhrao,249.75160306670895
ThanakhanThaiphanitLatPhrao,BigCLatPhrao,312.45444031145865
BigCLatPhrao,LatPhraoSoi20,219.5342853838639
LatPhraoSoi20,SoiLatPhrao17,248.89883777720993
SoiLatPhrao17,YaekLatPhrao-RatDa,219.28917928634414
YaekLatPhrao-RatDa,LatPhraoSoi40,265.2008578660433
LatPhraoSoi40,LatPhraoSoi35,257.7648908857712
LatPhraoSoi35,PhawanaLatPhraoSoi41,279.12617929863427
PhawanaLatPhraoSoi41,LatPhrao41/1,224.49534192570988
LatPhrao41/1,RongrianPhibunUpatham,296.3728460384481
RongrianPhibunUpatham,LatPhraoSaphan2Market,250.2642022019464
LatPhraoSaphan2Market,SathaniTamruatChokChai,286.16461301828275
SathaniTamruatChokChai,ChokChai4,298.20054957692463
ChokChai4,LatPhraoSoi57/1,313.52871028003915
LatPhraoSoi57/1,SueksaPhanLatPhrao,246.89997724962518
SueksaPhanLatPhrao,LatPhaoPostOffice,229.16796903427436
LatPhaoPostOffice,LatPhraoSoi67OppositeLatPhraoSoi80,277.7318011662077
LatPhraoSoi67OppositeLatPhraoSoi80,KraenWinlet,263.5312301778881
KraenWinlet,LatPhrao79,270.91689641270796
LatPhrao79,ImperialLatPhrao,295.80627588179334
ImperialLatPhrao,SamnaknganKhetWangThonglang,251.2501994957883
SamnaknganKhetWangThonglang,OppositeBangkokSuksaSchool,219.041460817279
OppositeBangkokSuksaSchool,SoiLatPhrao93,288.2962267707289
SoiLatPhrao93,FutLaen,234.83022711532638
FutLaen,LatPhraoHospital,311.5356331799499
LatPhraoHospital,RongrianPhasaAngkritSanti,267.83368499943185
RongrianPhasaAngkritSanti,OppositeLatPhraoSoi126,221.17573235058444
OppositeLatPhraoSoi126,LatPhraoSoi101,268.27606061745695
LatPhraoSoi101,RongrianTriamSueksaBangKapi,305.01771769700554
RongrianTriamSueksaBangKapi,LatPhrao107,223.70989415347304
LatPhrao107,WetThaNi,222.99615963097202
WetThaNi,SoiLatPhrao111,221.26320272490054
SoiLatPhrao111,NMarkPlaza(Nomchit),242.81562960289313
NMarkPlaza(Nomchit),BangKapiMarket(LatPhraoSoi127),284.5491692035694
BangKapiMarket(LatPhraoSoi127),SonoLatPhrao,286.3508346969025
SonoLatPhrao,MuatKanThangBangKapi,267.70073636404794
MuatKanThangBangKapi,RongrianBanBangKapi,292.43466438588257
RongrianBanBangKapi,OppositeKankhehahaengchat,293.18899683434057
OppositeKankhehahaengchat,Nawamin17,302.9132589393326
Nawamin17,OppositeKhlongChanStadium(Navamin33),312.1519929305723
OppositeKhlongChanStadium(Navamin33),KromThidinBangKapi,246.7973710779119
KromThidinBangKapi,SoiSriBurapha3ThalaySaab1,265.6171989833104
SoiSriBurapha3ThalaySaab1,SoiSriBurapha3KruaRimbueng,318.29458770662416
SoiSriBurapha3KruaRimbueng,SoiSriBurapha8,323.3487848395966
SoiSriBurapha8,SoiSriBurapha15,287.47227074234604
SoiSriBurapha15,SoiSriBurapha20KlongjunKindergarten,251.8987325200922
SoiSriBurapha20KlongjunKindergarten,YaekNidaBusStop,269.1665357365682
YaekNidaBusStop,SoiRotAnan4,222.37669405336587
SoiRotAnan4,OppositeSeriThaiSoi10SoiTaSian,316.53688631857955
OppositeSeriThaiSoi10SoiTaSian,OppositeChinavornSchool,280.91740494739577
OppositeChinavornSchool,KhlongBangToei(Outbound),293.7233543004369
KhlongBangToei(Outbound),OppositeSeriThaiSoi16,308.1666085424714
OppositeSeriThaiSoi16,SeriThaiSoi45,285.7971965313466
SeriThaiSoi45,MubanPiamsuk,253.90340550821273
MubanPiamsuk,MubanSahakon,214.9958473746395
MubanSahakon,NawaThanee,244.85227839983187
NawaThanee,BoPhaNaSonik,265.6989726027826
