from,to,distance
ThaMahaNak,OppositeNationalEconomicAndSocialDevelopmentBoard,633.7984059988192
OppositeNationalEconomicAndSocialDevelopmentBoard,OppositeWatKhaeNangLoeng,476.95618625068795
OppositeWatKhaeNangLoeng,Phukhaothong,492.1396505171224
Phukhaothong,WatChaichanaSongkhram(WatTuek),591.0744259683806
WatChaichanaSongkhram(WatTuek),Sampeng-Phahurat,431.7779116429552
Sampeng-Phahurat,OppositeSuksanariSchool,594.9342581665351
OppositeSuksanariSchool,YaekBanKhaek(Outbd),517.0795518036927
YaekBanKhaek(Outbd),WongWianYai(Niranrat),636.9991875695123
WongWianYai(Niranrat),WongwianYai,640.3635419798061
WongwianYai,SimClanShrine,524.0638936541616
SimClanShrine,SamLePostOffice,549.3516678734264
SamLePostOffice,TalatSamre(SoiWatSutharam),543.8050809529751
TalatSamre(SoiWatSutharam),OppositeSomdejprapinklaoHospital,554.0589425898268
OppositeSomdejprapinklaoHospital,SoiRongKaeo,483.45469900211543
SoiRongKaeo,OppositeRongrianSaengThongThorathat,596.0477223040731
OppositeRongrianSaengThongThorathat,BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,543.1756201725876
BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,OppositeTalatDaoKhanong,513.3928852741553
OppositeTalatDaoKhanong,OppositeSoiPlangAnuson,443.52988001854544
OppositeSoiPlangAnuson,OppositeWatNaknimit,603.920575026894
OppositeWatNaknimit,TalatBangPraKaeo,623.7770647557539
TalatBangPraKaeo,BigCBangPraKok,623.9794441189835
BigCBangPraKok,WatBangPaKok,426.0129119884031
WatBangPaKok,SuksawatSoi23,426.21225561535226
SuksawatSoi23,BangPakok1Hospital,598.9999973217142
BangPakok1Hospital,BangpakokMarket,465.3038235430065
BangpakokMarket,SukSawat-SukSawatSoi27Intersection,632.3360534815396
SukSawat-SukSawatSoi27Intersection,RatburanaHospital,485.78388878782096
RatburanaHospital,WatPrasertSutthawartSchool,562.9293062901716
WatPrasertSutthawartSchool,OppositePublicHealthCenterRatBurana39,615.938775843618
OppositePublicHealthCenterRatBurana39,KhlangsinkhaRatBurana,496.58962696248904
KhlangsinkhaRatBurana,OppositeSoiRatBurana28,538.2325630317306
OppositeSoiRatBurana28,SoiRatBuRa27,418.4851961622343
SoiRatBuRa27,KasikornthaiBankOppositeSoiPangSapha,443.4610635836237
KasikornthaiBankOppositeSoiPangSapha,KodangChaiYong,589.6206189666862
KodangChaiYong,ChumchonChaengRon,599.6730661760083
ChumchonChaengRon,RongrianChaengRonWitthaya,496.9317360250739
RongrianChaengRonWitthaya,ChaengRonSchool(RatBuranaSoi37),585.8085205795211
