from,to,distance
KongBangkhapkanTamruatnakhonban7,OppositeThonburiHospital2,280.59808286615225
OppositeThonburiHospital2,MubanKhemaRat,253.29363260411586
MubanKhemaRat,OppositePanuStreetAssawaphisitChet.,312.89257029318907
OppositePanuStreetAssawaphisitChet.,Co.P.CeramicsCo.Ltd.SplitFieldsDragons(Boromarajonani60).,279.8488929693088
Co.P.CeramicsCo.Ltd.SplitFieldsDragons(Boromarajonani60).,OppositeSouthernBusTerminal(Talingchan),278.26703562859564
OppositeSouthernBusTerminal(Talingchan),WatMakok,272.18612432830975
WatMakok,ThanonChimPhli,283.26690924102616
ThanonChimPhli,Borommaratchachonnani52,297.0524294171919
Borommaratchachonnani52,OppositeTheDusitMunicipalityCourt,327.22886588270904
OppositeTheDusitMunicipalityCourt,SoiBorommaratchachonnani46,351.30944574446943
SoiBorommaratchachonnani46,SoiChimpee2,309.56524699234205
SoiChimpee2,BenzTalingchan,239.5647950231104
BenzTalingchan,SeriGolf,256.946407704725
SeriGolf,SoiBorommaratchachonnani22,262.2298654604377
SoiBorommaratchachonnani22,Borommaratchachonnani12,287.23009423743565
Borommaratchachonnani12,ChaophrayaHospital,297.55275668934667
ChaophrayaHospital,MinistryOfCulture,315.8480451918816
MinistryOfCulture,LumpiniParkPinklao,325.80647597182633
LumpiniParkPinklao,MajorPinklao,260.4899924527147
MajorPinklao,TescoLotusPinKlao,311.8607856593827
TescoLotusPinKlao,PataPinklao,255.62747690452287
PataPinklao,ArunAmmrin28,287.68050900915733
ArunAmmrin28,FlotillaNavalTransportationDepartment,333.925623197608
FlotillaNavalTransportationDepartment,SirirajHospital,344.65808141108266
SirirajHospital,SoiBanChangLo,333.0097016749759
SoiBanChangLo,SoiWattana,273.61931726662544
SoiWattana,YaekItsaraphap44,348.1003799452093
YaekItsaraphap44,OppositeItsaraphapSoi37,328.1650988932929
OppositeItsaraphapSoi37,OppositeRongrianWatChinorot,239.3592816032534
OppositeRongrianWatChinorot,ItsaraphapSoi42/1,343.0378542589698
ItsaraphapSoi42/1,OppositeItsaraphapSoi31,325.1632826951266
OppositeItsaraphapSoi31,NaRongrianNarongSonKhaprot,281.3798861052547
NaRongrianNarongSonKhaprot,NaranSiriPhan,240.11600852476332
NaranSiriPhan,ItsaraphapSoi26,309.19453070588435
ItsaraphapSoi26,RajabhatThonburi,303.2941186717895
RajabhatThonburi,ItsaraphapSoi22,238.82278342277405
ItsaraphapSoi22,YaekBanKhaek(Outbd),333.09365024234205
YaekBanKhaek(Outbd),WongWianYai(Niranrat),292.2323635797952
WongWianYai(Niranrat),RobinsonLatya,286.24956514933746
RobinsonLatya,TotLatya,257.41678303217145
TotLatya,Latya11,291.18971351058957
Latya11,LatyaJunction(Outbound),268.1258216182051
LatyaJunction(Outbound),SoiLatya17,304.3524099129436
SoiLatya17,SomdetChaoprayaHospital(LatyaSide),271.3067631805599
SomdetChaoprayaHospital(LatyaSide),KlongsanMarket,299.64637445740414
KlongsanMarket,Iconsiam,300.7644443922379
Iconsiam,ThePeninsulaBangkok,294.8050899112468
ThePeninsulaBangkok,KrungthonburiJunction,265.2681367488445
KrungthonburiJunction,BusStopBTSSurasak(Exit3),317.9728161097478
BusStopBTSSurasak(Exit3),BangkokChristianCollege,258.3652150303003
BangkokChristianCollege,SuksaWittaya,287.6638781698316
SuksaWittaya,PaiKhonwaen,268.97617647547605
PaiKhonwaen,Sathon-Khonwaen,305.69143366948674
Sathon-Khonwaen,ThaiThanakhanSunMitSu,252.65426174647877
ThaiThanakhanSunMitSu,SatornSoi2,287.7433341184281
SatornSoi2,LumphiniPark(OppositeLumphiniParkView),274.04979091012916
LumphiniPark(OppositeLumphiniParkView),BrunKai,309.9077759225613
BrunKai,KhlongToeiBusStopMRT,305.0151575403464
KhlongToeiBusStopMRT,RongNganYasup,260.7672807337214
RongNganYasup,OppositeElectricityAuthorityKhlongToei,297.4269454217639
OppositeElectricityAuthorityKhlongToei,OppositeKlongToeyMarket(SoiPhaiSingto),340.46868736507565
OppositeKlongToeyMarket(SoiPhaiSingto),SoiCharoenSuk,345.1510124811529
SoiCharoenSuk,SoiChokDi,307.1637578273505
SoiChokDi,Sainamphueng(Sukhumvit22),341.3184554210668
Sainamphueng(Sukhumvit22),OppositeTescoLotusRama4,230.8788201530264
OppositeTescoLotusRama4,TheRoofSirinrat,276.5157805863602
TheRoofSirinrat,BotThaoWoe,342.0366187918045
BotThaoWoe,OppositeTheptharinHospital,319.19683740382857
OppositeTheptharinHospital,SanChaophoKuanU,328.86272857292437
SanChaophoKuanU,OppositeBangkokUniversityCityCampus,275.060417815556
OppositeBangkokUniversityCityCampus,OppositeSoiChainSawat,257.5777720748065
OppositeSoiChainSawat,KluaiNamThaiIntersection(KluaiNamThaiPostOffice),237.1975132882299
KluaiNamThaiIntersection(KluaiNamThaiPostOffice),OppositeSoiFamWatthana,325.5980292125671
OppositeSoiFamWatthana,HospitalCampus(Rama4Outbound).,241.23774470881852
HospitalCampus(Rama4Outbound).,RongrianPhraKhanongWitthaya,351.5103295962316
RongrianPhraKhanongWitthaya,KluaiNamThaiSaeTonLet,334.84484647798234
KluaiNamThaiSaeTonLet,BusStopBTSPhraKhanong(Exit2),234.2449628207681
BusStopBTSPhraKhanong(Exit2),PaiRongrianSiWiKon,315.85206171652055
PaiRongrianSiWiKon,GatewayEkamai,328.6701087802051
GatewayEkamai,BangkokPlanetarium,255.8086419990812
BangkokPlanetarium,PathumkongkaSchool,223.43035575086284
PathumkongkaSchool,BangkokUniversityCityCampus,308.4969469232712
