from,to,distance
OppositeSalaWaKanKrungthepmahanakhon,DemocracyMonument(OppositeSuksapan),507.3873712827133
DemocracyMonument(OppositeSuksapan),KhokWuaIntersectionOppositeLottery,523.5648897950166
KhokWuaIntersectionOppositeLottery,OppositeKongSalak,580.8213186212398
OppositeKongSalak,PhraPinklaoBridge(Outbound),563.0590933788102
PhraPinklaoBridge(Outbound),OppositePataPinklao,431.4012671482045
OppositePataPinklao,HappyInHotel,450.3732074348305
HappyInHotel,CharanSanitwongSoi34/2,582.9651865808476
CharanSanitwongSoi34/2,CharunBusinessCollege,421.7763478056323
CharunBusinessCollege,BangKhunNonJunction,567.3127310694796
BangKhunNonJunction,OppositeMakroCharansanitwong,588.5419192425843
OppositeMakroCharansanitwong,OodlandSupermarketPhleng.,460.5828657297722
OodlandSupermarketPhleng.,HospitalSrivijayaWadrwk,579.4142774637884
HospitalSrivijayaWadrwk,PoliceStationNoi,526.6647083955964
PoliceStationNoi,AcrossFromNakhonLuangShoppositeing,399.01232718935654
AcrossFromNakhonLuangShoppositeing,WatAmpawa,485.27736395628756
WatAmpawa,MetropolitanElectricityAuthorityThonBuriDistrict,555.4362790509799
MetropolitanElectricityAuthorityThonBuriDistrict,WatPoreang,400.3192602767932
WatPoreang,NangLoiMarket,458.74735491374554
NangLoiMarket,SiamTechnologyCollege(SiamTech),524.3098086184904
SiamTechnologyCollege(SiamTech),WatThaPhra,450.81824663161166
WatThaPhra,CharanSanitWongSoi4,593.86657940583
CharanSanitWongSoi4,OppositeThePoliceStationYai,528.4926678989035
OppositeThePoliceStationYai,ThaphraRungruengMarket,528.8366400374597
ThaphraRungruengMarket,SoiPetchkasem4,551.4742198109176
SoiPetchkasem4,NaowaChamnianBridge(Inbound),524.4252649174176
NaowaChamnianBridge(Inbound),BangYiRea(Inbound),387.88417178191537
BangYiRea(Inbound),WongWianYai(ThonburiSuksa),443.65783639861456
WongWianYai(ThonburiSuksa),YaekBanKhaek(Inbd),409.77942826929143
YaekBanKhaek(Inbd),SuksanariSchool,535.4850196568436
SuksanariSchool,SaphanPhut,433.1155515765576
SaphanPhut,PakKlongTalad,495.544628349197
PakKlongTalad,PakKlongTalad(KhlongLod),508.16135848009844
PakKlongTalad(KhlongLod),BanMo,510.8471538380561
BanMo,WatSuthatWijitpanich,490.64365499311305
