from,to,distance
KromthahanPuenyaiThi1RaksaPhra-Ong,KhosothoboSaphanDaeng,444.73071716441285
KhosothoboSaphanDaeng,ThahanSuesan(DepartmentOfMilitaryCommunications),514.7442389883747
ThahanSuesan(DepartmentOfMilitaryCommunications),OppositeKromSanPhaWutThahanBok,591.8728087164769
OppositeKromSanPhaWutThahanBok,MoPhan3,522.4337096790495
MoPhan3,WatMaiThongSen,542.8848350862348
WatMaiThongSen,OppositeWatPradu,517.4245895432249
OppositeWatPradu,OppositeBangPhoFireStation,578.3200740701586
OppositeBangPhoFireStation,TalatYaekBangPho,440.08848544161674
TalatYaekBangPho,SoiSawaiSuwanWatAnamNiKaYaRam(WatYuan),473.3029177660346
SoiSawaiSuwanWatAnamNiKaYaRam(WatYuan),SiKhemaMarket(Outbound),443.84018255026405
SiKhemaMarket(Outbound),WatSoiThong,542.2306226031095
WatSoiThong,Rama7Bridge(Outbound),623.3731188445403
Rama7Bridge(Outbound),OppositeKmutnb,653.6651175307688
OppositeKmutnb,BoriBatPhunPhonChamkat,461.68150138210285
BoriBatPhunPhonChamkat,BangOppositeTheVillagePibo,582.1596620954817
BangOppositeTheVillagePibo,SatrinonthaburiSchool-WatPaknam,592.0794595373524
SatrinonthaburiSchool-WatPaknam,RongrianWatKhamaoPhinTaRam,457.9968934902289
RongrianWatKhamaoPhinTaRam,GardenOppositeTheVillagePiboonSoi1SeniLight,582.4766062745197
GardenOppositeTheVillagePiboonSoi1SeniLight,CondoRiverRyanFlagsBar.,504.49729512536356
CondoRiverRyanFlagsBar.,SuanAhanNatPhop,517.4613868910886
SuanAhanNatPhop,OppositeSoiWatKamphaeng,537.8161599701549
OppositeSoiWatKamphaeng,Pongsawass,633.6887661983017
Pongsawass,TrongkhamRongrianKhrittianWitthayaAllRightsChai,489.0716436616463
TrongkhamRongrianKhrittianWitthayaAllRightsChai,OppositeRongrianWatLanNaBun,473.57631729560103
OppositeRongrianWatLanNaBun,BigCNonthaburi,598.7944285288502
BigCNonthaburi,OppositeKrasuangSatharanasuk,521.4238222183898
OppositeKrasuangSatharanasuk,SoiTiwanon3,514.715795154906
SoiTiwanon3,Rawadee,572.8692291676026
Rawadee,OppositeSoiPinPraphaKhom1,475.32597264839467
OppositeSoiPinPraphaKhom1,LotusNonthaburi,660.3476961922922
LotusNonthaburi,SathaniWitthayuDaothiamNonthaburi,443.0199234246375
SathaniWitthayuDaothiamNonthaburi,SupplyDepartmentOfArmySoiSoi31.,661.5944512244321
SupplyDepartmentOfArmySoiSoi31.,ToshibaSoiSoi39.,544.6202899892243
ToshibaSoiSoi39.,ThoOmsinSakhaTiWaNon,603.8516917894465
ThoOmsinSakhaTiWaNon,OppositeSoiUnityTipwalisDrivingSchoolCommunityGoldenSand.,476.60342055493487
OppositeSoiUnityTipwalisDrivingSchoolCommunityGoldenSand.,OppositeRoyalIrrigationDepartment,592.3351300931205
OppositeRoyalIrrigationDepartment,IrrigationCollege,564.3662137531564
IrrigationCollege,SukPrachaSawan,586.9970257210035
SukPrachaSawan,OppositeSuanKularbNonthaburiSchool,519.7846266152058
OppositeSuanKularbNonthaburiSchool,OppositeSoiTiWaNon-PakKret22,619.8332875434734
OppositeSoiTiWaNon-PakKret22,SoiMubanLanThong,520.0568876414405
SoiMubanLanThong,SuKhaPrachaSawan3Soi26,636.110360853214
SuKhaPrachaSawan3Soi26,TiWaNon-PakKret34,487.399754602735
TiWaNon-PakKret34,MubanMueangThongThani,639.5734153394936
MubanMueangThongThani,MubanMitPracha,440.6207581537135
MubanMitPracha,OppositeMubanPradapSuk,504.95868327128125
OppositeMubanPradapSuk,TiWaNon-PakKret37,539.3025390345779
TiWaNon-PakKret37,OppositeBaanMaiSchool,481.2838343896214
OppositeBaanMaiSchool,PooPoIntersection,458.53546807408947
PooPoIntersection,PathumthaneePlaceHotel(ThanonTiwanonOutbound),520.7749492736443
PathumthaneePlaceHotel(ThanonTiwanonOutbound),BangkokGolfClub(Outbound),576.9027179633824
BangkokGolfClub(Outbound),OppositeSirindhornInternationalInstituteOfTechnology.Thammasat.,506.372570490058
OppositeSirindhornInternationalInstituteOfTechnology.Thammasat.,WatBangKradi(Outbound),604.4863485658622
WatBangKradi(Outbound),OppositeSoiBanklang2/5,641.3990050859383
OppositeSoiBanklang2/5,SoiBanklang2/7,487.424909127252
SoiBanklang2/7,SoiBanklang2/9,537.7076292035107
SoiBanklang2/9,BangPoonFloatingMarket,687.6051523861731
