from,to,distance
Mochit2BusDepot,QueenSirikitPark,1175.34549969788
QueenSirikitPark,JjMall,1245.3472659057493
JjMall,ChatuchakMarket(Gate1),1459.4380621562136
ChatuchakMarket(Gate1),BusStopBTSMoChit(Exit3),1235.967804682301
BusStopBTSMoChit(Exit3),SenChonSchool,1363.632955261775
SenChonSchool,BorisatMahanakhon,1586.78115744361
BorisatMahanakhon,KanBinThai(SamnaknganYai),1354.2698785496668
KanBinThai(SamnaknganYai),SoiBuaSuwanThanakhanKrungthep,1274.2736385203343
SoiBuaSuwanThanakhanKrungthep,SoiWiphawadi18,1502.750921665706
SoiWiphawadi18,SoiChockchairuammit,1343.9069992940042
SoiChockchairuammit,SoiWiphawadi14,1128.5880296360237
SoiWiphawadi14,YaekSutthiSan(Dapphloeng),1520.65912301132
YaekSutthiSan(Dapphloeng),SunFuekRaksaDindaen,1105.665998102865
SunFuekRaksaDindaen,UniversityOfTheThaiChamberOfCommerce,1265.1429586744878
UniversityOfTheThaiChamberOfCommerce,RongrianSuraSakMontri,1517.6495506800768
RongrianSuraSakMontri,SuksawatKm.9(ExitExpressway),1515.193049038868
SuksawatKm.9(ExitExpressway),WatSon,1372.9992152413658
WatSon,SoiWatRuak,1456.646255843469
SoiWatRuak,OppositeMajorPhrapradaeng(TangRadapWongwaen),1213.6769042317535
OppositeMajorPhrapradaeng(TangRadapWongwaen),BangkokBank(ThanonKuanKan),1064.0447182848116
BangkokBank(ThanonKuanKan),WatKlang,1052.3547635461814
