from,to,distance
SamaedamBusDepot,Rama2Soi94,716.5665948286302
Rama2Soi94,KhlongRaHan,693.4388449516631
KhlongRaHan,ForemostSoiPost,591.2445121185051
ForemostSoiPost,SoiPhraRamThi2Soi86,552.5503348411726
SoiPhraRamThi2Soi86,BangKadi(Rama2),584.8280020199243
BangKadi(Rama2),AmonChai4,554.5736450794135
AmonChai4,MubanPhraRam2,593.1007519083053
MubanPhraRam2,SakaeNgam,683.6432815292459
SakaeNgam,BigCKahaRam2,577.5731781279511
BigCKahaRam2,PhraRam2Hospita,574.5805074420264
PhraRam2Hospita,NationalHousingBang,597.0346427481326
NationalHousingBang,YaekHuaKrabue,732.4771723893998
YaekHuaKrabue,OppositeBangKhunThianDistrictOffice,734.5318512952001
OppositeBangKhunThianDistrictOffice,CentralRama2,722.5864111900842
CentralRama2,OppositeThaKham,754.110201198598
OppositeThaKham,SanChaomaeNgu,592.1986513124118
SanChaomaeNgu,WatKok,664.5543554654207
WatKok,Bangmod,697.5009824599658
Bangmod,SamakhomHinNaenHaengPrathetThai,611.8472303268908
SamakhomHinNaenHaengPrathetThai,ThanakhanAkhanSongkhro,732.3253385486707
ThanakhanAkhanSongkhro,WatSisuk,605.1293676993924
WatSisuk,ChanPhring,750.2459677863637
ChanPhring,ToyotaCenterWatPuttabucha,733.6664990316091
ToyotaCenterWatPuttabucha,Bangpakokhospita,776.6643696268551
Bangpakokhospita,Pothong,656.6548158532119
Pothong,JomthongDistrict,582.79889725824
JomthongDistrict,BigCBangPraKok,599.261939870087
BigCBangPraKok,WatBangPaKok,790.1568931636243
WatBangPaKok,SuksawatSoi23,735.2383994941736
SuksawatSoi23,BangPakok1Hospital,577.8323896229207
BangPakok1Hospital,BangpakokMarket,640.3732027149215
BangpakokMarket,OppositeWatSarod,767.9827437685846
OppositeWatSarod,PrachaUthitJunction,610.3990100816998
PrachaUthitJunction,OppositeWatSon,584.4608945684021
OppositeWatSon,SuksawatKm.9(ToExpressway),674.492081028297
SuksawatKm.9(ToExpressway),PortAuthorityOfThailand,625.3774677765502
PortAuthorityOfThailand,BusZone4,566.7368557478155
BusZone4,PatStadium,763.8582132313682
PatStadium,TalatPinang,728.5041654248645
TalatPinang,ElectricityAuthorityKhlongToei,552.987080075251
ElectricityAuthorityKhlongToei,ThailandLife(Kai),549.9935393678527
ThailandLife(Kai),UChuLiangBuilding,690.6538201720713
UChuLiangBuilding,KingChulalongkornMemorialHospitalRobinSrilom,609.3194896644305
KingChulalongkornMemorialHospitalRobinSrilom,TheThaiRedCrossSociety,865.9454071898023
