from,to,distance
VictoryMonument(RatchawithiSide),ChildrenHospital,676.8420345088737
ChildrenHospital,TheBangkokSchoolForTheBlind,543.061601667796
TheBangkokSchoolForTheBlind,PrasatNeurologicalInstitute,687.9723213748975
PrasatNeurologicalInstitute,ChitraladaPalace(OppositeRatchawithi22),740.8970983916328
ChitraladaPalace(OppositeRatchawithi22),ChitraladaPalace(OppositeRatchawithi32),592.4413113400741
ChitraladaPalace(OppositeRatchawithi32),DusitZoo,654.9399983077728
DusitZoo,VimanmekPalace,545.1864624476522
VimanmekPalace,Ratchawithi19,649.4711023366663
Ratchawithi19,KrungThonMarketRatchawithiSoi23,617.4490672080922
KrungThonMarketRatchawithiSoi23,SongSamai,675.3170489195428
SongSamai,MoAnan,687.2967341301478
MoAnan,SoiBorommaratchachonnani35,576.1086630628564
SoiBorommaratchachonnani35,SoiBorommaratchachonnani45,558.9274276516616
SoiBorommaratchachonnani45,CedarMansion,619.6035080647451
CedarMansion,TalingchanPoliceStation,531.3420003887886
TalingchanPoliceStation,Ratchapreuk-BorommaratchachonnaniIntersectionStop1,640.9929587968559
Ratchapreuk-BorommaratchachonnaniIntersectionStop1,TheDusitMunicipalityCourt,546.1771020595327
TheDusitMunicipalityCourt,TalingchanPublicProsecutionOffice,759.1240150956072
TalingchanPublicProsecutionOffice,OppositeThanonChimphli,619.6836747641355
OppositeThanonChimphli,PaimrakVillage,749.6276827839714
PaimrakVillage,SouthernBusTerminal(Talingchan),612.210628540789
SouthernBusTerminal(Talingchan),SoiBorommaratchachonnani91,518.6463460401914
SoiBorommaratchachonnani91,ThonburiHospital2,761.826286425143
ThonburiHospital2,OppositeMetropolitanPoliceDivision7,695.5359851514262
OppositeMetropolitanPoliceDivision7,OppositeKhuKhananLoifaPoliceStation,562.0460073179992
OppositeKhuKhananLoifaPoliceStation,MubanKritSadaNakhon20,774.7062897867457
MubanKritSadaNakhon20,CeramicMarketBorommratchachonnaniRoad,610.0528731187119
CeramicMarketBorommratchachonnaniRoad,OppositeMubanLaphaWanKrongkarn5,631.9632107549779
OppositeMubanLaphaWanKrongkarn5,PhutthamonthonSai3-Borommratchachonnani(Outbound),698.6645950221624
PhutthamonthonSai3-Borommratchachonnani(Outbound),SanChaoFoPhutMonThon,560.1249956143761
SanChaoFoPhutMonThon,OppositeAnubanPhloiKaeoSchool,709.3420070136966
OppositeAnubanPhloiKaeoSchool,MubanLadawan,609.868320293009
MubanLadawan,Thammasapa,644.5823687091134
Thammasapa,SukThawi,575.8715585950328
SukThawi,BorommaratchachonnaniSoi121,703.6234732234904
BorommaratchachonnaniSoi121,MubanSakunThip,676.8048451082807
MubanSakunThip,TalatPhut,594.4578405456365
TalatPhut,MahidolUniversity(Salaya)Pratu3,770.8202517352026
MahidolUniversity(Salaya)Pratu3,MahidolUniversity(Salaya)Pratu4,736.1488881512307
MahidolUniversity(Salaya)Pratu4,TalatSalaYa,546.0348010409774
TalatSalaYa,SathaniRotfaiSalaYa,710.72354513614
SathaniRotfaiSalaYa,OppositePhuttamontonDistrictOffice,565.4520798020138
OppositePhuttamontonDistrictOffice,RongrianMahidonWitthayaNuSon,703.9347502096678
RongrianMahidonWitthayaNuSon,LotusExpressSalaya,719.9940137853681
LotusExpressSalaya,OppositeTalatMaiSalaYa,553.2593336229234
OppositeTalatMaiSalaYa,NavalEducationDepartment,575.3251062466487
NavalEducationDepartment,Sai5Intersection,724.9978474647955
Sai5Intersection,Phuttamonton5Rd.,703.1793998317918
Phuttamonton5Rd.,TescoLotusSalaya,525.7932108472777
TescoLotusSalaya,CentralSalaya(OppositePetrolStation),446.10832533377055
