from,to,distance
OppositeWatPhayaPrap,PaiWatKlang,743.0554158136101
PaiWatKlang,YaekPhraPradaeng,700.3701937209975
YaekPhraPradaeng,MajorPhrapradaeng(TangRadapWongwaen),889.3898442293283
MajorPhrapradaeng(TangRadapWongwaen),OppositeSoiWatRuak,788.7898308933802
OppositeSoiWatRuak,OppositeWatSon,859.4838468979497
OppositeWatSon,SoiDekKamPra,671.9956820936173
SoiDekKamPra,SuksawatKm.9,849.6201050643631
SuksawatKm.9,WatSarod,754.5973171644758
WatSarod,OppositeBangpakokMarket,855.827449093938
OppositeBangpakokMarket,SukSawatSoi34,763.2367735022419
SukSawatSoi34,SuksawatSoi30,598.7503472300317
SuksawatSoi30,OppositeWatBangPaKok,763.1450303380914
OppositeWatBangPaKok,OppositeBigCBangPrakok,815.4009922834364
OppositeBigCBangPrakok,TalatBangPaKaeo,780.8503650350461
TalatBangPaKaeo,WatNakNiMitSukSawat8,694.965199809923
WatNakNiMitSukSawat8,SoiPlangAnuson,577.2843818602397
SoiPlangAnuson,Daokhanong,787.4287253911627
Daokhanong,BigCDaoKhanong,606.4319372105704
BigCDaoKhanong,RongrianSaengThongThorathat,607.2277540942931
RongrianSaengThongThorathat,RongKaeo,872.2782997784395
RongKaeo,SomdejprapinklaoHospital,607.1684593499763
SomdejprapinklaoHospital,OppositeSamreMarket,672.1809327287158
OppositeSamreMarket,WongWianYai(ThonburiSuksa),612.4379325683637
WongWianYai(ThonburiSuksa),YaekBanKhaek(Inbd),651.8179513118369
YaekBanKhaek(Inbd),SuksanariSchool,836.6777781080607
SuksanariSchool,PakKlongTalad,692.5193585192806
PakKlongTalad,WatRatchabopitSchool,947.068095908633
