from,to,distance
KrisdaCity14VillagesAcrossSouthernBusStation(Chan)....,SaphanWanChat,497.89762584523146
SaphanWanChat,WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,443.61780982492775
WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,DemocracyMonument(OppositeSuksapan),448.9223524579794
DemocracyMonument(OppositeSuksapan),KhokWuaIntersectionOppositeLottery,489.0394707195716
KhokWuaIntersectionOppositeLottery,PhraPinklaoBridge(Outbound),495.8211626264273
PhraPinklaoBridge(Outbound),OppositePataPinklao,396.11263418858147
OppositePataPinklao,HappyInHotel,460.72506524680176
HappyInHotel,CharanSanitwongSoi34/2,467.360156006356
CharanSanitwongSoi34/2,CharunBusinessCollege,481.15094192770096
CharunBusinessCollege,BangKhunNonJunction,384.83102082949546
BangKhunNonJunction,OppositeMakroCharansanitwong,475.16520441253977
OppositeMakroCharansanitwong,OodlandSupermarketPhleng.,387.1323165885997
OodlandSupermarketPhleng.,HospitalSrivijayaWadrwk,439.33010602382706
HospitalSrivijayaWadrwk,AcrossFromNakhonLuangShoppositeing,505.7640206621017
AcrossFromNakhonLuangShoppositeing,WatAmpawa,413.7972538725355
WatAmpawa,MetropolitanElectricityAuthorityThonBuriDistrict,364.22752335311077
MetropolitanElectricityAuthorityThonBuriDistrict,WatPoreang,402.60623621904733
WatPoreang,NangLoiMarket,430.40349910934475
NangLoiMarket,SiamTechnologyCollege(SiamTech),405.41728403294445
SiamTechnologyCollege(SiamTech),WatThaPhra,415.83428149805684
WatThaPhra,CharanSanitWongSoi4,539.4416720767532
CharanSanitWongSoi4,OppositeThePoliceStationYai,504.4581581994011
OppositeThePoliceStationYai,OppositeThonBuriPhalasa,385.3610524687682
OppositeThonBuriPhalasa,RachapruekBrtStation,425.86294383123203
RachapruekBrtStation,TheMallThapra,407.6251888408776
TheMallThapra,SocialSecurity,507.4215678761169
SocialSecurity,WatSutthawat,381.2957220685835
WatSutthawat,OppositeRongrianSaengThongThorathat,514.3757857199437
OppositeRongrianSaengThongThorathat,BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,518.6211908003309
BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,OppositeTalatDaoKhanong,482.4990099507014
OppositeTalatDaoKhanong,OppositeSoiPlangAnuson,504.3297862582575
OppositeSoiPlangAnuson,OppositeWatNaknimit,411.3021421158579
OppositeWatNaknimit,TalatBangPraKaeo,440.6129466094295
TalatBangPraKaeo,WatPhoThong,506.5498393190254
WatPhoThong,SoiNguhaoKiaSoewit,502.94462366840355
SoiNguhaoKiaSoewit,SamnaknganKhetChomthong,493.81065392852304
SamnaknganKhetChomthong,TalatOE,402.53165931729154
TalatOE,PhraRam2Soi21,514.747013538644
PhraRam2Soi21,Watputtabucha,363.32799593639317
Watputtabucha,OppositeChanPhring,372.5787830793829
OppositeChanPhring,KanPrapaWatYaiRom,480.11408400740794
KanPrapaWatYaiRom,ShishaVillage,397.5068067602574
ShishaVillage,MubanWichitNakhon,450.1199381221189
MubanWichitNakhon,SathaniTamruatBangMot,527.7857244834233
SathaniTamruatBangMot,OppositeWatKok,537.6435057029677
OppositeWatKok,WatLao,363.73049499424116
WatLao,OppositeTheSnakeGoddess,417.24415810746154
OppositeTheSnakeGoddess,HomeproRama2,473.5461330909963
HomeproRama2,BigcRama2,519.1223371331284
BigcRama2,BangKhunThianDistrictOffice,395.2044151168693
BangKhunThianDistrictOffice,HuaKrabue,436.47047125356534
HuaKrabue,KhehaKanFaifa,544.9140292292295
KhehaKanFaifa,ThonburiHousing(TescoLotusRamaIi),431.93089331059355
ThonburiHousing(TescoLotusRamaIi),OppositeSakaeNgam,415.18354448413766
OppositeSakaeNgam,OppositeMubanPhraRam2,487.7845566090718
OppositeMubanPhraRam2,Amonchai,444.1278976516358
Amonchai,BangKradi,461.93160371957117
BangKradi,FamKaichonPhamaPhraRam2,508.60160784210575
FamKaichonPhamaPhraRam2,SoiFoMot,352.0099183445001
SoiFoMot,KhlongRaHan1,413.7971852385367
KhlongRaHan1,RongKaThung,409.23205995351555
RongKaThung,SamaedamBusDepot,508.82453300838205
