from,to,distance
VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),338.85684999926605
LueCha(Phahonyothin1),Phyathai2Hospital,284.5512435910878
Phyathai2Hospital,BusStopBTSSanampao(Exit1),360.57567371614124
BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),301.23664847846146
BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),361.3419354548323
Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),293.86570867722304
BusStopBTSAri(Exit3),BorderPatrolPolice,381.989161306433
BorderPatrolPolice,SenaRuam(Phahonyothin11),360.09119536025906
SenaRuam(Phahonyothin11),BusStopBTSSaphanKhwai(Exit1),355.51463263332073
BusStopBTSSaphanKhwai(Exit1),WatPhaiton,275.50183690817653
WatPhaiton,BusStopBTSMoChit(Exit3),328.84952680915745
BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,355.9416599480185
OppositeTmbHeadquarterBank,BusStopMRTPhahonyothin(Exit3),321.98573710323325
BusStopMRTPhahonyothin(Exit3),LatPhraoIntersection(LatPhraoSoi1),292.035750641451
LatPhraoIntersection(LatPhraoSoi1),OppositeSa-NguanSaoOToKhae,334.4897490128877
OppositeSa-NguanSaoOToKhae,ThanakhanThaiphanitLatPhrao,297.5100428982026
ThanakhanThaiphanitLatPhrao,BigCLatPhrao,391.8925357431497
BigCLatPhrao,LatPhraoSoi20,375.9291733612825
LatPhraoSoi20,SoiLatPhrao17,396.36989771388056
SoiLatPhrao17,YaekLatPhrao-RatDa,389.98377289066974
YaekLatPhrao-RatDa,LatPhraoSoi40,340.60231374726675
LatPhraoSoi40,LatPhraoSoi35,333.3997736356025
LatPhraoSoi35,PhawanaLatPhraoSoi41,332.1908386982519
PhawanaLatPhraoSoi41,LatPhrao41/1,370.62723889883137
LatPhrao41/1,RongrianPhibunUpatham,321.24072631898434
RongrianPhibunUpatham,LatPhraoSaphan2Market,309.33691151540506
LatPhraoSaphan2Market,SathaniTamruatChokChai,388.6398343704028
SathaniTamruatChokChai,ChokChai4,398.7303592515693
ChokChai4,LatPhraoSoi57/1,363.0971516355931
LatPhraoSoi57/1,SueksaPhanLatPhrao,391.45428059366157
SueksaPhanLatPhrao,LatPhaoPostOffice,306.8802255333981
LatPhaoPostOffice,LatPhraoSoi67OppositeLatPhraoSoi80,406.07535676078083
LatPhraoSoi67OppositeLatPhraoSoi80,KraenWinlet,393.2741512937766
KraenWinlet,LatPhrao79,330.35480190736564
LatPhrao79,ImperialLatPhrao,304.7609310892886
ImperialLatPhrao,SamnaknganKhetWangThonglang,293.498740904368
SamnaknganKhetWangThonglang,OppositeBangkokSuksaSchool,336.8908958967728
OppositeBangkokSuksaSchool,SoiLatPhrao93,271.8034290177345
SoiLatPhrao93,FutLaen,312.02965648104527
FutLaen,LatPhraoHospital,277.0950860499807
LatPhraoHospital,RongrianPhasaAngkritSanti,374.8212114127569
RongrianPhasaAngkritSanti,OppositeLatPhraoSoi126,390.90080002529317
OppositeLatPhraoSoi126,LatPhraoSoi101,350.08826544218147
LatPhraoSoi101,RongrianTriamSueksaBangKapi,403.7416989213792
RongrianTriamSueksaBangKapi,LatPhrao107,367.9528676662995
LatPhrao107,WetThaNi,303.07296771034896
WetThaNi,SoiLatPhrao111,349.3797466974573
SoiLatPhrao111,NMarkPlaza(Nomchit),351.617269281063
NMarkPlaza(Nomchit),BangKapiMarket(LatPhraoSoi127),275.5446064551354
BangKapiMarket(LatPhraoSoi127),YaekBangkapi,343.622959392444
YaekBangkapi,WatSiBunRueang(AemWeMai),345.5057483493232
WatSiBunRueang(AemWeMai),BangKapiSchool,317.3867824619855
BangKapiSchool,Nida,393.78750017983845
Nida,YaekNida,276.53149575370185
YaekNida,SoiRotAnan4,360.16837195685747
SoiRotAnan4,OppositeSeriThaiSoi10SoiTaSian,329.7825452424803
OppositeSeriThaiSoi10SoiTaSian,OppositeChinavornSchool,335.08402381193883
OppositeChinavornSchool,KhlongBangToei(Outbound),348.1088902087749
KhlongBangToei(Outbound),OppositeSeriThaiSoi16,350.11746416585714
OppositeSeriThaiSoi16,SeriThaiSoi45,403.69568108116573
SeriThaiSoi45,MubanPiamsuk,322.40583711850724
MubanPiamsuk,MubanSahakon,361.7470107802188
MubanSahakon,NawaThanee,321.5471784920709
NawaThanee,BoPhaNaSonik,338.1691844919659
BoPhaNaSonik,OppositeRueanThongNiwet,405.5021815177842
OppositeRueanThongNiwet,SeriThaiSoi71,268.92474970527786
SeriThaiSoi71,SunToyota,281.6517260519249
SunToyota,PakThangSuanSayam,407.33864930345584
PakThangSuanSayam,MubanKeSara,289.9927993370894
MubanKeSara,JuanIslandsCommunity,325.57822262850783
JuanIslandsCommunity,HanamiFood,330.3796151921738
HanamiFood,SoiNikombangchan1,337.0961318179854
SoiNikombangchan1,OppositeBoYamYam(Serithai58),354.3187689590578
OppositeBoYamYam(Serithai58),KehachumconBangchan,353.4670354066044
KehachumconBangchan,FlatIndoThailand,306.59044527146415
FlatIndoThailand,BoSukkhaphanSentoe,398.8018525732541
BoSukkhaphanSentoe,MinBuriIntersection(SoiTakhian),329.5913831851654
MinBuriIntersection(SoiTakhian),MinburiTechnicalCollege,365.99676159503514
MinburiTechnicalCollege,Jatujak2Minburi,292.8254650653352
Jatujak2Minburi,MinburiDistrictOffice,336.7842180349083
MinburiDistrictOffice,MinburiLandOffice,361.8451873964587
MinburiLandOffice,MinburiPoliceStation,302.85565132021
