from,to,distance
KlongtoeyBusDepot,BusZone4,539.0010863328948
BusZone4,KlongToeyMarket(ThanonRama3Inbound),611.6465440501972
KlongToeyMarket(ThanonRama3Inbound),KhlongToeiMarket(ThanonSunthonKhosa),649.8415625618128
KhlongToeiMarket(ThanonSunthonKhosa),LoxleyPublicCompanyLimited,522.6803558115539
LoxleyPublicCompanyLimited,OppositeSoiAmon,553.2988987317489
OppositeSoiAmon,OppositeRongrianNonsiWitthaya,546.1471602228777
OppositeRongrianNonsiWitthaya,WatChongLom,689.4118162908605
WatChongLom,KhlangNamman,690.2976488987883
KhlangNamman,OppositeChongnonsi,722.6340992639807
OppositeChongnonsi,OppositeHuaPlaPaiThanakhanKrungthep,630.2669759003451
OppositeHuaPlaPaiThanakhanKrungthep,OppositeSoiWatRuak,519.0881908633783
OppositeSoiWatRuak,OppositeWatSon,565.701770594458
OppositeWatSon,SoiDekKamPra,733.2821344761973
SoiDekKamPra,SuksawatKm.9,672.557003572099
SuksawatKm.9,WatSarod,756.6840594573281
WatSarod,OppositeBangpakokMarket,705.9767775572014
OppositeBangpakokMarket,SukSawatSoi34,678.3154714006448
SukSawatSoi34,SuksawatSoi30,609.9205139973744
SuksawatSoi30,OppositeWatBangPaKok,730.4731198993231
OppositeWatBangPaKok,OppositeBigCBangPrakok,732.1197952030486
OppositeBigCBangPrakok,TalatBangPaKaeo,533.3088748910889
TalatBangPaKaeo,WatNakNiMitSukSawat8,520.5983128710894
WatNakNiMitSukSawat8,SoiPlangAnuson,547.887084479026
SoiPlangAnuson,Daokhanong,753.6406878883772
Daokhanong,BigCDaoKhanong,517.6946025651791
BigCDaoKhanong,MahaiSawan,531.9070074711344
MahaiSawan,RatchadaphisekSoi5,635.0798609164699
RatchadaphisekSoi5,ThanachartBank,750.105048135206
ThanachartBank,OppositeTheMallThapra,743.1872646814985
OppositeTheMallThapra,Ratchada-ThaPhraHospital,521.3745664650919
