from,to,distance
TheRiverCondominiam,WatSuwan,586.4362503002747
WatSuwan,OppositeKlongsanMarket,598.1296062608699
OppositeKlongsanMarket,Latya14,610.3067506518976
Latya14,LatyaJunction(Inbound),555.2602430906267
LatyaJunction(Inbound),Latya8,463.9698999325609
Latya8,KrungdebCo-OperativeLatya,633.071801382023
KrungdebCo-OperativeLatya,OppositeRobinsonLatya,548.7568747274395
OppositeRobinsonLatya,BangYiRea(Outbound),622.2997365799954
BangYiRea(Outbound),WatPhoNimitWatWelurachin(TaladPhluPostOffice),563.1244082634564
WatPhoNimitWatWelurachin(TaladPhluPostOffice),SoiThoetThai19,457.5232370656902
SoiThoetThai19,TalatPhluRailwayStation,588.9303726951234
TalatPhluRailwayStation,OppositeRongrianPhonPrasatWitthaya,512.961320745956
OppositeRongrianPhonPrasatWitthaya,MaliThongIntersection(WatthanaSuksaSchool),566.3608459967983
MaliThongIntersection(WatthanaSuksaSchool),RuamchaiMarket,556.1445277723138
RuamchaiMarket,Anamai29PhutNet,579.7419637580593
Anamai29PhutNet,OppositeWatNangnong,472.2723401268074
OppositeWatNangnong,OppositeWutthakatSoi46,458.0149908759887
OppositeWutthakatSoi46,WutthakatIntersection(SoiSide),476.4191431760159
WutthakatIntersection(SoiSide),SoiLoetNuea-LoetTai,484.48972715074524
SoiLoetNuea-LoetTai,ThiamSapOmKan3/2,499.2879459568411
ThiamSapOmKan3/2,WatMakluea,533.1459502488567
WatMakluea,Daokhanong,577.9931972074806
Daokhanong,BigCDaoKhanong,470.62853341208614
BigCDaoKhanong,BukKaLo,623.3981866574023
BukKaLo,CharoenNakhon56,529.4630516682532
CharoenNakhon56,ThaiSeri(CharoenNakhon52),431.8690942964378
