from,to,distance
RangsitBusDepot,Rattanakosin200YearsVillage,474.84851086086377
Rattanakosin200YearsVillage,PathumvechHospital,505.4301858641123
PathumvechHospital,MajorRangsit,569.5708953910804
MajorRangsit,ThanyaburiSchool,556.4897337001421
ThanyaburiSchool,ChokchaiFarm,506.684631798469
ChokchaiFarm,OppositeWatPrayunChindaRamPhahonYothin84,466.0375428334083
OppositeWatPrayunChindaRamPhahonYothin84,HospitalDoctorsRangsit,421.03386913074576
HospitalDoctorsRangsit,ZeerRangsit,436.5386164293608
ZeerRangsit,AnusornSathan,395.1925157626782
AnusornSathan,PromThaiPingFactory,578.1387047198867
PromThaiPingFactory,MubanPipornpong,492.52456360600945
MubanPipornpong,Supalack,413.7062238087906
Supalack,TtlIsuzu,417.35077280427925
TtlIsuzu,HousingOverTheAirBaseOppositeTheNewDen.,419.1139220673457
HousingOverTheAirBaseOppositeTheNewDen.,OppositeSathaniTamruatnakhonbanDonMueang,427.07330258461803
OppositeSathaniTamruatnakhonbanDonMueang,ResearcherDonMuangAirportAir,433.3284160300702
ResearcherDonMuangAirportAir,DonMueang(AirportOffice),577.0083989425831
DonMueang(AirportOffice),DonMueang(Terminal1-2),422.3991830170241
DonMueang(Terminal1-2),DonMueangAirport(Terminal3),448.5957519701072
DonMueangAirport(Terminal3),Donmueang(Cargo),459.11825382306466
Donmueang(Cargo),DonmueangAirport(Gate8),410.50598768926557
DonmueangAirport(Gate8),JaeLengShop,522.2096889743085
JaeLengShop,Cotto,466.0387361560471
Cotto,HinoMotorsSales,414.81820494854054
HinoMotorsSales,ThanakhanThaiphanitChaengWatthana,416.013066149868
ThanakhanThaiphanitChaengWatthana,CharoenPhonSchool,439.0543569453881
CharoenPhonSchool,JuscoChaengWatthanaPhranakhonrajabhatuniversity,478.27170895454884
JuscoChaengWatthanaPhranakhonrajabhatuniversity,OppositeSatitWatPrasrimahatatSchool,543.9438326674565
OppositeSatitWatPrasrimahatatSchool,ElectricityKhen11ThInfantryRegiment(Gate1),403.513617142562
ElectricityKhen11ThInfantryRegiment(Gate1),OppositeBangkhenBusDepot,498.3723841970509
OppositeBangkhenBusDepot,OppositePhahonyothin51,483.8118404774119
OppositePhahonyothin51,11ThInfantryRegiment(Gate2),446.43087991944714
11ThInfantryRegiment(Gate2),11ThInfantryRegiment(Gate3),513.2048771552301
11ThInfantryRegiment(Gate3),WatBangbua,446.6348454176889
WatBangbua,SripatumUniversity,409.9669711462177
SripatumUniversity,SarawittayaSchool,571.1732992226247
SarawittayaSchool,RtaChemicalDept.,404.1559880483712
RtaChemicalDept.,MaruayHotel,451.52832212824063
MaruayHotel,BaacHeadquarter,597.2172185774482
BaacHeadquarter,OppositeKasetsartU(PhahonyothinSide),434.872146541444
OppositeKasetsartU(PhahonyothinSide),KasetIntersection(Phahonyothin34/2),449.4303078994481
KasetIntersection(Phahonyothin34/2),MayoHospital,432.80840862384497
MayoHospital,OppositeThaivichitsilpArtSchool,468.8988299691567
OppositeThaivichitsilpArtSchool,MajorRatchayothin,431.40034789129385
MajorRatchayothin,ElephantBuilding,573.0433240326151
ElephantBuilding,SatriWoranatBangkhenSchool,583.721917523455
SatriWoranatBangkhenSchool,CrimeSuppressionDivision,412.29817313117
CrimeSuppressionDivision,TescoLotusLatphrao,508.9556226322347
TescoLotusLatphrao,OppositeCentralLadprao,414.73535860127697
OppositeCentralLadprao,TmbHeadquarter,491.38562661828587
TmbHeadquarter,BusStopBTSMoChit(Exit4),510.38625733278695
BusStopBTSMoChit(Exit4),OppositeChatuchakPark,608.0372606149879
OppositeChatuchakPark,DepartmentOfLandTransport,462.3252497604885
DepartmentOfLandTransport,Phahonyothin18,575.4231545495632
Phahonyothin18,OppositeWatPhaiton,572.0042155620836
OppositeWatPhaiton,BusStopBTSSaphanKhwai(Exit2),588.9533314781206
BusStopBTSSaphanKhwai(Exit2),BangsuePoliceStation,585.3132146100397
BangsuePoliceStation,SaiLom(Phahonyothin8),413.3111704660891
SaiLom(Phahonyothin8),BusStopBTSAri(Exit4),603.433406522162
BusStopBTSAri(Exit4),Ratchakhru(OppositePhahonyothin5),534.692374188981
Ratchakhru(OppositePhahonyothin5),Kanchanakom(Phahonyothin2),440.0925280298963
Kanchanakom(Phahonyothin2),BusStopBTSSanampao(Exit4),436.91540128814
BusStopBTSSanampao(Exit4),Channel5,533.5108034166802
Channel5,LueCha(OppositePhahonyothin1),456.1955922088125
LueCha(OppositePhahonyothin1),VictoryMonument(PhayaThaiSide),411.7657729211139
VictoryMonument(PhayaThaiSide),Century,527.1904912979904
Century,KingPhet,562.7509186914959
KingPhet,Uruphong,418.7918218977359
Uruphong,MissionHospitalMahanak,459.85851714948296
MissionHospitalMahanak,OppositeNationalEconomicAndSocialDevelopmentBoard,472.8474014461058
OppositeNationalEconomicAndSocialDevelopmentBoard,OppositeWatKhaeNangLoeng,430.80679131516507
OppositeWatKhaeNangLoeng,ThaiAirwaysBuilding,579.7229773675347
ThaiAirwaysBuilding,WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,564.5549699674185
WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,DemocracyMonument(OppositeSuksapan),480.5041303384114
DemocracyMonument(OppositeSuksapan),KhokWuaIntersectionOppositeLottery,489.7496564779836
KhokWuaIntersectionOppositeLottery,OppositeKongSalak,648.0909301210168
OppositeKongSalak,Sanamluang(SupremeCourt),442.66228297828116
Sanamluang(SupremeCourt),Sanamluang(DepartmentOfFineArts),629.3334400526443
Sanamluang(DepartmentOfFineArts),Sanamluang(ThammasatU.),539.3717070475756
Sanamluang(ThammasatU.),SanamluangBusTerminal(53L59503),482.80434637464464
