from,to,distance
BusDepot9(Kalpapruek),BangBonIntersection(BangKhaeRoad),544.8619942487173
BangBonIntersection(BangKhaeRoad),OppositeBigcKallaprapruk,408.3506620243634
OppositeBigcKallaprapruk,WatSingIntersection(KanlapaphruakRoadInbound),516.8238312324147
WatSingIntersection(KanlapaphruakRoadInbound),TescoLotusKallaprapruk,395.4303786440735
TescoLotusKallaprapruk,MetroParkSathorn,498.9102922634354
MetroParkSathorn,ChumchonSantiSuk,372.35095714238815
ChumchonSantiSuk,TalatPhutPoliceStation,495.012040902591
TalatPhutPoliceStation,MaliThongIntersection,516.7602708519855
MaliThongIntersection,YaowarakHospital,523.5983488280017
YaowarakHospital,SoiThoetThai37,371.3829986975782
SoiThoetThai37,SoiThoetThai45,366.0084895350579
SoiThoetThai45,SoiThoetThai43,424.48288722066843
SoiThoetThai43,SoiThoetThai30,517.7636526924126
SoiThoetThai30,SoiThoetThai22,385.77413441703897
SoiThoetThai22,TalatWatKlang,534.8224261126594
TalatWatKlang,YaekTalatPhlu,532.0034940073652
YaekTalatPhlu,WatRatKharue,438.24598548942754
WatRatKharue,WatInThraRam,456.4000677276303
WatInThraRam,WatInThaRam,514.788785198262
WatInThaRam,ThonBuriDistrictOfficeWatWelurachin,386.1822668656224
ThonBuriDistrictOfficeWatWelurachin,BangYiRea(Inbound),402.22158304248575
BangYiRea(Inbound),WongWianYai(ThonburiSuksa),423.76637142670205
WongWianYai(ThonburiSuksa),YaekBanKhaek(Inbd),496.0800919744802
YaekBanKhaek(Inbd),SuksanariSchool,446.7951724110749
SuksanariSchool,PakKlongTalad,375.84018513585204
PakKlongTalad,WatRatchabopitSchool,549.6182298923809
WatRatchabopitSchool,GrandPalace,384.6859726569759
GrandPalace,Sanamluang(OppositeSupremeCourt)Stop.1,548.3916311918748
Sanamluang(OppositeSupremeCourt)Stop.1,Sanamluang(OppositeSupremeCourt)Stop.2,435.1723174758888
Sanamluang(OppositeSupremeCourt)Stop.2,NationalTheatre,538.8533750471912
NationalTheatre,PhraAthit,375.3848152521208
PhraAthit,OppositeBanPhraAthit,497.0204547652504
OppositeBanPhraAthit,BanglumphuIntersection1,479.2125019248478
BanglumphuIntersection1,PhranakhonDistrictOffice,478.0280128773306
PhranakhonDistrictOffice,WatSampraya,489.019994108835
WatSampraya,TheBankOfThailand,514.4503500112091
TheBankOfThailand,RmutpThewet,462.4495345270897
RmutpThewet,NationalLibrary,447.176427513402
NationalLibrary,WatRachadhiwasViharn,452.72278007112834
WatRachadhiwasViharn,SaintGabrielCollege,485.3616763468629
SaintGabrielCollege,VajiraHospital,375.1517369301728
VajiraHospital,SiYanRongrianAChiwaSinlapaSueksa,492.9987394596601
SiYanRongrianAChiwaSinlapaSueksa,KromchonlaprathanSiYan,448.51968291526384
KromchonlaprathanSiYan,KhruaKhunya,439.7765930201984
KhruaKhunya,ThepPrathup,450.0132824880722
ThepPrathup,NattasilSumpunSchool,365.66755034946203
NattasilSumpunSchool,MilitaryCircle11,518.4307685650954
MilitaryCircle11,SamsenRailwayStation,427.2362045173973
