from,to,distance
BusStopBTSKrungthonburi(Exit3),KrungthonburiJunctionTowardsRiver,454.4202056733092
KrungthonburiJunctionTowardsRiver,WatSuwan,501.8132545193346
WatSuwan,OppositeKlongsanMarket,554.263195750434
OppositeKlongsanMarket,BangYiRea(Outbound),564.5304354491301
BangYiRea(Outbound),NaowaChamnianBridge(Outbound),586.7970326272309
NaowaChamnianBridge(Outbound),OppositeWatSangkajai,395.84016625017665
OppositeWatSangkajai,SoiPhetkasem5/1,423.93197340180586
SoiPhetkasem5/1,WatPraduNaiSongtham,446.7657657873978
WatPraduNaiSongtham,OppositeViboonCollege,472.14625333207056
OppositeViboonCollege,WatNuannoradit,508.91599868717395
WatNuannoradit,Phyathai3Hospital,437.62178968630604
Phyathai3Hospital,SermitPhetkasemSoi25/1,403.3259762522549
SermitPhetkasemSoi25/1,BusStopBTSBangwa(Exit4),561.8115633871048
BusStopBTSBangwa(Exit4),OppositeSiamUniversity,566.3418654192797
OppositeSiamUniversity,Phetkasem27/1,516.9816964175455
Phetkasem27/1,OppositePhetkasem42,481.8300072468363
OppositePhetkasem42,OppositeKhundanChaoporsuaShrine,449.86590123236294
OppositeKhundanChaoporsuaShrine,OppositeWatChanpradittharam,507.183318805566
OppositeWatChanpradittharam,Kan-AriSportClub,483.6647468383428
Kan-AriSportClub,WatRangbua,569.1582386764575
WatRangbua,RedCrossStation11(Wisetniyom),462.946805981759
RedCrossStation11(Wisetniyom),SeaconBangkae,519.2642750898528
SeaconBangkae,Phetkasem39,491.223580679223
Phetkasem39,BangkaeHomeFoundation,478.87968828601396
BangkaeHomeFoundation,BangkaeMarket,422.10295659956387
BangkaeMarket,OppositeTescoLotusBangkae,513.2351602363317
OppositeTescoLotusBangkae,NanyangIndustrial,421.46439023842436
NanyangIndustrial,CastlePeakCompany,548.933595586727
CastlePeakCompany,Phetkasem45/1,568.0787580982823
Phetkasem45/1,OppositeTheMallBangkae,556.5237258310436
OppositeTheMallBangkae,Phetkasem51,511.3866305917063
Phetkasem51,OppositeKasemradBangkaeHospital,508.7462722230698
OppositeKasemradBangkaeHospital,Phetkasem-Sai2Junction(Outbd),547.7953005651441
Phetkasem-Sai2Junction(Outbd),AmnuaysilpaDhonburiSchool,582.9789085028074
AmnuaysilpaDhonburiSchool,WatMuang,396.4358816332523
WatMuang,LaksongNiwetVillage,444.22849134865953
LaksongNiwetVillage,SamnakPoosawan,466.6463759117014
SamnakPoosawan,BigcPhetkasem(Laksong),427.7179481698415
BigcPhetkasem(Laksong),SoiPhetkasem67,511.6818262892374
SoiPhetkasem67,OppositeSetthakitVillage,494.39722093745786
OppositeSetthakitVillage,SoiPetchkasem69,560.8272362869113
SoiPetchkasem69,NanYangTextileIndustry,402.2016859123733
NanYangTextileIndustry,SoiPhetkasem73/2,516.9215180289558
SoiPhetkasem73/2,TalatPhetKasem,483.4443617426364
TalatPhetKasem,SoiPhetKasem77,422.1229331257808
SoiPhetKasem77,SoiPetchkasem77/4OppositeSoutheastAsiaUniversity,456.76181455251435
SoiPetchkasem77/4OppositeSoutheastAsiaUniversity,Petchkasem77/6SripetVillage,557.0583797882532
Petchkasem77/6SripetVillage,SoiPhetKasem77/7,436.1210099443502
SoiPhetKasem77/7,WatUdomRangSri,594.2960553376982
WatUdomRangSri,SoiPhetKasem81,488.18149217307206
SoiPhetKasem81,NongKhaemMarket,439.7545859589417
NongKhaemMarket,OppositeSoiPetchkasem114,527.4351389125063
OppositeSoiPetchkasem114,OppositeSoiPetchkasem116,413.77290335548565
OppositeSoiPetchkasem116,MubanHansa,474.67245653602106
MubanHansa,SoiPhetKasem83,401.7301288779841
SoiPhetKasem83,OppositeWatSiSamranRatbamrung,586.2113802542062
OppositeWatSiSamranRatbamrung,OppositePhetkasemSoi120,398.7871063901861
OppositePhetkasemSoi120,ThanakhanThaiphanitSakhaOmNoi,577.9054045725024
ThanakhanThaiphanitSakhaOmNoi,SathaniTamruatDapphloengOmNoi,550.4438126723011
SathaniTamruatDapphloengOmNoi,SoiLand,522.2336108092254
SoiLand,OppositePhetkasem126,501.4667517889274
OppositePhetkasem126,OmNoi,489.2988998438235
OmNoi,SophonChanuponSchool,585.7435474239082
SophonChanuponSchool,RevenueDepartment(Om),511.24013691437676
RevenueDepartment(Om),SoiPhetKasem97,451.9130870570692
SoiPhetKasem97,MubanSamPhranTessabanSoi3,451.78706053780274
MubanSamPhranTessabanSoi3,SoiAkkharaPhat,414.48492095519157
SoiAkkharaPhat,ThessabanSoi9,438.3100356513339
ThessabanSoi9,MubanNisachonOrmYaiSoiThetsaban11,501.17939323288465
MubanNisachonOrmYaiSoiThetsaban11,SoiWatOrmYai,484.11986607962103
SoiWatOrmYai,YaekWatThiendad[A],522.474093738221
