from,to,distance
Latya14,LatyaJunction(Inbound),674.3816704946548
LatyaJunction(Inbound),Latya8,649.9995412605565
Latya8,KrungdebCo-OperativeLatya,534.3830400464664
KrungdebCo-OperativeLatya,OppositeRobinsonLatya,663.5567373681399
OppositeRobinsonLatya,WongwianYai,708.2284002156648
WongwianYai,SathonIntersection(SomdetPhraChaoTaksin7),745.8880809532382
SathonIntersection(SomdetPhraChaoTaksin7),SimClanShrine,691.2487342957597
SimClanShrine,PaiRongphayabanKrungThonBuri,713.5422072494733
PaiRongphayabanKrungThonBuri,SamLePostOffice,750.3576464678229
SamLePostOffice,TalatSamre(SoiWatSutharam),691.0384344682885
TalatSamre(SoiWatSutharam),OfficeTalon,732.0337968562161
OfficeTalon,OppositeSomdejprapinklaoHospital,656.985711916437
OppositeSomdejprapinklaoHospital,SoiRongKaeo,688.8743567985861
SoiRongKaeo,YaekSaeSim,531.6390368849658
YaekSaeSim,OppositeRongrianSaengThongThorathat,639.1934220457922
OppositeRongrianSaengThongThorathat,OppositeTalatDaoKhanong,706.5627247709622
OppositeTalatDaoKhanong,BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,694.0716564238753
BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,OngkanThorasapDaoKhanong,700.2502587434847
OngkanThorasapDaoKhanong,OppositeThanonWuThaKat,667.4851023815723
OppositeThanonWuThaKat,SoiEkkachai3,709.7959581656086
SoiEkkachai3,OppositeSoiEkkachai10/1,570.7478652388758
OppositeSoiEkkachai10/1,SoiEkkachai11,548.9047024783862
SoiEkkachai11,SoiEkkachai25/1,580.5501969378388
SoiEkkachai25/1,SoiEkkachai37,653.3882858605691
SoiEkkachai37,MatthayornWatsingSchool,680.2602836426995
MatthayornWatsingSchool,KhriSotChakThonBuri,784.1876947576943
KhriSotChakThonBuri,BigCAkekachai,704.9120239613221
BigCAkekachai,BigCThanonEkChaEkkachai,659.743226588088
BigCThanonEkChaEkkachai,OppositeRongphayabanBangBon,727.7162755909906
OppositeRongphayabanBangBon,SoiEkkachai83/6,763.000385980397
SoiEkkachai83/6,SoiEkkachai83/8,696.8602280816663
SoiEkkachai83/8,SoiEkkachai85,614.7142827987298
SoiEkkachai85,MubanSunthon7,601.8558878044064
MubanSunthon7,SoiEkkachai89/2,591.9376506354714
SoiEkkachai89/2,SoiEkkachai89/8,568.4926227003687
SoiEkkachai89/8,SamnaknganKhetBangBon,774.566390969204
SamnaknganKhetBangBon,YaekThanonEkkachai,563.6724344174263
YaekThanonEkkachai,SoiEkkachai95/1,684.419445534201
SoiEkkachai95/1,SoiEkkachai99/1,560.4020656441797
SoiEkkachai99/1,SoiEkkachai101,720.0844672145807
SoiEkkachai101,SoiEkkachai105,690.1943976233232
SoiEkkachai105,SoiEkkachai107,684.3995994362174
SoiEkkachai107,ThonBuriInstitutionForFemaleOffenders,627.3176818482561
ThonBuriInstitutionForFemaleOffenders,SoiEkkachai117,774.0084850479456
SoiEkkachai117,WatBangbon,685.9092406097666
WatBangbon,MubanChanika,600.0301882222606
MubanChanika,MubanLalinWin,786.2789069477468
MubanLalinWin,SoiEkkachai33Yaek1,583.4192477572379
SoiEkkachai33Yaek1,MubanPhetEkkachai(EkkachaiSoi135),602.3340036938737
MubanPhetEkkachai(EkkachaiSoi135),TriSomPhlattikInDatsaChian,688.1515087723509
TriSomPhlattikInDatsaChian,MubanPhatsakon2(Ekkachai139),602.417701286489
MubanPhatsakon2(Ekkachai139),RongrianSueksaNari2,620.6585722020427
RongrianSueksaNari2,OppositeSuanChongSathitPa,622.4612264153388
OppositeSuanChongSathitPa,OppositeWatPhoChae,655.4602986789547
OppositeWatPhoChae,KhokKrabue,745.5890046745147
KhokKrabue,RatPhatthanaIntersection,587.3250106012686
RatPhatthanaIntersection,WatRatRangsamSchool,791.347340372554
