from,to,distance
AsumptionCollegeThonburi,7-11Soi6,405.275029053293
7-11Soi6,AcrossFromBanjongsup,501.4873297199555
AcrossFromBanjongsup,SetthakitSoi56,402.4881461227626
SetthakitSoi56,Setthakit50,423.0305568983797
Setthakit50,Setthakit44,429.4979864392104
Setthakit44,Setthakit42,346.52552331019456
Setthakit42,Setthakit34,472.08994201433325
Setthakit34,AcrossFromPicnicGas,472.0812342117648
AcrossFromPicnicGas,MubanSetthakitSoi26,467.3087047968741
MubanSetthakitSoi26,Setthakit20,376.2736530757396
Setthakit20,Setthakit6,360.97454100825394
Setthakit6,ScbSoiMubanSetthakit,358.79843986092317
ScbSoiMubanSetthakit,DenlaKindergarten,350.3750243756596
DenlaKindergarten,LaksongPoliceStation,358.87054495684606
LaksongPoliceStation,SoiPetchkasem96,368.45766643053696
SoiPetchkasem96,Phetkasem3VillageSoi94,444.90049525900395
Phetkasem3VillageSoi94,OppositeWatMuang,496.593317339216
OppositeWatMuang,Suksan2Village,342.9760236530998
Suksan2Village,SoiPetchkasem92/1,362.3296727860648
SoiPetchkasem92/1,KasemradBangkaeHospital,448.57031103556545
KasemradBangkaeHospital,HealthCenter40,488.79294847335615
HealthCenter40,Phetkasem88,427.4340817423768
Phetkasem88,TheMallBangkae,478.0613751280649
TheMallBangkae,Sukpawan3Village,357.5811473581149
Sukpawan3Village,BangkhaenuaeSchool,430.3747624454028
BangkhaenuaeSchool,PasanusornBangkaeSchool,338.8901436859679
PasanusornBangkaeSchool,TescoLotusBangkae,434.0506565132518
TescoLotusBangkae,Petchkasem62/1,499.99919966005154
Petchkasem62/1,Petchkasem62,474.8525709454623
Petchkasem62,Phetkasem58/1,375.47562245037955
Phetkasem58/1,Phetkasem58,416.0441751267603
Phetkasem58,OppositeSeaconBangkae,452.2675215703697
OppositeSeaconBangkae,Phetkasem54,421.97348124535336
Phetkasem54,OppositeWatRangbua,476.5730065968807
OppositeWatRangbua,OppositeKan-AriSportClub,487.29761427340236
OppositeKan-AriSportClub,WatChanpradittharam,402.61297906854236
WatChanpradittharam,KhundanChaoporsuaShrine,360.1373816285602
KhundanChaoporsuaShrine,Phetkasem42,378.0285698823631
Phetkasem42,Phetkasem38,344.571559013851
Phetkasem38,SiamUniversity,494.8426140950772
SiamUniversity,Petchkasem36WatPradu,498.2239054593513
Petchkasem36WatPradu,SoiPetchkasem32SoiSermmit,339.29688084644016
SoiPetchkasem32SoiSermmit,SoiPetchkasem28,366.976812869734
SoiPetchkasem28,BangphaiHospital,465.2606658381517
BangphaiHospital,ViboonBusinessAdministrationCollege,382.94637405294156
ViboonBusinessAdministrationCollege,Petchkasem14ThaphraIntersection,452.1862682083799
Petchkasem14ThaphraIntersection,SesawechVidhayaSchool,349.74462682879056
SesawechVidhayaSchool,ThonburiCommercialCollege,490.1680276326859
ThonburiCommercialCollege,WatBangSaoThong,353.2562619983551
WatBangSaoThong,OppositeMetropolitanElectricityAuthorityThonBuriDistrict,446.3119631841598
OppositeMetropolitanElectricityAuthorityThonBuriDistrict,SoiBupphaSawan,340.20122943728603
SoiBupphaSawan,NakornLuangShoppositeing,414.5014671484709
NakornLuangShoppositeing,FaiChaiJunction,427.39188495833304
FaiChaiJunction,SoiSutSakhon,431.3678663214657
SoiSutSakhon,PhranNokPlaza,428.03773903975156
PhranNokPlaza,PhranNokVeterinaryClinic,380.46522013907116
PhranNokVeterinaryClinic,WatWisetKan,484.3772768277668
WatWisetKan,OppositeSirirajHospital,504.23002079057375
OppositeSirirajHospital,ArunAmmarin39,358.0119568894686
ArunAmmarin39,PhraPinklaoBridge(Inbound),449.39664180650317
PhraPinklaoBridge(Inbound),OppositeNationalTheater,365.06487024128944
OppositeNationalTheater,Sanamluang(OppositeThammasartU.),378.333508245712
Sanamluang(OppositeThammasartU.),Sanamluang(OppositeWatMahathat),490.08113026440867
Sanamluang(OppositeWatMahathat),MinistryOfDefense,448.2272846509875
MinistryOfDefense,WatPhoThaTian,362.5877463180251
WatPhoThaTian,NakarapiromPark,456.8222753108292
NakarapiromPark,RatchaWoraditPier,372.8864554385716
