from,to,distance
RangsitBusDepot,Rattanakosin200YearsVillage,314.7937292761286
Rattanakosin200YearsVillage,PathumvechHospital,245.39961835549553
PathumvechHospital,FutureParkRangsit,242.31967869214924
FutureParkRangsit,MajorRangsit,278.87217530540164
MajorRangsit,ThanyaburiSchool,312.9229098335971
ThanyaburiSchool,ChokchaiFarm,266.215753881942
ChokchaiFarm,OppositeWatPrayunChindaRamPhahonYothin84,222.84426036247524
OppositeWatPrayunChindaRamPhahonYothin84,HospitalDoctorsRangsit,276.97987933444057
HospitalDoctorsRangsit,ZeerRangsit,306.8518063257309
ZeerRangsit,LamLukkaInteresection,309.7018861879578
LamLukkaInteresection,Komo27SoiPhahonYothin62/2Yaek2-1,292.91847181752127
Komo27SoiPhahonYothin62/2Yaek2-1,BeecareHospital,260.2512919318016
BeecareHospital,Soi39.MubanKaDenHom,299.394708322027
Soi39.MubanKaDenHom,SoiAenNek,252.71771703892531
SoiAenNek,Km.26,304.23930607793443
Km.26,Komo25PhahonYothin54/4,276.608408995475
Komo25PhahonYothin54/4,PratuKrungthep,252.22293870556288
PratuKrungthep,YaekKhopo,217.47651937688997
YaekKhopo,RongrianNairuea,247.8736141165838
RongrianNairuea,HoprachumKaNotRat,306.53293133628824
HoprachumKaNotRat,RongrianRitThiYa,223.9465856550371
RongrianRitThiYa,SamosonThahanAkat,229.25225398502351
SamosonThahanAkat,BhumibolAdulyadejHospital,255.86923427689962
BhumibolAdulyadejHospital,YaekThaDindaengOppositeRongrianSenathikanThahanAkat,282.1436423715935
YaekThaDindaengOppositeRongrianSenathikanThahanAkat,YaekWatKo,311.2326511381366
YaekWatKo,SaphanMai,213.2027413986044
SaphanMai,SoiChokdi2,222.78612499927465
SoiChokdi2,BigCSaphanMai,288.28964376262536
BigCSaphanMai,SoiEssoCentralHospital,295.2078844991682
SoiEssoCentralHospital,OppositePhahonYotinSoi67/1,252.55671355248356
OppositePhahonYotinSoi67/1,ThanakhanThaiphanit,270.58070688057484
ThanakhanThaiphanit,MubanFonthong,248.78225980501026
MubanFonthong,TescoLotusLaksiBangCommunicationsRegimentArmy.,291.49104727331724
TescoLotusLaksiBangCommunicationsRegimentArmy.,ElectricityKhen11ThInfantryRegiment(Gate1),294.5683318490376
ElectricityKhen11ThInfantryRegiment(Gate1),OppositeBangkhenBusDepot,263.9098475345159
OppositeBangkhenBusDepot,OppositePhahonyothin51,300.7581124858423
OppositePhahonyothin51,11ThInfantryRegiment(Gate2),310.0544348392372
11ThInfantryRegiment(Gate2),11ThInfantryRegiment(Gate3),298.80571018241415
11ThInfantryRegiment(Gate3),WatBangbua,243.3139056628699
WatBangbua,SripatumUniversity,212.84116562355482
SripatumUniversity,SarawittayaSchool,213.0193943731834
SarawittayaSchool,RtaChemicalDept.,271.8304673406524
RtaChemicalDept.,MaruayHotel,284.8087923332683
MaruayHotel,BaacHeadquarter,214.5371859986133
BaacHeadquarter,OppositeKasetsartU(PhahonyothinSide),222.24146491639542
OppositeKasetsartU(PhahonyothinSide),KasetIntersection(Phahonyothin34/2),311.23844670689226
KasetIntersection(Phahonyothin34/2),MayoHospital,301.23261943898143
MayoHospital,OppositeThaivichitsilpArtSchool,250.38520900924655
OppositeThaivichitsilpArtSchool,MajorRatchayothin,230.968592173722
MajorRatchayothin,ElephantBuilding,260.45426567905645
ElephantBuilding,SatriWoranatBangkhenSchool,224.28057074039086
SatriWoranatBangkhenSchool,CrimeSuppressionDivision,280.8442933175156
CrimeSuppressionDivision,TescoLotusLatphrao,215.92275566460572
TescoLotusLatphrao,OppositeCentralLadprao,274.6027606111939
OppositeCentralLadprao,TmbHeadquarter,318.3760233217524
TmbHeadquarter,OppositeChatuchakPark,244.43239270279466
OppositeChatuchakPark,DepartmentOfLandTransport,298.1853092386331
DepartmentOfLandTransport,Phahonyothin18,289.60192072728546
Phahonyothin18,OppositeWatPhaiton,309.6602010289083
OppositeWatPhaiton,BusStopBTSSaphanKhwai(Exit2),244.01935731908117
BusStopBTSSaphanKhwai(Exit2),BangsuePoliceStation,243.01926662648947
BangsuePoliceStation,SaiLom(Phahonyothin8),281.4880371068995
SaiLom(Phahonyothin8),BusStopBTSAri(Exit4),255.10363279805148
BusStopBTSAri(Exit4),Ratchakhru(OppositePhahonyothin5),222.45626797989135
Ratchakhru(OppositePhahonyothin5),Kanchanakom(Phahonyothin2),233.35069243403933
Kanchanakom(Phahonyothin2),BusStopBTSSanampao(Exit4),275.37563075927704
BusStopBTSSanampao(Exit4),Channel5,303.8860695802804
Channel5,LueCha(OppositePhahonyothin1),292.3269457613416
LueCha(OppositePhahonyothin1),VictoryMonument(PhayaThaiSide),286.3458610594224
VictoryMonument(PhayaThaiSide),SantiratWitthayalaiSchool,232.20282538815997
SantiratWitthayalaiSchool,PhayathaiSchool,238.78671318061214
PhayathaiSchool,AmnuaysilpaSchool,276.81605344311913
AmnuaysilpaSchool,DepartmentOfHighway,303.0452021680683
DepartmentOfHighway,OppositeSuanChitlada,221.81755271613036
OppositeSuanChitlada,WatBenchamabophit,289.9749775910143
WatBenchamabophit,LanPhraloopsongmah,305.6435768377441
LanPhraloopsongmah,1StArmyArea,262.217307516157
