from,to,distance
Ramkamhaeng68,OppositeWatSiBunRueang,253.75679887029924
OppositeWatSiBunRueang,BorisatAemWe(Kao),262.6590308148551
BorisatAemWe(Kao),BangkokCondo(SeparatedPine).,261.0715936973671
BangkokCondo(SeparatedPine).,LamsaleeIntersection(RamkhamhaengSoi58/1),236.4473982892767
LamsaleeIntersection(RamkhamhaengSoi58/1),SunHonDaRamKhamNgae,240.57348920057782
SunHonDaRamKhamNgae,RamkhamhaengHospital,227.51447708990557
RamkhamhaengHospital,ThaiNamthipRamkhamhaeng,310.7148879917914
ThaiNamthipRamkhamhaeng,BorisatOsotSaphaSoiRamKhamNgae26/1,273.74712473323495
BorisatOsotSaphaSoiRamKhamNgae26/1,MakPoliceStationHuaMarkStadium.,311.1578365016742
MakPoliceStationHuaMarkStadium.,SunNangsueMoRamKhamNgae,219.94359361471285
SunNangsueMoRamKhamNgae,RamkhamhaengUniversity,293.67245935060237
RamkhamhaengUniversity,AkhanSetSatMoRamKhamNgae,315.48343031513184
AkhanSetSatMoRamKhamNgae,RamKhamNgaeSoi20,268.3846848868687
RamKhamNgaeSoi20,TheMallRamkhamhaeng2,274.86909128504385
TheMallRamkhamhaeng2,OppositeFoodlandPerfectPlace.,226.23720024328045
OppositeFoodlandPerfectPlace.,HospitalDr.Panya,251.83524003592328
HospitalDr.Panya,BangOppositeThePowerSubstationTheFoundationForIslamicCentreOfThailand.AirportLinkS,280.50336412989003
BangOppositeThePowerSubstationTheFoundationForIslamicCentreOfThailand.AirportLinkS,KhlongtanMarket(PridiBanomyongSoi50),255.58079322733994
KhlongtanMarket(PridiBanomyongSoi50),PridiPhanomYongSoi44,326.76875498155954
PridiPhanomYongSoi44,KasemPolytechnicSchool,310.55821460640044
KasemPolytechnicSchool,PridiPhanomYong38,245.98700216730649
PridiPhanomYong38,InThreeMosques,286.55443757264027
InThreeMosques,SukhumvitSoi28,277.6889458958344
SukhumvitSoi28,RongphayabanPhatthanaWet,272.36793821623615
RongphayabanPhatthanaWet,PridiPhanomYongSoi18SathanThutNaichiria,286.947101079889
PridiPhanomYongSoi18SathanThutNaichiria,SoiPridiBanomyong16,241.00813499077674
SoiPridiBanomyong16,PridiBanomyongSoi12,260.6490449090975
PridiBanomyongSoi12,TalatPhraKhanong(SoiSukU-Thit1),224.23747450328668
TalatPhraKhanong(SoiSukU-Thit1),BusStopBTSPhraKhanong(Exit2),257.6080222956526
BusStopBTSPhraKhanong(Exit2),PaiRongrianSiWiKon,277.1638444223879
PaiRongrianSiWiKon,GatewayEkamai,244.11509016695217
GatewayEkamai,BangkokPlanetarium,324.7097711985052
BangkokPlanetarium,SoiSukhumvit40,263.2418385587829
SoiSukhumvit40,BusStopBTSThonglo(Exit2/4),249.45171466224315
BusStopBTSThonglo(Exit2/4),SoiSukhumvit34(SoiSuphang),239.9056160501806
SoiSukhumvit34(SoiSuphang),SoiSukhumvit28(SoiBansan),321.1478592504562
SoiSukhumvit28(SoiBansan),BusStopBTSPhromphong(Exit4),225.96173509315025
BusStopBTSPhromphong(Exit4),BenjasiriPark,284.09431460866597
BenjasiriPark,SoiSukhumvitSoi20,245.4246506390552
SoiSukhumvitSoi20,SoiSukhumvit18,321.48584359323024
SoiSukhumvit18,SukhumvitSoi12(RoBinSanSukhumvit),290.2687442788671
SukhumvitSoi12(RoBinSanSukhumvit),SoiSukhumvit10(Ambasder)SuanChoowit,306.6205288010372
SoiSukhumvit10(Ambasder)SuanChoowit,SukhumvitSoi6BusStopBTSNana,298.7311824131863
SukhumvitSoi6BusStopBTSNana,PlernjitCenterSoiNana,238.7441155592492
PlernjitCenterSoiNana,BusStopBTSPhloenchit(Exit4),321.3158654808553
BusStopBTSPhloenchit(Exit4),SoiTonson,288.8244179588785
SoiTonson,RoyalThaiPolice,312.96734090932125
RoyalThaiPolice,SiamSquare,227.6801002191339
SiamSquare,OppositeMbkCenter,304.87930798700154
OppositeMbkCenter,TriamUdomSuksaSchool,257.5653433652633
TriamUdomSuksaSchool,Chulalongkorn(TheEquestrianStatue),299.3991154796587
Chulalongkorn(TheEquestrianStatue),Chulalongkorn(FacultyOfScience),230.3807051450335
Chulalongkorn(FacultyOfScience),MandarinHotel,296.6945028361182
MandarinHotel,SaphanLuengChurch,288.7261283000688
SaphanLuengChurch,CentralLabourCourtPathumwan,232.47496707580228
CentralLabourCourtPathumwan,BusStopMRTHuaLamphong(Exit4),258.8054704005828
