from,to,distance
Rama9BusDepot,BmtaHeadquarter,406.7206851031118
BmtaHeadquarter,OppositeTriamudomRatchadaSchool,392.3091722421143
OppositeTriamudomRatchadaSchool,TheEmeraldHotel,482.5571067528404
TheEmeraldHotel,HuayKhwangFireStationSatharanasuk52,405.95400583483496
HuayKhwangFireStationSatharanasuk52,TalatHuaiKhwangLangRongrienSamSenNok,496.27061586987514
TalatHuaiKhwangLangRongrienSamSenNok,PrachasongkhroSoi45,457.49481639902666
PrachasongkhroSoi45,PrachasongkhroSoi47,481.7389387184736
PrachasongkhroSoi47,OppositeInThaMaraSoi57,519.2144939137193
OppositeInThaMaraSoi57,InThaMaraSoi40,427.06835009595113
InThaMaraSoi40,SutthisanPoliceStationThanonPrachaSuk(Outbound),444.73493311584605
SutthisanPoliceStationThanonPrachaSuk(Outbound),InThaMaraSoi32,386.1033760241151
InThaMaraSoi32,SathaniDapphloengSutthiSan,352.2875459985278
SathaniDapphloengSutthiSan,WiphawadiIntersection(SutthisanRoadOppositeInthamaraSoi31),378.62551234218694
WiphawadiIntersection(SutthisanRoadOppositeInthamaraSoi31),MingKhwanMarket,360.725072821259
MingKhwanMarket,OppositeInthamaraSoi21,357.96204650725167
OppositeInthamaraSoi21,OppositeInThaMaraSoi7,469.30819332617085
OppositeInThaMaraSoi7,SudaHotel,372.85866663603286
SudaHotel,BangsuePoliceStation,510.3152250353834
BangsuePoliceStation,SaiLom(Phahonyothin8),465.8673169776705
SaiLom(Phahonyothin8),BusStopBTSAri(Exit4),402.9851748526587
BusStopBTSAri(Exit4),Ratchakhru(OppositePhahonyothin5),382.09005732893866
Ratchakhru(OppositePhahonyothin5),Kanchanakom(Phahonyothin2),370.7783438837174
Kanchanakom(Phahonyothin2),BusStopBTSSanampao(Exit4),490.4180863924171
BusStopBTSSanampao(Exit4),Channel5,505.59503923999097
Channel5,LueCha(OppositePhahonyothin1),386.9902713286449
LueCha(OppositePhahonyothin1),VictoryMonument(PhayaThaiSide),522.8629369944448
VictoryMonument(PhayaThaiSide),Century,508.65251948649893
Century,WannasornTower,531.7654428973065
WannasornTower,BusStopBTS-ArlPhayaThai,419.419492687559
BusStopBTS-ArlPhayaThai,DepartmentOfLivestockDevelopment,403.31949486757264
DepartmentOfLivestockDevelopment,BusStopBTSRatchathewi(Exit2),531.7642392777514
BusStopBTSRatchathewi(Exit2),SiamCenter,414.7830640675383
SiamCenter,WatPathumWanaram,393.7271165850742
WatPathumWanaram,CentralWorld,390.5361307758867
CentralWorld,IndraSquarePratunam,487.7377367492545
IndraSquarePratunam,OppositeSoiRangNam,431.4474535622794
OppositeSoiRangNam,OppositeWatTaphan,443.4036896641515
OppositeWatTaphan,OncbOffice,422.6852576171176
OncbOffice,PiboonPrachasanSchool,517.3563992905091
PiboonPrachasanSchool,RajanukulInstitute,470.78197062816446
RajanukulInstitute,PrachaSongkhroIntersection,442.4280803412007
PrachaSongkhroIntersection,PrachaSongkhro1,472.3679252568322
PrachaSongkhro1,DindaengHousingOffice,441.8582084424056
DindaengHousingOffice,DindaengMarket,501.79080808638145
DindaengMarket,WichutitSchool,440.0201361508165
WichutitSchool,HealthCenter4,371.6959489846337
HealthCenter4,PrompanSchool,379.81852804040346
PrompanSchool,PrachaSongkhro21,519.8134271987352
PrachaSongkhro21,PrachaSongkhro23,392.1790246935175
PrachaSongkhro23,WatPhromWongSaram,517.185857027544
WatPhromWongSaram,TvcCondominium,424.1278810163078
TvcCondominium,EnemyAmnuayvidSxhool,516.2826352258795
EnemyAmnuayvidSxhool,HoNalikaHuaiKhwangDaycareCenter,450.1461026383312
HoNalikaHuaiKhwangDaycareCenter,OppositeTalatsotHuaiKhwang,422.73167258481317
OppositeTalatsotHuaiKhwang,HotelLeConcorde,449.2046276910509
HotelLeConcorde,TriamudomRatchadaSchool,459.85632254255563
TriamudomRatchadaSchool,ThailandCulturalCenter(ThiamRuamMitRoad),333.7347734611989
ThailandCulturalCenter(ThiamRuamMitRoad),SiamNiramit,378.8216700320596
SiamNiramit,IzuzuShowRoom,488.7203786934577
