from,to,distance
WatSrinualthammawimol,SchoolOfManagement,325.86881440969654
SchoolOfManagement,PorntipaVillage,375.7761962807752
PorntipaVillage,Sompong,335.6896903157303
Sompong,Watnongkheam,382.5404161854581
Watnongkheam,Pornpen,335.8119384337886
Pornpen,MaCharoen,414.3179767213566
MaCharoen,OpsPruksatownVillage,405.24907857212156
OpsPruksatownVillage,MaCharoen38,327.7602231754035
MaCharoen38,MubanPhutTan,342.23947821047847
MubanPhutTan,ToyomiCo.Ltd.,387.42105998000744
ToyomiCo.Ltd.,PhongSirichai4,339.7852731631105
PhongSirichai4,ThaiRungUnionCar,334.7249823078655
ThaiRungUnionCar,ChuanThawin(Inbound),364.1679651696484
ChuanThawin(Inbound),OwSimHeng,424.52792166936524
OwSimHeng,NongKhaemMarket,421.98842924676575
NongKhaemMarket,SoiPetkasem114,414.71638997144237
SoiPetkasem114,OppositeTheNongkhaemMarket,310.55697165387414
OppositeTheNongkhaemMarket,SoiPetkasem112,358.8033473416242
SoiPetkasem112,SoiPetkasem110,389.45020531422404
SoiPetkasem110,SoiPetkasem108,366.95808202495766
SoiPetkasem108,SriphetVillagePhetkasemSoi106,347.66496508611567
SriphetVillagePhetkasemSoi106,SoutheastAsiaUniversity,338.8759009351595
SoutheastAsiaUniversity,WichaivetInterHospital,397.191421355836
WichaivetInterHospital,ThonburiMarket(SanamLuang2),358.14994418669824
ThonburiMarket(SanamLuang2),BigCPhetkasem,316.00197247008765
BigCPhetkasem,RungrakFarm,373.3388886986121
RungrakFarm,Theportrait,284.2482926218423
Theportrait,OppositeNanyangTextileIndustrythaveewongRoad,394.5427799923858
OppositeNanyangTextileIndustrythaveewongRoad,OppositeSoiPetchkasem69,416.2956806305989
OppositeSoiPetchkasem69,SetthakitVillage,346.08223696220847
SetthakitVillage,DenlaKindergarten,374.6535193902027
DenlaKindergarten,LaksongPoliceStation,413.1832044448946
LaksongPoliceStation,SoiPetchkasem96,286.4096550805868
SoiPetchkasem96,Phetkasem3VillageSoi94,315.18885552386445
Phetkasem3VillageSoi94,OppositeWatMuang,394.3922651924059
OppositeWatMuang,Suksan2Village,289.86495878756386
Suksan2Village,SoiPetchkasem92/1,423.9178913684927
SoiPetchkasem92/1,KasemradBangkaeHospital,297.9872005644957
KasemradBangkaeHospital,HealthCenter40,421.88817879408356
HealthCenter40,Phetkasem88,369.0304769496646
Phetkasem88,TheMallBangkae,364.36071419629343
TheMallBangkae,Sukpawan3Village,398.56717503050214
Sukpawan3Village,BangkhaenuaeSchool,313.33554129033433
BangkhaenuaeSchool,PasanusornBangkaeSchool,379.3716094586315
PasanusornBangkaeSchool,TescoLotusBangkae,365.6532922457841
TescoLotusBangkae,Petchkasem62/1,389.70235697838933
Petchkasem62/1,Petchkasem62,415.7915766583252
Petchkasem62,Phetkasem58/1,315.09337224198305
Phetkasem58/1,Phetkasem58,407.88312190936966
Phetkasem58,OppositeSeaconBangkae,336.69868904917655
OppositeSeaconBangkae,Phetkasem54,362.28258946609486
Phetkasem54,OppositeWatRangbua,386.5060838768759
OppositeWatRangbua,OppositeKan-AriSportClub,323.87618024166056
OppositeKan-AriSportClub,WatChanpradittharam,307.2758235081087
WatChanpradittharam,KhundanChaoporsuaShrine,304.9520723284161
KhundanChaoporsuaShrine,Phetkasem42,387.6887321623807
Phetkasem42,Phetkasem38,399.58347649482624
Phetkasem38,SiamUniversity,384.6918033938765
SiamUniversity,Petchkasem36WatPradu,406.6210415256537
Petchkasem36WatPradu,SoiPetchkasem32SoiSermmit,288.8278533024018
SoiPetchkasem32SoiSermmit,SoiPetchkasem28,377.3822355211725
SoiPetchkasem28,BangphaiHospital,355.9072754218014
BangphaiHospital,ViboonBusinessAdministrationCollege,369.41415241510845
ViboonBusinessAdministrationCollege,Petchkasem14ThaphraIntersection,286.5529108092913
Petchkasem14ThaphraIntersection,FirstThapra(CharanRoad),305.7003983187487
FirstThapra(CharanRoad),WatThaPhra,286.7356788007718
WatThaPhra,SesawechVidhayaSchool,356.206660774403
SesawechVidhayaSchool,ThonburiCommercialCollege,340.64156902604986
ThonburiCommercialCollege,WatBangSaoThong,319.13702982384393
WatBangSaoThong,OppositeMetropolitanElectricityAuthorityThonBuriDistrict,343.07676386533706
OppositeMetropolitanElectricityAuthorityThonBuriDistrict,SoiBupphaSawan,322.64678327359184
SoiBupphaSawan,NakornLuangShoppositeing,309.5179512766045
NakornLuangShoppositeing,WatRuakSuttharam,394.99718257747827
WatRuakSuttharam,BangKhunSi,342.417835091586
BangKhunSi,BangKhunNon,375.34901897768884
BangKhunNon,CharansanitwongTechnologicalCollege,285.7834779915166
CharansanitwongTechnologicalCollege,CharanSanitWongSoi43,363.5917475479332
CharanSanitWongSoi43,WatNaiRong,354.48880223536025
WatNaiRong,PataPinklao,344.23464905762546
PataPinklao,PhraPinklaoBridge(Inbound),321.2554582628059
PhraPinklaoBridge(Inbound),NationalGallery,375.6883772735571
NationalGallery,OppositeNationalTheater,371.50995091688645
OppositeNationalTheater,Sanamluang(OppositeThammasartU.),428.587000506349
Sanamluang(OppositeThammasartU.),Sanamluang(OppositeWatMahathat),311.03619080007564
