from,to,distance
PinklaoBusTerminal,WatDusitaram,239.3402855623149
WatDusitaram,ArunAmarinIntersection,236.44624748130505
ArunAmarinIntersection,ArunAmmrin28,223.18814134860506
ArunAmmrin28,FlotillaNavalTransportationDepartment,287.3012572423449
FlotillaNavalTransportationDepartment,SirirajHospital,282.29440914081255
SirirajHospital,SoiBanChangLo,213.6480450346607
SoiBanChangLo,SoiWattana,238.88939783650494
SoiWattana,PhranNokIntersection,271.16519653560107
PhranNokIntersection,SoiWatYang,232.5388091774591
SoiWatYang,ThePawnShop6(FaiChaiJunction),246.58259730131448
ThePawnShop6(FaiChaiJunction),PoliceStationNoi,223.08525099476788
PoliceStationNoi,AcrossFromNakhonLuangShoppositeing,280.483404756947
AcrossFromNakhonLuangShoppositeing,WatAmpawa,308.58020984265977
WatAmpawa,MetropolitanElectricityAuthorityThonBuriDistrict,287.8807871685752
MetropolitanElectricityAuthorityThonBuriDistrict,WatPoreang,255.10952735350995
WatPoreang,NangLoiMarket,306.0830828169253
NangLoiMarket,SiamTechnologyCollege(SiamTech),237.95017668079174
SiamTechnologyCollege(SiamTech),WatThaPhra,305.19282691384154
WatThaPhra,CharanSanitWongSoi4,284.4518610547555
CharanSanitWongSoi4,OppositeThePoliceStationYai,243.75371928447694
OppositeThePoliceStationYai,WatPraduNaiSongtham,231.782610251122
WatPraduNaiSongtham,OppositeViboonCollege,206.24962300784674
OppositeViboonCollege,WatNuannoradit,299.4545554603969
WatNuannoradit,Phyathai3Hospital,224.3347082532319
Phyathai3Hospital,SermitPhetkasemSoi25/1,279.3368548136493
SermitPhetkasemSoi25/1,BusStopBTSBangwa(Exit4),289.4819925352554
BusStopBTSBangwa(Exit4),OppositeSiamUniversity,210.66530929494783
OppositeSiamUniversity,Phetkasem27/1,256.29483175003656
Phetkasem27/1,OppositePhetkasem42,268.0945428829063
OppositePhetkasem42,OppositeKhundanChaoporsuaShrine,297.26958096730124
OppositeKhundanChaoporsuaShrine,OppositeWatChanpradittharam,205.91101862672096
OppositeWatChanpradittharam,Kan-AriSportClub,266.71177215100386
Kan-AriSportClub,WatRangbua,265.17568533181924
WatRangbua,RedCrossStation11(Wisetniyom),292.515795031557
RedCrossStation11(Wisetniyom),SeaconBangkae,245.45811828724786
SeaconBangkae,Phetkasem39,279.02076643267407
Phetkasem39,BangkaeHomeFoundation,206.94655671619944
BangkaeHomeFoundation,BangkaeMarket,303.74097257371943
BangkaeMarket,OppositeTescoLotusBangkae,221.6757850485861
OppositeTescoLotusBangkae,NanyangIndustrial,249.93967932712553
NanyangIndustrial,CastlePeakCompany,290.4648516963178
CastlePeakCompany,Phetkasem45/1,277.5760159696226
Phetkasem45/1,OppositeTheMallBangkae,257.098970998077
OppositeTheMallBangkae,Phetkasem51,294.6565095687213
Phetkasem51,OppositeKasemradBangkaeHospital,211.64626031218737
OppositeKasemradBangkaeHospital,Phetkasem-Sai2Junction(Outbd),285.1645708657688
Phetkasem-Sai2Junction(Outbd),AmnuaysilpaDhonburiSchool,246.34374339686516
AmnuaysilpaDhonburiSchool,WatMuang,286.8874054202229
WatMuang,LaksongNiwetVillage,271.80717428451777
LaksongNiwetVillage,SamnakPoosawan,232.5396760983945
SamnakPoosawan,BigcPhetkasem(Laksong),267.91298687322563
BigcPhetkasem(Laksong),SoiPhetkasem67,271.41734510864933
SoiPhetkasem67,OppositeSetthakitVillage,263.003437372117
OppositeSetthakitVillage,Phetkasem69,242.15587244768645
Phetkasem69,NanYangTextileIndustry,213.7116700258529
NanYangTextileIndustry,SoiPhetkasem73/2,273.50904721198395
SoiPhetkasem73/2,TalatPhetKasem,266.8302091522055
TalatPhetKasem,SoiPhetKasem77,266.59686315571287
SoiPhetKasem77,SoiPhetKasem77/7,219.0765034543286
SoiPhetKasem77/7,WatUdomRangSri,245.42706443999066
WatUdomRangSri,SoiPhetKasem81,299.81394504727984
SoiPhetKasem81,NongKhaemMarket,238.1041168429162
NongKhaemMarket,MubanHansa,206.94404100093362
MubanHansa,SoiPhetKasem83,221.94417373732375
SoiPhetKasem83,OppositeWatSiSamranRatbamrung,271.05970627385636
OppositeWatSiSamranRatbamrung,OppositePhetkasemSoi120,225.20739707949883
OppositePhetkasemSoi120,ThanakhanThaiphanitSakhaOmNoi,303.01296203224507
ThanakhanThaiphanitSakhaOmNoi,SathaniTamruatDapphloengOmNoi,274.53961588613265
SathaniTamruatDapphloengOmNoi,SoiLand,213.0675447743272
SoiLand,OppositePhetkasem126,222.733890822584
OppositePhetkasem126,OmNoi,231.8217058534331
OmNoi,RongphayabanSatChaemPian,216.3637716274553
RongphayabanSatChaemPian,OppositePhutthamonthonSai5Soi4,217.33587959099316
OppositePhutthamonthonSai5Soi4,YaekSoCharoenPhan,310.5034041007438
YaekSoCharoenPhan,AutoPack(FactoryLand),266.7145908377946
AutoPack(FactoryLand),BaanKlongBangSue,240.92636429556714
BaanKlongBangSue,PhutthamonthonSai5,238.6942053673551
PhutthamonthonSai5,ThaRotPrachamThangSai81,303.5972444803321
