from,to,distance
Mochit2BusDepot,QueenSirikitPark,624.4491856885219
QueenSirikitPark,JjMall,664.488436958155
JjMall,ChatuchakMarket(Gate1),630.5808247616567
ChatuchakMarket(Gate1),BusStopMRTChatuchakParkStation,639.5586011274692
BusStopMRTChatuchakParkStation,OppositeTmbHeadquarterBank,591.5646635063786
OppositeTmbHeadquarterBank,ChatuchakPark(ViphavadiSide),769.5714363088244
ChatuchakPark(ViphavadiSide),PttHeadquarter,753.7728267784756
PttHeadquarter,TourProperties,578.2573615816079
TourProperties,BorisatTriPhetThatCharinWitthayaBangKhen,534.6568256896653
BorisatTriPhetThatCharinWitthayaBangKhen,OppositeSamnakNgonKhetChatuchak,542.1385375178086
OppositeSamnakNgonKhetChatuchak,HeadquartersPolice191,705.9960421366437
HeadquartersPolice191,WatSamianNari,679.1161871325578
WatSamianNari,BangKhenRailwayStationRongphayabanWiphawadi,587.2003744684762
BangKhenRailwayStationRongphayabanWiphawadi,OppositeChinKhet2,590.1222925408022
OppositeChinKhet2,F1Chinnakhet(Nukhonthon),771.8536943814887
F1Chinnakhet(Nukhonthon),PhongphetIntersection(PhongPhetDamnoen),731.273329238113
PhongphetIntersection(PhongPhetDamnoen),TheMallNgamwongwan,615.7918027433003
TheMallNgamwongwan,OppositePantipNgamwongwan,734.5729916683968
OppositePantipNgamwongwan,OppositeWatBuaKwan,756.7076945432561
OppositeWatBuaKwan,NgamwongwarnSoi4,716.9253134468647
NgamwongwarnSoi4,SoiIgneous,725.3748347429222
SoiIgneous,NewWorldMall,572.348419294232
NewWorldMall,OppositeRongrianSayamBorihanThurakitNonthaburi,541.0525151598326
OppositeRongrianSayamBorihanThurakitNonthaburi,SathaniTamruatLatTanot,593.9915470393821
SathaniTamruatLatTanot,MubanIndothai,653.6800789822711
MubanIndothai,BikSiRattanaThiBet,747.8552844408267
BikSiRattanaThiBet,SoiWatSamonkot,523.595123833584
SoiWatSamonkot,OppositeCentralRattanathibet,759.8379279337145
OppositeCentralRattanathibet,LumpiniCondo,541.1083111735059
LumpiniCondo,YakPlanungklao,671.2350818057549
YakPlanungklao,MubanChomploern,531.5799037103707
MubanChomploern,RattanaClinic,637.1256046018875
RattanaClinic,SoiSaimah,708.5560730609448
SoiSaimah,BeepInnHotel,765.7502373968787
BeepInnHotel,MubanRatchapruek,555.5541311474957
MubanRatchapruek,SriyaekBangphoo,529.5593823837542
SriyaekBangphoo,WatBangPraek,538.2705114984767
WatBangPraek,WatMadue,614.4684034484827
WatMadue,AnVillageThana,748.4835489636737
AnVillageThana,TalatKlangBangYai,727.9559674336299
TalatKlangBangYai,BigKingOppositeTheVillageEvent.,593.3411096481917
BigKingOppositeTheVillageEvent.,SuanAhanBanrimkhlong,640.969897205305
SuanAhanBanrimkhlong,MubanBuaThongPhonOppositehaPhoeTi,769.6019852324904
MubanBuaThongPhonOppositehaPhoeTi,WarehouseBangkokCity,552.5249938049129
WarehouseBangkokCity,ThanapolMukata,574.1346555852114
ThanapolMukata,YaekBanKluai-SaiNoi,886.7058959667435
YaekBanKluai-SaiNoi,YaekSaiNoi,751.4724073788935
YaekSaiNoi,MubanLaenWioWinLa,649.1528200247024
MubanLaenWioWinLa,Bangbuathong(BuathongKheha)BusDepot,558.922846330384
