from,to,distance
TalatThaIt,OppositeMubanPhetrada,353.7350269822644
OppositeMubanPhetrada,MubanLaphaWanKrongkarn5,486.78287704364277
MubanLaphaWanKrongkarn5,MubanManiYa,507.21592316168005
MubanManiYa,MubanNanthaNaOppositeTha-ItSaima,398.5885183826414
MubanNanthaNaOppositeTha-ItSaima,OppositeNaKhetKanDoenrotThi7,507.7831233677753
OppositeNaKhetKanDoenrotThi7,PakSoiThaIt,398.1400734155433
PakSoiThaIt,AbanManeeya,472.878727335857
AbanManeeya,BusStopBTSSaiMa,425.76070784116166
BusStopBTSSaiMa,FlyoverSuetrong,452.5056459811058
FlyoverSuetrong,SoiRattanaThiBet36,379.5998568406714
SoiRattanaThiBet36,ShowRoomNissan,360.15046044809594
ShowRoomNissan,BangkokBank(Rattanathibet),399.94731136262277
BangkokBank(Rattanathibet),CentralRattanathibet,483.3407882372519
CentralRattanathibet,OppositeSoiWatSamonKot,424.43852028496394
OppositeSoiWatSamonKot,OppositeBigCRatthanathibet,404.6543111418622
OppositeBigCRatthanathibet,MubanIndothai(Rathanathibet18),407.2097732100501
MubanIndothai(Rathanathibet18),SalaKlangChangwatNonthaburi,401.94527892213017
SalaKlangChangwatNonthaburi,RongrianSayamBorihanThurakitNonthaburi,472.66508895127674
RongrianSayamBorihanThurakitNonthaburi,SoiPinPraphaKhom1,459.2724875403322
SoiPinPraphaKhom1,BamratNaradunHospital,373.86883650896334
BamratNaradunHospital,SoiTiWanon8,514.0941746819163
SoiTiWanon8,Satharanasuk,453.83633464186534
Satharanasuk,OppositeHangBigCNonthaburi,411.13582277461774
OppositeHangBigCNonthaburi,ThanakhanSiAiEmBiThai,425.4949320197635
ThanakhanSiAiEmBiThai,SoiKrungthep-Non14,404.85998263094706
SoiKrungthep-Non14,SoiSiriChai1/1,507.8265112627299
SoiSiriChai1/1,RongrianKhemaWitthaya,428.2725089719844
RongrianKhemaWitthaya,WatThangLuang,462.7467060554979
WatThangLuang,OppositeSoiKrungthep-Non43,364.961032670257
OppositeSoiKrungthep-Non43,SoiKrungthep-Nonthaburi56,517.9277895508427
SoiKrungthep-Nonthaburi56,BigCWongsawang,487.6069479429438
BigCWongsawang,BangkokBankWatLiap,502.32307268243824
BangkokBankWatLiap,OppositeSoiWatluang,430.0987879174218
OppositeSoiWatluang,ThongkhamWatNoiOppositeWongSawangSoi15,462.4589379877029
ThongkhamWatNoiOppositeWongSawangSoi15,WongSawangSoi4,521.9023971840256
WongSawangSoi4,WatSaoHin,377.1661986732148
WatSaoHin,CharanSanitWong96/2,355.39808666040966
CharanSanitWong96/2,RongrianPhraRamHokTheknoloyi,473.6535393561505
RongrianPhraRamHokTheknoloyi,YanheeInternationalHospital,459.24738182089783
YanheeInternationalHospital,SamcharopnPanich,358.7700372498904
SamcharopnPanich,CharatNiThawong82,495.6342308716171
CharatNiThawong82,CharatNiThawong74/1,507.1191037355772
CharatNiThawong74/1,TescoLotusCharansanitwong,392.79481539448244
TescoLotusCharansanitwong,WatTapakorn,461.5070990685897
WatTapakorn,BangpladJunction,494.7864782942619
BangpladJunction,OppositeKhamasirinSchool,484.27113471442834
OppositeKhamasirinSchool,SanghiIntersection,367.99896591136286
SanghiIntersection,OppositeSuanSunandha/SuanDusit,504.6858759408007
OppositeSuanSunandha/SuanDusit,OppositeVimanmekPalace,386.85932678397586
OppositeVimanmekPalace,OppositeDusitZoo,442.58412278706976
OppositeDusitZoo,ChitraladaPalace(Ratchawithi32),484.753841898588
ChitraladaPalace(Ratchawithi32),ChitraladaPalace(Ratchawithi24),443.47235916297444
ChitraladaPalace(Ratchawithi24),RajvithiHome,426.2812657989525
RajvithiHome,PhramongkutklaoCollegeOfMedicine,395.9348093449525
PhramongkutklaoCollegeOfMedicine,PhayathaiPalace,385.2046905605527
PhayathaiPalace,PhramongkutklaoHospital,473.7673041516441
PhramongkutklaoHospital,VictoryMonument(RatchawithiSide),350.53883703203695
