from,to,distance
BusStopMRTBangsue,PaiOppositeTuekScg,346.7961657780605
PaiOppositeTuekScg,TheaterTaoppositeoonMansion,422.9085079890214
TheaterTaoppositeoonMansion,SamosornThahanAkatBangSue,392.4587068855768
SamosornThahanAkatBangSue,SaphanDang,351.2533661354809
SaphanDang,TheTechnical,484.39645281865535
TheTechnical,ArtilleryRegiment1,386.39762110115385
ArtilleryRegiment1,PradiphatSoi1,517.8897836187097
PradiphatSoi1,PradiphatIntersection(PostOffice),420.137644160164
PradiphatIntersection(PostOffice),TrongChamSamnaknganLekhathikan,437.1203607167729
TrongChamSamnaknganLekhathikan,KarnmaneePalaceHotel,356.09958466347825
KarnmaneePalaceHotel,PraDiPhatSoi21,475.3407669775045
PraDiPhatSoi21,BusStopBTSSaphanKhwai(Exit1),411.8477980353313
BusStopBTSSaphanKhwai(Exit1),WatPhaiton,428.6651265523425
WatPhaiton,BusStopBTSMoChit(Exit3),499.17563596333633
BusStopBTSMoChit(Exit3),BusStopMRTChatuchakParkStation,385.8475932674699
BusStopMRTChatuchakParkStation,OppositeTmbHeadquarterBank,360.652323734874
OppositeTmbHeadquarterBank,ChatuchakPark(ViphavadiSide),523.0430886216171
ChatuchakPark(ViphavadiSide),PttHeadquarter,423.52005490428246
PttHeadquarter,TourProperties,448.3893783765601
TourProperties,BorisatTriPhetThatCharinWitthayaBangKhen,501.23758369577786
BorisatTriPhetThatCharinWitthayaBangKhen,OppositeSamnakNgonKhetChatuchak,451.0171679231415
OppositeSamnakNgonKhetChatuchak,HeadquartersPolice191,484.04204118745116
HeadquartersPolice191,WatSamianNari,495.75005863583505
WatSamianNari,BangKhenRailwayStationRongphayabanWiphawadi,377.42273238195287
BangKhenRailwayStationRongphayabanWiphawadi,TheSeparationOfAgriculture,433.34054244248665
TheSeparationOfAgriculture,WatThawaSunthon,402.4405433837943
WatThawaSunthon,OppositeDailynewsNewspaper,490.46317476289755
OppositeDailynewsNewspaper,PoliceStationTalatOppositePoliceClub,368.3067084085294
PoliceStationTalatOppositePoliceClub,OppositePathaiudomSchoolMiracleGrand,407.1554995574059
OppositePathaiudomSchoolMiracleGrand,ChulabhornResearchInstitute,510.08241674755016
ChulabhornResearchInstitute,LaksiTrainStation,503.05450221923684
LaksiTrainStation,TotOffice,394.1393337869057
TotOffice,Dsi,419.59224292489233
Dsi,DepartmentOfConsularAffairs,350.29960552023965
DepartmentOfConsularAffairs,GovernmentComplex(ABuilding),347.59822425875416
GovernmentComplex(ABuilding),OppositeBigCChaengwattana,517.5920944468401
OppositeBigCChaengwattana,OppositeTescoLotusChaengwatthana,451.118807257814
OppositeTescoLotusChaengwatthana,Chaengwattana-PrachachuenIntersection,478.3193114185739
Chaengwattana-PrachachuenIntersection,MakroChaengwattana,434.28920666507884
MakroChaengwattana,ChaengwattanaArmyWelfareHousing,399.8510591435606
ChaengwattanaArmyWelfareHousing,KlongKrue,443.10450714874946
KlongKrue,MubanPongtham,353.7614240230906
MubanPongtham,VillageKrisdaCityOrVillageRoad,415.34213852529734
VillageKrisdaCityOrVillageRoad,CentralChaengwattana,491.3811256814489
CentralChaengwattana,SoiChaengwattana-Pakkred26,381.4372002570377
SoiChaengwattana-Pakkred26,SoiMubansrichaithong,353.1753962910758
SoiMubansrichaithong,CompanyJasmineInternationalTower.,416.9862130346721
CompanyJasmineInternationalTower.,OppositeHangKhaFuChaengWatthana,503.6972430073675
OppositeHangKhaFuChaengWatthana,SoiChaengWatthana-PakKret24,416.0352631321014
SoiChaengWatthana-PakKret24,MechoeHoLiWutPakKret,382.65931330408637
MechoeHoLiWutPakKret,GovernmentSavingsBankPakSchool,467.0036389689632
