from,to,distance
BodinBusDepot,OppositeSivaNakhonVillage,490.65770518381345
OppositeSivaNakhonVillage,BankOfThailand,443.99850125983556
BankOfThailand,PraksaBusDepot,510.0442432083926
PraksaBusDepot,MetallicSteelCenterCorporation,467.44002145623205
MetallicSteelCenterCorporation,Somjit,418.3889938683144
Somjit,RobinsonSamutprakarn,362.6570883265213
RobinsonSamutprakarn,USaiLuat,427.54796224407283
USaiLuat,PahuangSchool,350.2119690509189
PahuangSchool,SamutPrakanHospital,387.5935593521627
SamutPrakanHospital,WongwianThaiban,349.6391314590796
WongwianThaiban,PakNamMarket,482.21014015967796
PakNamMarket,SathaniDapphloengThetsabanSamutPrakan,461.1721782272102
SathaniDapphloengThetsabanSamutPrakan,RongrianSatriSamutPrakan,484.3869574754186
RongrianSatriSamutPrakan,YaekKanFaifaSomKuThonPrakanSukhumvitSoi39,472.88244077128303
YaekKanFaifaSomKuThonPrakanSukhumvitSoi39,OppositePaoloHospital(SrinagarindraRoad),421.8407074420025
OppositePaoloHospital(SrinagarindraRoad),MubanBangMueangLaenHao,474.69103686643354
MubanBangMueangLaenHao,OceanVillageChan,492.6157580080153
OceanVillageChan,CondoRimThong,412.2626462559031
CondoRimThong,SoiMubanSuphaWan,414.68991671358754
SoiMubanSuphaWan,OppositeMubanNakhonThong,436.2476719988142
OppositeMubanNakhonThong,ThetKoLotatPhlatThanonSinakharin,477.7494904501983
ThetKoLotatPhlatThanonSinakharin,OppositeSoiChawan1,350.7049211000792
OppositeSoiChawan1,SriNakarindraIntersection(Inbound),426.127528609524
SriNakarindraIntersection(Inbound),RongrianSoemsuaiNatTha,434.1919842909997
RongrianSoemsuaiNatTha,DanSamrong2,389.7800401336806
DanSamrong2,OppositeAekPhailin,378.00235697131376
OppositeAekPhailin,RongrianKrathumRatUthit,491.6564699472375
RongrianKrathumRatUthit,OppositeSoiSiDan14,497.6193871761949
OppositeSoiSiDan14,KohYaoFoodPark,394.8567585126389
KohYaoFoodPark,BorisatThaiPrakanchiwitSakhaSamutPrakan,437.5922607554352
BorisatThaiPrakanchiwitSakhaSamutPrakan,OppositeLasaLadaiKop,473.8665159628
OppositeLasaLadaiKop,Srinakarin64,431.74093929369
Srinakarin64,SriUdom(Srinakarin54),453.343680229239
SriUdom(Srinakarin54),SriUdom(Srinakarin50),381.76019615482926
SriUdom(Srinakarin50),Srinakarin46/1,362.3422836597614
Srinakarin46/1,OppositePremier,396.39318958340107
OppositePremier,OppositeParadisePark,395.3383663523126
OppositeParadisePark,Srinakarin42,374.03002383202914
Srinakarin42,OppositeSeaconSquare,508.67043363344266
OppositeSeaconSquare,Soi38:MittraphapVillage,361.2849720646383
Soi38:MittraphapVillage,SrinagarindraSoi32MarjidDarulaMeen,500.9146658810844
SrinagarindraSoi32MarjidDarulaMeen,SuanluangIntersection(EiemSombatMarket),399.6545481440438
SuanluangIntersection(EiemSombatMarket),HealthAlley,475.56230351045156
HealthAlley,OppositeThanyaPark(TheVillageCenter),354.269972899197
OppositeThanyaPark(TheVillageCenter),MubanNaraSiri,364.94227998212534
MubanNaraSiri,AkhanChitWonNan,506.8963969394452
AkhanChitWonNan,HuamakTrainStation,444.4274504826416
HuamakTrainStation,BorisatLiWoe,362.7368389588079
BorisatLiWoe,AnubanChutimaSchool,489.1203684792294
AnubanChutimaSchool,KrungthepKrithaIntersection,390.76323010706636
KrungthepKrithaIntersection,GreenSpot,511.553114312237
GreenSpot,OppositeSoiRongngan,433.9456232163397
OppositeSoiRongngan,TheMallBangkapi,518.3889282222942
TheMallBangkapi,MakroLadprao,516.8900123731178
MakroLadprao,TawanNa2,407.78887554297893
TawanNa2,OppositeRongphayabanWetThani,489.7406354699998
OppositeRongphayabanWetThani,OppositeLatPhrao107,364.4256778721437
OppositeLatPhrao107,LatPhrao130/1,479.825973782485
LatPhrao130/1,RongrianSonKhomphiotoeSaek-LatPhrao,426.5291414726257
RongrianSonKhomphiotoeSaek-LatPhrao,LatPhraoSoi126,419.5413897558233
LatPhraoSoi126,SoiLatPhrao122,435.5750759604433
SoiLatPhrao122,OppositeLatPhraoHospital,494.698244439357
OppositeLatPhraoHospital,OppositeFutLaen,404.7169831945788
OppositeFutLaen,LatPhraoSoi114BangkokSuksaSchool,433.4658579316352
LatPhraoSoi114BangkokSuksaSchool,LatPhraoSoi112BangkokSuksaSchool,454.9018714090316
LatPhraoSoi112BangkokSuksaSchool,OppositeSamnaknganKhetWangThonglang,415.14618561605545
OppositeSamnaknganKhetWangThonglang,OppositeImperialLatPhrao,387.07257791442805
OppositeImperialLatPhrao,LatPhrao92,380.8513565472339
LatPhrao92,Ladplaow71,501.82339593892897
Ladplaow71,LatPhraoSoi80,422.4249298356872
LatPhraoSoi80,OppositeLatPhaoPostOffice,482.28185071531374
OppositeLatPhaoPostOffice,SoiLatPhraoSoi64,396.2970942433919
SoiLatPhraoSoi64,KromPhaenthiThahan,487.5814780299423
KromPhaenthiThahan,LatPhraoSoi58,505.65114765870567
LatPhraoSoi58,OppositeLatPhraoSaphan2Market,499.15054961584747
OppositeLatPhraoSaphan2Market,PhibunUpathamSchool,376.7460981186779
PhibunUpathamSchool,Phawana,424.82459971627475
Phawana,SoiLatPhrao42,491.02975922592327
SoiLatPhrao42,SoiLatPhrao40,441.99737220417876
SoiLatPhrao40,SoiLatPhrao38,403.27565271976187
SoiLatPhrao38,YaekRatDa,347.2888684743017
YaekRatDa,SoiLatPhrao28,448.88525381454997
SoiLatPhrao28,BusStopMRTLatPhraoStation,345.89060398163986
BusStopMRTLatPhraoStation,SoiLatPhrao26,383.2598597082632
SoiLatPhrao26,SoiLatPhrao22,448.3071744488179
SoiLatPhrao22,SoiLatPhrao20,457.3914415578943
SoiLatPhrao20,LatPhraoSoi14,511.49048016586187
LatPhraoSoi14,SoiLatPhrao12,419.8328159197032
SoiLatPhrao12,SiamComercialBankLatphrao,491.9685752195096
SiamComercialBankLatphrao,OppositeAkhanPhromPhan,390.11341208632336
OppositeAkhanPhromPhan,LatPhraoIntersection(LatPhraoSoi4),377.56483901828403
LatPhraoIntersection(LatPhraoSoi4),PakThangLatPhrao-WiphawadiRangSit,399.6982311628832
PakThangLatPhrao-WiphawadiRangSit,TmbHeadquarter,444.1697124881443
TmbHeadquarter,BusStopBTSMoChit(Exit4),432.12063022573557
BusStopBTSMoChit(Exit4),OppositeJjMall,402.23407780338135
OppositeJjMall,OppositeQueenSirikitPark,430.94497943704425
OppositeQueenSirikitPark,Mochit2BusDepot,393.17910800701316
