from,to,distance
OppositeTalatsotHuaiKhwang,HotelLeConcorde,875.020334604334
HotelLeConcorde,TriamudomRatchadaSchool,740.389124271939
TriamudomRatchadaSchool,OppositeBigcRatchadapisek,870.2036630517183
OppositeBigcRatchadapisek,OppositeEsplanadeRatchadapisek,956.4065428893331
OppositeEsplanadeRatchadapisek,OppositeEmbassyOfChina,971.4455221672423
OppositeEmbassyOfChina,OppositeSoiPopan,931.7421553410771
OppositeSoiPopan,OppositeKhwanPhatthanaMarket,1033.952901078702
OppositeKhwanPhatthanaMarket,FatimaCatholicChurch,747.8599752749539
FatimaCatholicChurch,DindaengHousing(Stop.1),963.9160102086568
DindaengHousing(Stop.1),DindaengHousing(Stop.2),968.7113518929091
DindaengHousing(Stop.2),OppositePiboonPrachasanSchool,802.9669189525737
OppositePiboonPrachasanSchool,SriwanitMarket,912.1873734752692
SriwanitMarket,WatTaphan,888.328143476305
WatTaphan,SoiRangNam,965.0178929476334
SoiRangNam,OppositeIndraSquarePratunam,1035.92012025064
OppositeIndraSquarePratunam,BigcRajdamri,918.741593121249
BigcRajdamri,RoyalThaiPolice,802.0104963630783
RoyalThaiPolice,SiamSquare,758.9793327251093
SiamSquare,BusStopBTSNationalStation,1056.0005274879766
BusStopBTSNationalStation,MunkongBuilding,759.5696585847519
MunkongBuilding,YaekCharatmueang[B],1051.0867147179658
YaekCharatmueang[B],YaekSaphanLueang[D],837.2714195058985
YaekSaphanLueang[D],CentralLabourCourtPathumwan,746.2217116620295
CentralLabourCourtPathumwan,BusStopMRTHuaLamphong(Exit4),972.5014283462674
BusStopMRTHuaLamphong(Exit4),WatThaimit,1012.1756179066099
WatThaimit,ThianfahHospital,732.8178122198502
ThianfahHospital,ChaloemburiIntersection,919.127369203804
ChaloemburiIntersection,OldMarketYaowarat,1008.5435949394612
OldMarketYaowarat,WatTuk,948.9195109054899
WatTuk,Sampeng-Phahurat,916.507241414429
Sampeng-Phahurat,SaphanPhutBusTerminal,895.4579410127437
