from,to,distance
ThaRotSai2(PakKhlongTalat),OppositeCharachonKlang,338.84333937309407
OppositeCharachonKlang,OppositeChalermkrung,421.5662626126305
OppositeChalermkrung,Klongthom(CharoenkrungSide),375.23763099423763
Klongthom(CharoenkrungSide),KwongsiewHospital,416.528025488997
KwongsiewHospital,BusStopMRTHuaLamphong(Exit3),390.0840162836798
BusStopMRTHuaLamphong(Exit3),SaphanLueang,297.5781289013376
SaphanLueang,Chulalongkorn9,318.80712434186404
Chulalongkorn9,Chulalongkorn11,367.3140631981181
Chulalongkorn11,SamYanIntersection,418.67017055659625
SamYanIntersection,Chulalongkorn(Law/CommunicationArts),405.05890521093545
Chulalongkorn(Law/CommunicationArts),Chulalongkorn(FacultyOfEducation),404.94466883005265
Chulalongkorn(FacultyOfEducation),Chulalongkorn(ChamchuriArtGallery),408.314190918458
Chulalongkorn(ChamchuriArtGallery),SiamCenter,319.9385748869324
SiamCenter,WatPathumWanaram,355.40989565846183
WatPathumWanaram,LangSuanBusStopBTSChitLom,421.2658051090282
LangSuanBusStopBTSChitLom,CentralChidlom,316.8067297916057
CentralChidlom,SoiNaiLaertBusStopBTSPloenChit,395.66708876613154
SoiNaiLaertBusStopBTSPloenChit,SoiNana,362.0703335961536
SoiNana,PacificFellBuildingSoiSukhumvit7,313.92651544923655
PacificFellBuildingSoiSukhumvit7,SukhumvitSoi15,330.8436814719139
SukhumvitSoi15,Sukhumvit19Robinson,411.2126937980991
Sukhumvit19Robinson,SukhumvitSoi23,361.0676210675489
SukhumvitSoi23,Sukhumvit27SainamphuengSoi22,370.9621154692151
Sukhumvit27SainamphuengSoi22,SoiSukhumvit31,367.42246139479425
SoiSukhumvit31,Suanbenjasiri,410.8550050545865
Suanbenjasiri,SukhumvitSoi41,324.276355851115
SukhumvitSoi41,SukhumvitSoi47,326.30208940944027
SukhumvitSoi47,Sukhumvit49(Soi49),341.2124159134405
Sukhumvit49(Soi49),BusStopBTSThonglo(Exit1),436.0294616632702
BusStopBTSThonglo(Exit1),SukhumvitSoi57,399.9104227704209
SukhumvitSoi57,MajorEkamai,376.21891263614725
MajorEkamai,WatThatthong,443.301009751299
WatThatthong,PaiRongrianSiWiKonSoiSukhumvit65/1,369.63697444090405
PaiRongrianSiWiKonSoiSukhumvit65/1,BusStopBTSPhraKhanong(Exit3),340.25475895305556
BusStopBTSPhraKhanong(Exit3),PhraKhanongMarket,366.2784218426627
PhraKhanongMarket,DapphloengOnNut,306.8148084375375
DapphloengOnNut,PaiSukhumvit81(Soi81SiriPhot),322.71534305142853
PaiSukhumvit81(Soi81SiriPhot),SunkankhaMaketPhlat(KhetPhraKhanong),398.9754760197273
SunkankhaMaketPhlat(KhetPhraKhanong),TalatBangChak,404.6360129415801
TalatBangChak,TransportOfficeArea3,407.7202804843908
TransportOfficeArea3,Punnawithi(Sukhumvit101),364.55880491218846
Punnawithi(Sukhumvit101),BusStopBTSPunnawithi(Exit3),377.54966205897813
BusStopBTSPunnawithi(Exit3),WachirathamSatit(Sukhumvit101/1),352.6936902370539
WachirathamSatit(Sukhumvit101/1),Sukhumvit101/2,422.0312759885742
Sukhumvit101/2,BusStopBTSUdomsuk(Exit1),355.7824597823319
BusStopBTSUdomsuk(Exit1),OppositeKluaynamthai2Hospital,433.519666121461
OppositeKluaynamthai2Hospital,BangnaIntersection(OutboundStop.1),343.9578145415013
BangnaIntersection(OutboundStop.1),BangnaIntersection(OutboundStop.2),371.75910117683475
BangnaIntersection(OutboundStop.2),BusStopBTSBangNa(Exit3),337.3132075294763
BusStopBTSBangNa(Exit3),MubanNaphalai,351.6053609172788
MubanNaphalai,BusStopBTSBaering(BetweenExit1And3),444.08559856823024
BusStopBTSBaering(BetweenExit1And3),SoiBaeRing,345.5634467106244
SoiBaeRing,SoiSantiKham(Sukhumvit109),439.16165841161035
SoiSantiKham(Sukhumvit109),TalatThamSaRot,330.5085915239126
TalatThamSaRot,OppositeImPhiRianSamrong(TalatSamrong),437.2350962456578
OppositeImPhiRianSamrong(TalatSamrong),BigCSamrong,338.7817882591977
BigCSamrong,Sukhumvit115(SoiAphiChat),431.5972931884482
Sukhumvit115(SoiAphiChat),ToyotaNechannaen,320.415279423896
ToyotaNechannaen,WatTrai,309.94181437163417
WatTrai,KhongKroek,397.61551596117
KhongKroek,UdomDet(Kosono),433.13332569101107
UdomDet(Kosono),RongNom,411.7467197678054
RongNom,NatSunthon(RongrianPhraNinWatchara),412.02183299107395
NatSunthon(RongrianPhraNinWatchara),WatBangNangKrengYuwaPrasatHospital,298.2796150429981
WatBangNangKrengYuwaPrasatHospital,SamutPrakanPostOffice,369.5719991983909
SamutPrakanPostOffice,SoiBunSiri,400.2005761559439
SoiBunSiri,RongrianSaraphatChangSamutPrakanSongThaeo36,430.42846319095275
RongrianSaraphatChangSamutPrakanSongThaeo36,SamutprakanAreaRevenueOffice1,300.82457026785596
SamutprakanAreaRevenueOffice1,WatPichaiSongkram,400.6773327507895
WatPichaiSongkram,PaknamCityPillarShrine,289.76159792532815
PaknamCityPillarShrine,WongwianThaiban(SoiKhlongTakhetFangTawanTok2),343.71275109432867
WongwianThaiban(SoiKhlongTakhetFangTawanTok2),SaiLuatSoi3,435.1039005430621
SaiLuatSoi3,ThanakhanKrungthep,302.8635459756755
ThanakhanKrungthep,BigCSamutPrakan,322.8610591589352
BigCSamutPrakan,SoiTessabanbangpoo26,377.96742692073764
SoiTessabanbangpoo26,GarageOppositePraeksa,346.5991137637527
GarageOppositePraeksa,SivaNakhonVillage,314.51664940635817
SivaNakhonVillage,BodinBusDepot,439.37460183481204
