from,to,distance
YaekPratunam,BigcRajdamri,579.5028417215138
BigcRajdamri,PeninsulaPlaza,551.7573820506552
PeninsulaPlaza,BusStopBTSRatchadamri(Exit2),574.7291389025505
BusStopBTSRatchadamri(Exit2),Aua,415.4389366521683
Aua,LumphiniPark(RatchadamriSideStop.1),553.1956635499924
LumphiniPark(RatchadamriSideStop.1),CpTower,439.2085775432458
CpTower,NararomIntersection,450.3435758004833
NararomIntersection,WatKhaek,457.47828577036034
WatKhaek,SolSilom19,610.766105031458
SolSilom19,HealthCenter28,553.927866290088
HealthCenter28,FuseSathorn-Taksin,494.59031053872945
FuseSathorn-Taksin,BusStopBTSWongwianyai(Exit2),527.9369321075874
BusStopBTSWongwianyai(Exit2),SimClanShrine,458.59563293545455
SimClanShrine,SamLePostOffice,463.06765359265665
SamLePostOffice,TalatSamre(SoiWatSutharam),527.9179626560423
TalatSamre(SoiWatSutharam),OppositeSomdejprapinklaoHospital,477.81523330606433
OppositeSomdejprapinklaoHospital,SoiRongKaeo,558.6450364099289
SoiRongKaeo,BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,441.2459555150199
BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,OppositeTalatDaoKhanong,611.096347711283
OppositeTalatDaoKhanong,OppositeSoiPlangAnuson,494.10100758588374
OppositeSoiPlangAnuson,OppositeWatNaknimit,530.490602455453
OppositeWatNaknimit,TalatBangPraKaeo,574.699920023146
TalatBangPraKaeo,WatPhoThong,471.8605295051737
WatPhoThong,SoiNguhaoKiaSoewit,527.3359446249029
SoiNguhaoKiaSoewit,SamnaknganKhetChomthong,560.6766053746583
SamnaknganKhetChomthong,TalatOE,455.31670075434863
TalatOE,PhraRam2Soi21,533.6286589748137
PhraRam2Soi21,Watputtabucha,473.84490251154557
Watputtabucha,OppositeChanPhring,406.0523705692647
OppositeChanPhring,KanPrapaWatYaiRom,517.9998895269036
KanPrapaWatYaiRom,ShishaVillage,597.0668302268342
ShishaVillage,MubanWichitNakhon,581.3116650480582
MubanWichitNakhon,SathaniTamruatBangMot,438.87934465172185
SathaniTamruatBangMot,OppositeWatKok,415.2971765066574
OppositeWatKok,WatLao,578.238745128365
WatLao,OppositeTheSnakeGoddess,566.7161146285289
OppositeTheSnakeGoddess,HomeproRama2,576.2961526986513
HomeproRama2,BigcRama2,482.90239720982197
BigcRama2,BangKhunThianDistrictOffice,474.10289534296567
BangKhunThianDistrictOffice,HuaKrabue,530.2225324187783
HuaKrabue,KhehaKanFaifa,511.48255492670114
KhehaKanFaifa,ThonburiHousing(TescoLotusRamaIi),556.4556590095453
ThonburiHousing(TescoLotusRamaIi),OppositeSakaeNgam,527.8907330742813
OppositeSakaeNgam,OppositeMubanPhraRam2,414.8942935953675
OppositeMubanPhraRam2,Amonchai,407.26120328138165
Amonchai,BangKradi,590.6452660503876
BangKradi,FamKaichonPhamaPhraRam2,581.5077010687152
FamKaichonPhamaPhraRam2,SoiFoMot,415.98668650494085
SoiFoMot,KhlongRaHan1,426.1385657699919
KhlongRaHan1,RongKaThung,510.9403063547451
RongKaThung,SamaedamBusDepot,522.4966065121837
