from,to,distance
HuaLamphongBusTerminal,HuaLamphongRailwayStation,267.49341874954155
HuaLamphongRailwayStation,SaphanLueang,239.11520329715646
SaphanLueang,Chulalongkorn9,255.8471792948857
Chulalongkorn9,Chulalongkorn11,223.03394153944902
Chulalongkorn11,SamYanIntersection,231.97949098531555
SamYanIntersection,Chulalongkorn(Law/CommunicationArts),225.7361632620978
Chulalongkorn(Law/CommunicationArts),Chulalongkorn(FacultyOfEducation),238.63104578310458
Chulalongkorn(FacultyOfEducation),Chulalongkorn(ChamchuriArtGallery),296.0539265022799
Chulalongkorn(ChamchuriArtGallery),MbkCenter,264.59269136844676
MbkCenter,BusStopBTSRatchathewi(Exit3),300.69778604573236
BusStopBTSRatchathewi(Exit3),PhayathaiPlaza,237.71529479139247
PhayathaiPlaza,RatchathewiDistrictOffice,232.79977109974217
RatchathewiDistrictOffice,ArmyMedicalDepartment,247.55594530246412
ArmyMedicalDepartment,VictoryMonument(PhahonYothinSide),230.07416951507517
VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),249.43684747928958
LueCha(Phahonyothin1),Phyathai2Hospital,238.2519525830057
Phyathai2Hospital,BusStopBTSSanampao(Exit1),223.63211415261202
BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),304.41351776996333
BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),270.4940836913404
Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),255.08520484571784
BusStopBTSAri(Exit3),BorderPatrolPolice,302.2468359790564
BorderPatrolPolice,SenaRuam(Phahonyothin11),307.11489998330046
SenaRuam(Phahonyothin11),BusStopBTSSaphanKhwai(Exit1),281.0073814798386
BusStopBTSSaphanKhwai(Exit1),WatPhaiton,289.62718205442206
WatPhaiton,BusStopBTSMoChit(Exit3),214.9432448807113
BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,292.49824106057383
OppositeTmbHeadquarterBank,CentralLadprao,231.39537284282648
CentralLadprao,OppositeCrimeSuppressionDivision,246.53953076783253
OppositeCrimeSuppressionDivision,OppositeSatriWoranatBangkhenSchool,270.15914019776824
OppositeSatriWoranatBangkhenSchool,OppositeElephantBuilding,296.9685844482088
OppositeElephantBuilding,ThaivichitsilpArtSchool,259.65775517570245
ThaivichitsilpArtSchool,OppositeMayoHospital,227.8309412928706
OppositeMayoHospital,KasetIntersection(Amornpan),227.4565411692552
KasetIntersection(Amornpan),KasetsartUniversity(PhahonyothinSide),240.81704340256582
KasetsartUniversity(PhahonyothinSide),DepartmentOfAgriculturalExtension,300.086995170815
DepartmentOfAgriculturalExtension,NationalResearchCouncilOfThailand,266.23821654266055
NationalResearchCouncilOfThailand,RoyalForestDept.,209.5242847861172
RoyalForestDept.,ChatuchakPostOffice,277.81839465414225
ChatuchakPostOffice,OppositeSripatumUniversity,213.85551987719322
OppositeSripatumUniversity,BangbuaSchool,237.52063772070358
BangbuaSchool,PramotWitthayatanSchool,308.515297019064
PramotWitthayatanSchool,BangbuaRestaurant,235.8028682350427
BangbuaRestaurant,Phahonyothin49/2,241.33266688491804
Phahonyothin49/2,BangkhenBusDepot[FrontOf],272.73113745675835
BangkhenBusDepot[FrontOf],WatPhraSiMahathat,225.03250044961842
WatPhraSiMahathat,OppositeThetKoLotatBangKhen,262.8865000597541
OppositeThetKoLotatBangKhen,SoiNamSaiPhahonYothin61,242.88012561942887
SoiNamSaiPhahonYothin61,PhahonYothin65,243.0540253246186
PhahonYothin65,PhahonYotinSoi67/1,277.1517344525081
PhahonYotinSoi67/1,ThanakhanKrungthaiOppositeRongphayabanSensan,308.73316801789247
ThanakhanKrungthaiOppositeRongphayabanSensan,OppositeBikSiSaphanMai,207.5406943937607
OppositeBikSiSaphanMai,TalatThaiNarong,254.27828972124266
TalatThaiNarong,TalatYingCharoen,239.04798658964032
TalatYingCharoen,OppositeYaekWatKoYaekSaiMaiChongthangPharaChanthara,263.87456791760906
OppositeYaekWatKoYaekSaiMaiChongthangPharaChanthara,OppositeChongthangThaDindaengRongrianSenathikanThahanAkat,235.48606559997123
OppositeChongthangThaDindaengRongrianSenathikanThahanAkat,OppositeRongphayabanPhumiphon-Adunyadet,232.15338797823645
OppositeRongphayabanPhumiphon-Adunyadet,OppositeSamosonThahanAkat,262.5426538463878
OppositeSamosonThahanAkat,OppositeRongrianRitThiYa,307.3100744045242
OppositeRongrianRitThiYa,PhiphitthaphanKongthapAkat,284.62066333656327
PhiphitthaphanKongthapAkat,KongbanchakanKongthapArkatThai,250.17453497824866
KongbanchakanKongthapArkatThai,YaekKhopoYaekPaetChaek,212.17517725701003
YaekKhopoYaekPaetChaek,OppositeKomo25PhahonYothin54/1,271.02386632968023
OppositeKomo25PhahonYothin54/1,OppositeSoiAenNek,239.45287381375877
OppositeSoiAenNek,OppositeSoi39MubanKaDenHom,271.97427601668124
OppositeSoi39MubanKaDenHom,OppositeB.CareMedicalCenter,234.37416718338687
OppositeB.CareMedicalCenter,OppositeYaekLamLukKa,287.5177918016607
OppositeYaekLamLukKa,BigCOppositeZeerRangsit,307.50020766654796
BigCOppositeZeerRangsit,SrimummuangMarket,234.9382604385249
SrimummuangMarket,WatPrayoonSivaleeVillage,267.3836504280505
WatPrayoonSivaleeVillage,RangsitUniversity,265.8748763256588
RangsitUniversity,MakroRangsit,231.57527899426526
MakroRangsit,RangsitMarket,215.7380220607312
RangsitMarket,OppositeMubanRattanakosin200Pi,311.02613588577435
OppositeMubanRattanakosin200Pi,RangsitBusDepot,268.34998196730254
