from,to,distance
RachapruekBrtStation,TheMallThapra,574.2306375555559
TheMallThapra,SocialSecurity,605.6263256251297
SocialSecurity,WatSutthawat,632.9980177431621
WatSutthawat,BukKaLo,653.5686440182586
BukKaLo,SoiMataNuSon,621.5826330433358
SoiMataNuSon,TalatBangkholaemCharoenKrungSoi84,534.6814063512131
TalatBangkholaemCharoenKrungSoi84,WatLatBuaKhao,476.1091537780298
WatLatBuaKhao,WatPhrayaKrai,480.7439591519293
WatPhrayaKrai,AsiatiqueTheRiverfont,573.3733778746331
AsiatiqueTheRiverfont,WatRatSingkhon,570.7978618993702
WatRatSingkhon,MaenamHotel,541.884789719497
MaenamHotel,SamnaknganPraisaniWatPhrayaKrai,555.2789235762792
SamnaknganPraisaniWatPhrayaKrai,OngkanSaphanpla,552.0720774963672
OngkanSaphanpla,WatSuthi,697.469883375379
WatSuthi,RongrianSatriSiSuriyoThaiKromUThahanRuea,571.8240070146173
RongrianSatriSiSuriyoThaiKromUThahanRuea,WatYanNawa,628.280039539203
WatYanNawa,RobinsonBangrak,616.2188028545903
RobinsonBangrak,OppositeLerdsinHospital,656.9090206014163
OppositeLerdsinHospital,CentralSilom,488.41682018002615
CentralSilom,PramuanJunction,531.3009854154743
PramuanJunction,OppositeWatKhaek,518.2670461793307
OppositeWatKhaek,DechoJunction(Outbound),485.44212503091893
DechoJunction(Outbound),TheBangkokChristianHospital,589.3312218206562
TheBangkokChristianHospital,ChulalongkornHospital(RatchadamriSide),519.6618850656283
ChulalongkornHospital(RatchadamriSide),SarasinJunction,619.5054569009637
SarasinJunction,OppositeAua,613.9623904210381
OppositeAua,PoliceGeneralHospital,652.9273356043819
PoliceGeneralHospital,RoyalThaiPolice,557.6947834108666
RoyalThaiPolice,SiamSquare,675.2941713301155
SiamSquare,BusStopBTSNationalStation,625.2898407472084
BusStopBTSNationalStation,CharoenPhon,574.9344229331341
CharoenPhon,SrijillasapBuilding,479.09824602205225
SrijillasapBuilding,WatthepsirinSchool,529.3972750234379
WatthepsirinSchool,WatPhlapphlaChai,510.7640693629587
WatPhlapphlaChai,BmaGeneralHospital(ThanonLuangSide),704.5396025733853
BmaGeneralHospital(ThanonLuangSide),TalatWolachak,567.7882285724519
TalatWolachak,PrapaMaenSi,494.67549978416776
PrapaMaenSi,GoldenMountWatSaket,521.1526334001502
GoldenMountWatSaket,SaphanDamLanLuang,582.2864344486466
SaphanDamLanLuang,ThaiAirwaysBuilding,598.4922550144071
ThaiAirwaysBuilding,WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,645.3828437887616
WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,DemocracyMonument(OppositeSuksapan),682.3457158467093
DemocracyMonument(OppositeSuksapan),KhokWuaIntersectionOppositeLottery,652.0373927255216
KhokWuaIntersectionOppositeLottery,OppositeKongSalak,480.786264077407
OppositeKongSalak,NationalTheatre,555.5754931022392
