from,to,distance
OppositeSoiWatRuak,OppositeWatSon,465.73886657231765
OppositeWatSon,SoiDekKamPra,446.74540660050064
SoiDekKamPra,SuksawatKm.9,373.92622153248686
SuksawatKm.9,WatSarod,396.5745152613532
WatSarod,OppositeBangpakokMarket,430.19652707329885
OppositeBangpakokMarket,SukSawatSoi34,368.41672757653697
SukSawatSoi34,SuksawatSoi30,454.01687219522466
SuksawatSoi30,OppositeWatBangPaKok,458.1424678986382
OppositeWatBangPaKok,OppositeBigCBangPrakok,431.5447432727115
OppositeBigCBangPrakok,TalatBangPaKaeo,484.71962214443846
TalatBangPaKaeo,WatNakNiMitSukSawat8,436.5720313291211
WatNakNiMitSukSawat8,SoiPlangAnuson,466.1599093881941
SoiPlangAnuson,Daokhanong,414.0149612600214
Daokhanong,BigCDaoKhanong,360.02221854521065
BigCDaoKhanong,BukkhaloIntersection(SokaGakkaiThonBuri),468.53053257499977
BukkhaloIntersection(SokaGakkaiThonBuri),Rama3Soi1,343.65183434993736
Rama3Soi1,MubanAnothai,380.1822967455954
MubanAnothai,OppositeMonthienHotel,466.2735888566906
OppositeMonthienHotel,NueaTaiIntersection,360.7985871501313
NueaTaiIntersection,BangKoe,435.03278514797654
BangKoe,ThainamthipCompany,452.242417997769
ThainamthipCompany,Icc,350.82112211048064
Icc,SoiWatDokMai,365.99565776209033
SoiWatDokMai,PaiKonYaekSathupradit,401.85285326981585
PaiKonYaekSathupradit,SathuprathitSoi58,474.35658326252144
SathuprathitSoi58,SathuprathitSoi52,380.6942159658164
SathuprathitSoi52,SathuprathitSoi49,360.8097114487881
SathuprathitSoi49,ChoiSathu44,412.84131615819587
ChoiSathu44,OppositeRungCharoenMarket,392.7920801868928
OppositeRungCharoenMarket,RongrianYanNaWet,455.0742056300505
RongrianYanNaWet,RungCharoenMarket(WayOutFromSathuPraditOntoRatchadaphisekRd),375.23753384096915
RungCharoenMarket(WayOutFromSathuPraditOntoRatchadaphisekRd),RongrianSanSan,463.38656927613164
RongrianSanSan,Sathu20,366.6088730273552
Sathu20,Sathu12,363.4047571042854
Sathu12,YanawetSchool,454.5353755092379
YanawetSchool,SomchaiSkinAndLaserClinic,459.0565442281906
SomchaiSkinAndLaserClinic,ChanSoi29,505.5770540103214
ChanSoi29,ChanSoi41,415.4982858187251
ChanSoi41,ThungWatDon,498.4554718453465
ThungWatDon,OngkanSaphanpla,425.71249028300014
OngkanSaphanpla,Saphanpla,402.36671438423394
Saphanpla,WatSuthi,456.2272748673979
WatSuthi,RongrianSatriSiSuriyoThaiKromUThahanRuea,341.11997750379777
RongrianSatriSiSuriyoThaiKromUThahanRuea,WatYanNawa,470.5386805019782
WatYanNawa,RobinsonBangrak,469.0768069109098
RobinsonBangrak,AssumptionCollege,393.771712505246
AssumptionCollege,ArkanKieatNakin,487.6018081222894
ArkanKieatNakin,TalatNoi,417.97909108455576
TalatNoi,SongWat,346.61905122062416
SongWat,YaekHuaLamphong,455.9906139229736
YaekHuaLamphong,Wongwian22Kadukhada,413.8679757416009
Wongwian22Kadukhada,BmaGeneralHospital(ThanonLuangSide),498.7279715578539
BmaGeneralHospital(ThanonLuangSide),SamranratMetroPoliceOffice,455.64613057253104
SamranratMetroPoliceOffice,WatRatchaNatdaRam(MahaChaiRoad),481.11357942810776
WatRatchaNatdaRam(MahaChaiRoad),WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,392.02557507442566
WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,DemocracyMonument(OppositeSuksapan),382.42260143411255
DemocracyMonument(OppositeSuksapan),KhokWuaIntersectionOppositeLottery,433.9494670024025
KhokWuaIntersectionOppositeLottery,OppositeKongSalak,406.6946009385802
OppositeKongSalak,PhraPinklaoBridge(Outbound),482.28671054499483
PhraPinklaoBridge(Outbound),OppositePataPinklao,409.4100565866542
OppositePataPinklao,SeparateBoromarajonani,432.7753326908597
SeparateBoromarajonani,ThanonBoromRatChonnani,376.69189721120136
ThanonBoromRatChonnani,CentralPinklao,360.69146893205743
CentralPinklao,LumpiniCondoPinklao,447.8984773993872
LumpiniCondoPinklao,ChaophyaHospital,339.5265996562078
ChaophyaHospital,BefPinklaoBusTerminal,449.87725756751576
BefPinklaoBusTerminal,SoiBorommaratchachonnani35,472.89885420592435
SoiBorommaratchachonnani35,SoiBorommaratchachonnani45,449.5820822751942
SoiBorommaratchachonnani45,CedarMansion,362.3442211611796
CedarMansion,TalingchanPoliceStation,490.3697940634411
TalingchanPoliceStation,Ratchapreuk-BorommaratchachonnaniIntersectionStop1,351.99936470235934
Ratchapreuk-BorommaratchachonnaniIntersectionStop1,TheDusitMunicipalityCourt,452.26202832385104
TheDusitMunicipalityCourt,TalingchanPublicProsecutionOffice,414.822296682629
TalingchanPublicProsecutionOffice,OppositeThanonChimphli,417.59998609380705
OppositeThanonChimphli,PaimrakVillage,317.20094618455204
PaimrakVillage,SouthernBus(Talingchan)BusTerminal,449.80915873318577
