from,to,distance
PriestHospitalBusTerminal,OppositeSantiratWitthayalaiSchool,274.4983454458172
OppositeSantiratWitthayalaiSchool,RatchathewiDistrictOffice,272.8405053044572
RatchathewiDistrictOffice,ArmyMedicalDepartment,277.05950063773906
ArmyMedicalDepartment,VictoryMonument(DinDaengSide),303.3955510167637
VictoryMonument(DinDaengSide),OppositeSantiphapPark,261.4806734959259
OppositeSantiphapPark,OncbOffice,296.1673812229958
OncbOffice,VeteransHospital,285.9773314031775
VeteransHospital,ThisSecondarySchool,223.83969481301878
ThisSecondarySchool,OppositeUtcc,270.1591008979824
OppositeUtcc,ArmyStadium,254.59220070796118
ArmyStadium,ArmyClub,211.10904903309475
ArmyClub,BangkokPanGroupBusiness,278.9083199854478
BangkokPanGroupBusiness,SutthisanIntersection(ViphavadiRangsitRoad),247.791069965298
SutthisanIntersection(ViphavadiRangsitRoad),AkhanAmata,253.47026895566572
AkhanAmata,Children'SPalaceViphawadiSoi3OppositeChockchairuammit,213.73083497563388
Children'SPalaceViphawadiSoi3OppositeChockchairuammit,5Viphawadi,272.6132741702975
5Viphawadi,OppositeosedThaiAirwaysInternational(Headquarters),211.6576112324749
OppositeosedThaiAirwaysInternational(Headquarters),ThaiYonRat,283.2765313414805
ThaiYonRat,Mahanakhon,298.12310972361723
Mahanakhon,RongrianSenChon,284.165939930406
RongrianSenChon,BusStopMRTPhahonyothin(Exit3),308.5991844934945
BusStopMRTPhahonyothin(Exit3),LatPhraoIntersection(LatPhraoSoi1),270.50160385181135
LatPhraoIntersection(LatPhraoSoi1),OppositeSa-NguanSaoOToKhae,236.59973462602792
OppositeSa-NguanSaoOToKhae,ThanakhanThaiphanitLatPhrao,310.22647359615917
ThanakhanThaiphanitLatPhrao,BigCLatPhrao,228.4282852236193
BigCLatPhrao,SoiLatPhrao17,228.80485030082033
SoiLatPhrao17,YaekLatPhrao-RatDa,291.72393545604046
YaekLatPhrao-RatDa,LatPhraoSoi40,233.0602802545589
LatPhraoSoi40,LatPhraoSoi35,238.34438777185187
LatPhraoSoi35,PhawanaLatPhraoSoi41,293.285293547634
PhawanaLatPhraoSoi41,LatPhrao41/1,232.47924426512648
LatPhrao41/1,RongrianPhibunUpatham,232.9827897823054
RongrianPhibunUpatham,LatPhraoSaphan2Market,265.0083388833915
LatPhraoSaphan2Market,SathaniTamruatChokChai,278.52990008287355
SathaniTamruatChokChai,LatPhraoSoi58,218.8584545575879
LatPhraoSoi58,LatPhraoSoi57/1,276.26325722743024
LatPhraoSoi57/1,SueksaPhanLatPhrao,308.3681945108128
SueksaPhanLatPhrao,LatPhaoPostOffice,246.76342537813443
LatPhaoPostOffice,LatPhraoSoi67OppositeLatPhraoSoi80,272.4175228421493
LatPhraoSoi67OppositeLatPhraoSoi80,KraenWinlet,262.7892501691766
KraenWinlet,LatPhrao79,264.54840047578404
LatPhrao79,ImperialLatPhrao,263.15286119608584
