from,to,distance
KingMongkut'SUniversityOfTechnologyThonburiBangKhunTian,FrontKingMongkut'SUniversityOfTechnologyThonburi(BangKhunThian),244.86825995551618
FrontKingMongkut'SUniversityOfTechnologyThonburi(BangKhunThian),CrossroadKingMongkut'SUniversityOfTechnologyThonburi(BangKhunThian),200.4561408129838
CrossroadKingMongkut'SUniversityOfTechnologyThonburi(BangKhunThian),OppositeKhruaWatsanaRestaurant,232.73352854037438
OppositeKhruaWatsanaRestaurant,RongMi,212.47312382304128
RongMi,KhruaTiddinRestaurant,190.89871498536394
KhruaTiddinRestaurant,KhruaLungPoSeafood,216.06321090173688
KhruaLungPoSeafood,KhruaBunnamSeafood,202.74490897409763
KhruaBunnamSeafood,OppositeChaiKanChang,241.3413830897754
OppositeChaiKanChang,TumLuengThongRestaurant,240.25248478635882
TumLuengThongRestaurant,RungrueangVillage,197.8005627785144
RungrueangVillage,FrontNorMaiJeenVillage,217.4258165469488
FrontNorMaiJeenVillage,OppositeWatKlongSuan,243.94140937384515
OppositeWatKlongSuan,OppositeThaiSombunKlongSuanVillage,188.91457497873682
OppositeThaiSombunKlongSuanVillage,OppositeILeafTown1Village,213.2476467473496
OppositeILeafTown1Village,RongMor,233.6172931047151
RongMor,WatKlongMon,187.8035541338315
WatKlongMon,OppositeP.K.Land&HouseVillage,217.5812443712562
OppositeP.K.Land&HouseVillage,OppositePrueksaVillage7(SoiPrachaUthit90),176.6421015148331
OppositePrueksaVillage7(SoiPrachaUthit90),P.K.GardenVillage,244.01405153104156
P.K.GardenVillage,SukSamRanLiving(SoiPrachaUthit90),236.73719585918667
SukSamRanLiving(SoiPrachaUthit90),SawanyaVillage(SoiPrachaUthit90),205.96894093053407
SawanyaVillage(SoiPrachaUthit90),OppositeSarasasWitaedSuksaSchoolSoiPrachaUthit90,230.61736457878308
OppositeSarasasWitaedSuksaSchoolSoiPrachaUthit90,PrukladaVillageSoiPrachaUthit90,188.43162038875218
PrukladaVillageSoiPrachaUthit90,PomDamrong,237.97625251578702
PomDamrong,SarasasPrachaU-ThitPithayakarnSchool,183.4248937183529
SarasasPrachaU-ThitPithayakarnSchool,OppositePrachaUthit90Market,202.4694681394436
OppositePrachaUthit90Market,ThungkhruDistrictOffice,214.3192087246796
ThungkhruDistrictOffice,TrongkhamPrachaUthit125,197.0246797842025
TrongkhamPrachaUthit125,PrachaUthit121,166.58658496598588
PrachaUthit121,OppositeSoiPrachaUthit115,228.4491815134351
OppositeSoiPrachaUthit115,WatThungKhru,203.37740176921693
WatThungKhru,SoiPrachauthit78,239.4041804646974
SoiPrachauthit78,SoiPrachauthit76,184.28392138511543
SoiPrachauthit76,OppositeSoiPrachaUthit89/2,204.66171085485914
OppositeSoiPrachaUthit89/2,OppositeSoiPrachaUthit89,164.73295971840804
OppositeSoiPrachaUthit89,SoiPrachauthit62,192.58285160837693
SoiPrachauthit62,BaanDomeKindergarten,223.14885815243548
BaanDomeKindergarten,IslamiccollegeOfThailand,217.0333680880075
IslamiccollegeOfThailand,JuscoPtachauthit,181.49754480165797
JuscoPtachauthit,SoiPrachauthit56,172.64998501790788
SoiPrachauthit56,SoiPrachauthit54,225.87778649733121
SoiPrachauthit54,SoiPrachauthit48,243.10511465931853
SoiPrachauthit48,SoiPrachauthit51,234.91167341296398
SoiPrachauthit51,BangkokBankBranchPrachauthit,225.01832368819427
BangkokBankBranchPrachauthit,KingMongkut'SUniversityOfTechnologyThonburi,220.48052241630148
KingMongkut'SUniversityOfTechnologyThonburi,SoiPrachauthit28,240.58979263513194
SoiPrachauthit28,KajornrojSchoolPrachauthit33,185.6231560620109
KajornrojSchoolPrachauthit33,PrachaU-ThitSoi43,198.47380447848585
PrachaU-ThitSoi43,SoiPrachauthit22,183.96139139485317
SoiPrachauthit22,SoiPrachaUthit21,189.82891287992976
SoiPrachaUthit21,SoiPrachauthit14,218.34044538990256
SoiPrachauthit14,RatburanaOldMarketSueksaSchool(Old),205.14557630763483
RatburanaOldMarketSueksaSchool(Old),SoiPrachauthit10,239.96839929562285
SoiPrachauthit10,ChetuponCommercialCollage,210.2534186387867
ChetuponCommercialCollage,SoiPrachaUthit7,173.7325701435039
SoiPrachaUthit7,WatSarod,236.67810443138052
WatSarod,SukSawat-SukSawatSoi27Intersection,164.99237326361242
SukSawat-SukSawatSoi27Intersection,RatburanaHospital,174.58799894869992
RatburanaHospital,RojnimithWittayaSchool,233.88361074485772
RojnimithWittayaSchool,SakolAlai,218.53187189251545
SakolAlai,WatPrasertSutthawartSchool,184.76823032046408
WatPrasertSutthawartSchool,SoiRatburana18,207.999340974087
SoiRatburana18,OppositeBorisatKtungthepKrungEkkasarnChumkut,187.71647952285872
OppositeBorisatKtungthepKrungEkkasarnChumkut,SoiRatburana12,165.80355664072394
SoiRatburana12,OppositeGoodInnHotel,167.85061738714396
OppositeGoodInnHotel,SoiRatBurana6,229.69820943734862
SoiRatBurana6,SoiCharoenNakhon76,172.67773440213296
SoiCharoenNakhon76,SoiCharoenNakhon66,211.85031577319256
SoiCharoenNakhon66,CharoenNakhonSoi57/1,207.97402016352876
CharoenNakhonSoi57/1,SchoolLaneCompassionate,209.81379550645377
SchoolLaneCompassionate,CharoenNakhon56,207.82944954033468
CharoenNakhon56,SoiCharoenNakhon54-56,217.88667952389997
SoiCharoenNakhon54-56,ThaiSeri(CharoenNakhon52),166.17003679181784
ThaiSeri(CharoenNakhon52),CharoenMarket,226.05142158211976
CharoenMarket,SoiCharoenNakhon46...,170.81580959454553
SoiCharoenNakhon46...,KrungThaiBankPublicCompanyLimitedCharoenNakhonRoadBranch,233.3958154687913
KrungThaiBankPublicCompanyLimitedCharoenNakhonRoadBranch,SoiCharoenNakhon32,206.6018353341801
SoiCharoenNakhon32,OppositeAWhiteNine-TieredUmbrellaBeingASymbolOfRoyalty,164.15061787632789
OppositeAWhiteNine-TieredUmbrellaBeingASymbolOfRoyalty,SoiCharoenNakhon2223,236.24778583857488
SoiCharoenNakhon2223,SoiCharoenNakhon20,224.04288981560603
SoiCharoenNakhon20,TheRiverCondominiam,215.46379005926806
TheRiverCondominiam,WatSuwan,198.51163921952372
WatSuwan,CharoenNakhonSoi10,211.5415580268545
CharoenNakhonSoi10,CooperativeBangkok,235.60686199172522
CooperativeBangkok,OppositeKlongsanMarket,213.8736674914892
OppositeKlongsanMarket,Somdetchaophraya20,212.27490517889936
Somdetchaophraya20,SomdetChaoprayaHospital,154.92276770121563
SomdetChaoprayaHospital,SoiSomdetchaophraya12,216.2827685984142
SoiSomdetchaophraya12,OppositeSuksanariSchool,149.8758687758729
OppositeSuksanariSchool,YaekBanKhaek(Outbd),188.21691577480695
YaekBanKhaek(Outbd),WongWianYai(Niranrat),171.81876532113236
WongWianYai(Niranrat),RobinsonLatya,230.0828192554786
