from,to,distance
ThantipBusDepot,PhuttabuchaSoi39,396.56086647427963
PhuttabuchaSoi39,OppositePhuttabuchaSoi41,433.33798825170186
OppositePhuttabuchaSoi41,PaiOppositeSuanThonKhondo,460.5250248675001
PaiOppositeSuanThonKhondo,MubanSuanThonBuriRom,462.7519665179402
MubanSuanThonBuriRom,MubanBangMotLaen,338.162286225304
MubanBangMotLaen,SuanThonBuriram,473.1906914931284
SuanThonBuriram,BangkokBankBranchPrachauthit,352.35448287123455
BangkokBankBranchPrachauthit,KingMongkut'SUniversityOfTechnologyThonburi,428.87277397806514
KingMongkut'SUniversityOfTechnologyThonburi,SoiPrachauthit28,349.1534579597907
SoiPrachauthit28,KajornrojSchoolPrachauthit33,465.2131149302489
KajornrojSchoolPrachauthit33,PrachaU-ThitSoi43,337.8761992391692
PrachaU-ThitSoi43,SoiPrachauthit22,367.10685058470517
SoiPrachauthit22,SoiPrachaUthit21,427.1506556973265
SoiPrachaUthit21,SoiPrachauthit14,411.7782513297801
SoiPrachauthit14,RatburanaOldMarketSueksaSchool(Old),472.22148565399965
RatburanaOldMarketSueksaSchool(Old),SoiPrachauthit10,474.3533560865306
SoiPrachauthit10,SoiPrachaUthit7,380.39462903584763
SoiPrachaUthit7,WatSarod,479.5036456147344
WatSarod,OppositeBangpakokMarket,353.78786172884185
OppositeBangpakokMarket,SukSawatSoi34,438.37482817933386
SukSawatSoi34,SuksawatSoi30,419.37835507295637
SuksawatSoi30,OppositeWatBangPaKok,396.1536030155797
OppositeWatBangPaKok,OppositeBigCBangPrakok,337.5733271527317
OppositeBigCBangPrakok,TalatBangPaKaeo,352.8403941702705
TalatBangPaKaeo,SoiPlangAnuson,338.7268295494851
SoiPlangAnuson,Daokhanong,479.0256925079829
Daokhanong,BigCDaoKhanong,410.0974670477104
BigCDaoKhanong,RongrianSaengThongThorathat,379.6648900955168
RongrianSaengThongThorathat,BukKaLo,386.6493577163682
BukKaLo,SoiMataNuSon,458.2381619785787
SoiMataNuSon,TalatBangkholaemCharoenKrungSoi84,347.49828594301454
TalatBangkholaemCharoenKrungSoi84,WatLatBuaKhao,448.3593394466479
WatLatBuaKhao,WatPhrayaKrai,403.3640121654604
WatPhrayaKrai,AsiatiqueTheRiverfont,442.8136216189118
AsiatiqueTheRiverfont,WatRatSingkhon,456.92158823934767
WatRatSingkhon,MaenamHotel,362.5613892696653
MaenamHotel,SamnaknganPraisaniWatPhrayaKrai,367.7331763110045
SamnaknganPraisaniWatPhrayaKrai,OngkanSaphanpla,385.5787334673941
OngkanSaphanpla,WatSuthi,383.6146335186932
WatSuthi,RongrianSatriSiSuriyoThaiKromUThahanRuea,453.4915579935631
RongrianSatriSiSuriyoThaiKromUThahanRuea,WatYanNawa,367.4630403777132
WatYanNawa,RobinsonBangrak,427.9640030618567
RobinsonBangrak,TalatNoi,473.41335828341687
TalatNoi,HuaLamphongIntersection,418.20476527667375
