from,to,distance
BusStopMRTPhahonyothin(Exit3),LatPhraoIntersection(LatPhraoSoi1),489.17357633491565
LatPhraoIntersection(LatPhraoSoi1),OppositeSa-NguanSaoOToKhae,461.96829117859903
OppositeSa-NguanSaoOToKhae,ThanakhanThaiphanitLatPhrao,454.07983830035283
ThanakhanThaiphanitLatPhrao,BigCLatPhrao,512.686461331741
BigCLatPhrao,LatPhraoSoi20,521.5081292943344
LatPhraoSoi20,SoiLatPhrao17,436.4828815355916
SoiLatPhrao17,YaekLatPhrao-RatDa,566.3730725084188
YaekLatPhrao-RatDa,LatPhraoSoi40,414.764214728107
LatPhraoSoi40,LatPhraoSoi35,571.74996325487
LatPhraoSoi35,PhawanaLatPhraoSoi41,450.67790705283824
PhawanaLatPhraoSoi41,LatPhrao41/1,612.0979942852517
LatPhrao41/1,RongrianPhibunUpatham,528.4702834618887
RongrianPhibunUpatham,LatPhraoSaphan2Market,551.7105225304003
LatPhraoSaphan2Market,SathaniTamruatChokChai,423.72125659868203
SathaniTamruatChokChai,ChokChai4,423.48345533404284
ChokChai4,LatPhraoSoi57/1,463.3550557048654
LatPhraoSoi57/1,SueksaPhanLatPhrao,625.8026531101475
SueksaPhanLatPhrao,LatPhaoPostOffice,423.4081450735364
LatPhaoPostOffice,LatPhraoSoi67OppositeLatPhraoSoi80,454.46723010677766
LatPhraoSoi67OppositeLatPhraoSoi80,KraenWinlet,590.7795347663099
KraenWinlet,LatPhrao79,624.564744039866
LatPhrao79,ImperialLatPhrao,579.588035884314
ImperialLatPhrao,SamnaknganKhetWangThonglang,433.1149568810823
SamnaknganKhetWangThonglang,OppositeBangkokSuksaSchool,547.4206872775924
OppositeBangkokSuksaSchool,SoiLatPhrao93,479.4187786162985
SoiLatPhrao93,FutLaen,543.9678476173331
FutLaen,LatPhraoHospital,454.67867384180613
LatPhraoHospital,RongrianPhasaAngkritSanti,597.9923184759512
RongrianPhasaAngkritSanti,OppositeLatPhraoSoi126,577.7179829492455
OppositeLatPhraoSoi126,LatPhraoSoi101,484.0901805132039
LatPhraoSoi101,RongrianTriamSueksaBangKapi,548.164008454723
RongrianTriamSueksaBangKapi,LatPhrao107,612.3672700431525
LatPhrao107,WetThaNi,422.9800135141754
WetThaNi,SoiLatPhrao111,418.8189965346787
SoiLatPhrao111,NMarkPlaza(Nomchit),596.5452746532847
NMarkPlaza(Nomchit),SunHonDaRamKhamNgae,507.41991609085056
SunHonDaRamKhamNgae,RamkhamhaengHospital,489.71288300257936
RamkhamhaengHospital,ThaiNamthipRamkhamhaeng,477.629892500805
ThaiNamthipRamkhamhaeng,BorisatOsotSaphaSoiRamKhamNgae26/1,627.7365062141802
BorisatOsotSaphaSoiRamKhamNgae26/1,MakPoliceStationHuaMarkStadium.,592.4627092686434
MakPoliceStationHuaMarkStadium.,SunNangsueMoRamKhamNgae,437.03449634115674
SunNangsueMoRamKhamNgae,RamkhamhaengUniversity,519.8542133585328
RamkhamhaengUniversity,OppositeWatThepleela,373.4523590553629
