from,to,distance
YaekWatThiendad[B],OppositeSoiWatOrmYai,376.2152287113009
OppositeSoiWatOrmYai,MubanNisachonOrmYaiSoiThetsaban10,448.1488488135037
MubanNisachonOrmYaiSoiThetsaban10,ThessabanSoi8,474.1326699495572
ThessabanSoi8,MubanSamPhran,423.3517384638227
MubanSamPhran,DonSai(OppositePhanLanMarket),449.7448079132593
DonSai(OppositePhanLanMarket),Srivichai3Hospital,478.61744884737885
Srivichai3Hospital,VichaivejInternationalHospital,368.11507195007556
VichaivejInternationalHospital,RongrianSophonChanupThamSchool,440.4069475035906
RongrianSophonChanupThamSchool,RongrianSophonChanupTham,445.78300178448654
RongrianSophonChanupTham,PonoOmNoi,454.0944280600255
PonoOmNoi,SoiPetkasem126,345.94846427581507
SoiPetkasem126,GalaxyInnOrmNoi,392.58360101291873
GalaxyInnOrmNoi,SoiPetkasem93,370.1271325203241
SoiPetkasem93,SoiPetkasem122,359.15912940548037
SoiPetkasem122,PhetkasemSoi120,351.0525011313282
PhetkasemSoi120,WatSiSamranRatbamrung,374.6280160074313
WatSiSamranRatbamrung,Sai4Market,445.96324699892983
Sai4Market,SoiPetkasem116,395.2653396219403
SoiPetkasem116,SoiPetkasem116/3,369.9303684604412
SoiPetkasem116/3,SoiPetkasem114,338.7320268765187
SoiPetkasem114,OppositeTheNongkhaemMarket,367.6410507549323
OppositeTheNongkhaemMarket,SoiPetkasem112,389.70290102016617
SoiPetkasem112,SoiPetkasem110,355.61797056814453
SoiPetkasem110,SoiPetkasem108,326.5820039703127
SoiPetkasem108,SriphetVillagePhetkasemSoi106,432.5175858384419
SriphetVillagePhetkasemSoi106,SoutheastAsiaUniversity,471.57597259220057
SoutheastAsiaUniversity,WichaivetInterHospital,464.6660716013165
WichaivetInterHospital,ThonburiMarket(SanamLuang2),449.0194501636314
ThonburiMarket(SanamLuang2),BigCPhetkasem,472.58337935432064
BigCPhetkasem,RungrakFarm,371.9807736568923
RungrakFarm,OppositeNanyangTextileIndustrythaveewongRoad,472.32800807639114
OppositeNanyangTextileIndustrythaveewongRoad,SoiPetkasem102/3,408.85156729272967
SoiPetkasem102/3,SetthakitVillage,475.08991446382606
SetthakitVillage,DenlaKindergarten,407.6402308705127
DenlaKindergarten,LaksongPoliceStation,343.44251786686954
LaksongPoliceStation,SoiPetchkasem96,379.26568292935747
SoiPetchkasem96,Phetkasem3VillageSoi94,383.8030286168162
Phetkasem3VillageSoi94,OppositeWatMuang,402.6165743632827
OppositeWatMuang,Suksan2Village,370.4711805734518
Suksan2Village,SoiPetchkasem92/1,371.4932705470392
SoiPetchkasem92/1,KasemradBangkaeHospital,367.3490740410646
KasemradBangkaeHospital,HealthCenter40,467.2770837252698
HealthCenter40,Phetkasem88,411.7634803741844
Phetkasem88,TheMallBangkae,334.72295324440415
TheMallBangkae,Sukpawan3Village,358.5884143306208
Sukpawan3Village,BangkhaenuaeSchool,395.08309822632197
BangkhaenuaeSchool,PasanusornBangkaeSchool,416.57590755159
PasanusornBangkaeSchool,TescoLotusBangkae,384.87186409836596
TescoLotusBangkae,Petchkasem62/1,429.2199760392309
Petchkasem62/1,Petchkasem62,328.91213934510586
Petchkasem62,Phetkasem58/1,363.9282215554246
Phetkasem58/1,Phetkasem58,456.69091256258696
Phetkasem58,OppositeSeaconBangkae,369.6139090231986
OppositeSeaconBangkae,Phetkasem54,344.9583446730457
Phetkasem54,OppositeWatRangbua,443.33601755817045
OppositeWatRangbua,OppositeKan-AriSportClub,452.4693239927429
OppositeKan-AriSportClub,WatChanpradittharam,470.301183882233
WatChanpradittharam,KhundanChaoporsuaShrine,368.48971458720814
KhundanChaoporsuaShrine,Phetkasem42,454.88092688389986
Phetkasem42,Phetkasem38,385.80243543567803
Phetkasem38,SiamUniversity,420.00456428946796
SiamUniversity,Petchkasem36WatPradu,428.0662851283312
Petchkasem36WatPradu,SoiPetchkasem32SoiSermmit,465.56978725671325
SoiPetchkasem32SoiSermmit,SoiPetchkasem28,325.72063260748973
SoiPetchkasem28,BangphaiHospital,419.00473546714335
BangphaiHospital,ViboonBusinessAdministrationCollege,411.76569328883494
ViboonBusinessAdministrationCollege,Petchkasem14ThaphraIntersection,472.4908137831762
Petchkasem14ThaphraIntersection,ThaphraRungruengMarket,318.6871756141471
ThaphraRungruengMarket,SoiPetchkasem4,472.56093138439223
SoiPetchkasem4,NaowaChamnianBridge(Inbound),332.644039028738
NaowaChamnianBridge(Inbound),BangYiRea(Inbound),322.9378754824873
BangYiRea(Inbound),RobinsonLatya,329.82535430202705
RobinsonLatya,TotLatya,462.2901351240429
TotLatya,Latya11,454.3690806630633
Latya11,LatyaJunction(Outbound),368.93095296527554
LatyaJunction(Outbound),SomdetChaoprayaHospital(LatyaSide),439.9870538897748
SomdetChaoprayaHospital(LatyaSide),KlongsanMarket,374.7429054432659
KlongsanMarket,Iconsiam,415.0417878699261
Iconsiam,ThePeninsulaBangkok,376.9476534337574
ThePeninsulaBangkok,OppositeSathornMansion1,385.5515561290598
OppositeSathornMansion1,BusStopBTSKrungthonburi(Exit4),356.14878989585685
BusStopBTSKrungthonburi(Exit4),HealthCenter28,388.13040660911844
HealthCenter28,FuseSathorn-Taksin,468.13956929652653
FuseSathorn-Taksin,BusStopBTSWongwianyai(Exit3),401.83192167581853
BusStopBTSWongwianyai(Exit3),SinnsathornTower,434.9006738938191
SinnsathornTower,BusStopBTSKrungthonburi(Exit1),383.36731847659905
BusStopBTSKrungthonburi(Exit1),BusStopBTSKrungthonburi(Exit3),336.03876366723586
