from,to,distance
MinburiBusDepot,Chatuchak2MarketMinburi,378.23916721328806
Chatuchak2MarketMinburi,Navamin9Hospital,448.4090013040158
Navamin9Hospital,MinBuriIntersection(OppositeSoiTakhian),417.44149474089596
MinBuriIntersection(OppositeSoiTakhian),OppositeSetthabutBamphenSchool,439.79691739617965
OppositeSetthabutBamphenSchool,Ramintra86,373.09827084897483
Ramintra86,MomchaoSangangam,468.216946696562
MomchaoSangangam,OppositeRamintra115,375.96986192802035
OppositeRamintra115,OppositePhrayaSuren,352.7528377592379
OppositePhrayaSuren,MubanRangsiYa,394.1752976854673
MubanRangsiYa,TechnoThaiSuriya,407.02603758994394
TechnoThaiSuriya,OppositeNoppositeharatHospital,398.4985372325408
OppositeNoppositeharatHospital,RamIntraRoadSoi66,355.46063198341756
RamIntraRoadSoi66,ThanakhanThaiphanitRamInThra,347.102092441198
ThanakhanThaiphanitRamInThra,OppositeFashionIsland,450.8361261842948
OppositeFashionIsland,UmnuayPhesaj,460.1926384045514
UmnuayPhesaj,SoiChuenKamon,386.9592106548551
SoiChuenKamon,SynphaetHospital,441.10915281959484
SynphaetHospital,RamInThra50OppositeSunNitSan,347.2175333130373
RamInThra50OppositeSunNitSan,KhondoLumPhiNiOppositeSoiAmonWiwat,343.81449030321994
KhondoLumPhiNiOppositeSoiAmonWiwat,NawaMin98OppositePraisaniChorakheBua,320.436629709807
NawaMin98OppositePraisaniChorakheBua,OppositeRongrianNawaMin(SingSinghaSeni),398.8948940439389
OppositeRongrianNawaMin(SingSinghaSeni),MubanAmRinNawaMin90,346.8022278322809
MubanAmRinNawaMin90,PhyathaiNawaminHospital,337.6446955707226
PhyathaiNawaminHospital,NawaMin80OppositeKhehaNawaMin,329.1403701238153
NawaMin80OppositeKhehaNawaMin,BanjaminSchool,378.47182637785494
BanjaminSchool,RongrianBadinDeCha2,444.3960248799206
RongrianBadinDeCha2,MubanPatWiKon,385.7807281994301
MubanPatWiKon,MubanThanaSin,371.09888094459586
MubanThanaSin,NawaMin58(MubanSinThani1)OppositePrakanSangkhom,471.18072892609905
NawaMin58(MubanSinThani1)OppositePrakanSangkhom,SantiAsok,393.74637014357194
SantiAsok,OppositeTalatInThraRak,317.7934926409403
OppositeTalatInThraRak,NawaMin36ThanakhanKasikon,421.34940842086786
NawaMin36ThanakhanKasikon,MubanThanThipOppositeRongrianSoMapha,465.0730012461095
MubanThanThipOppositeRongrianSoMapha,MubanSrinakron1,330.885182403723
