from,to,distance
Mochit2BusDepot,OppositeNikhomRotfaiKm.11,533.3052632588638
OppositeNikhomRotfaiKm.11,OppositeBangchakKamphaengphet2,512.5661454116507
OppositeBangchakKamphaengphet2,MubanPunsimen,611.5938163198134
MubanPunsimen,PrachanukunIntersection(RatchadaphisekSoi35),499.08175713811414
PrachanukunIntersection(RatchadaphisekSoi35),Ratchadaphisek39SiriChaiKaiYang,494.15622482064197
Ratchadaphisek39SiriChaiKaiYang,KromYutBorikan,608.2286372290044
KromYutBorikan,YaekWongSawang,530.4965060088723
YaekWongSawang,KromYutBorikan(Krungthep-NonthaburiRd),470.4491092481933
KromYutBorikan(Krungthep-NonthaburiRd),SoiKrungthep-Nonthaburi44OppositeSoiSomThawin,449.44575073290827
SoiKrungthep-Nonthaburi44OppositeSoiSomThawin,D-SquareKruaKunSuPiriyaYothinKindergarten,527.8876353268299
D-SquareKruaKunSuPiriyaYothinKindergarten,BangsonMarketOppositeSoiKrungthep-Nonthaburi25,472.7782563009747
BangsonMarketOppositeSoiKrungthep-Nonthaburi25,ThoPhaSoiKrungthep-Nonthaburi34,596.7928214498334
ThoPhaSoiKrungthep-Nonthaburi34,WatCherngWaiSangkornTutorialSchool,554.9015968822969
WatCherngWaiSangkornTutorialSchool,TaoPoonPoliceStationSoiKrungThep-Nonthaburi26,578.919890133153
TaoPoonPoliceStationSoiKrungThep-Nonthaburi26,SoiSawaiPumpNamMun,498.0689618244363
SoiSawaiPumpNamMun,PrachaNaruemitOppositeThanakhanKasikonthai,594.3553458556563
PrachaNaruemitOppositeThanakhanKasikonthai,TalatTaoPunSoiKrungthep-Nonthaburi4,601.7320875526275
TalatTaoPunSoiKrungthep-Nonthaburi4,SoiSaphanKhao,550.7486324288436
SoiSaphanKhao,ThepSumritSchoolSoiPattana,581.5748991121599
ThepSumritSchoolSoiPattana,BangPhoHospitalSoiAthipbodee,428.5809459417425
BangPhoHospitalSoiAthipbodee,BangPhoFireStation,416.18347804089376
BangPhoFireStation,WatPradu,538.4519348957045
WatPradu,YaekKiakkai,469.34850205248574
YaekKiakkai,BangKaBue,526.0541290048544
BangKaBue,WatKromCholSoiSamsen22,442.1724063820915
WatKromCholSoiSamsen22,Sriyan,511.0691119547164
Sriyan,OppositeVajiraHospital,588.6211993304244
OppositeVajiraHospital,OppositeSamsen11-13,420.46784631212154
OppositeSamsen11-13,OppositeSaintGabrielCollege,481.57625309658306
OppositeSaintGabrielCollege,OppositeNationalLibrary,536.9139513067386
OppositeNationalLibrary,ThewetBusTerminal(72),474.7191619717493
ThewetBusTerminal(72),Tha99,464.18165145335234
Tha99,Samnakngan,458.5381352957153
Samnakngan,RatwinitSchool,426.068339666315
RatwinitSchool,RoyalTurfClub,460.7585418157652
RoyalTurfClub,OppositeMissionHospital,529.742670061722
OppositeMissionHospital,MoRatchaphatWalaiYoLongKonSunKrungthep,611.7801021011305
MoRatchaphatWalaiYoLongKonSunKrungthep,BusStopBTSRatchathewi(Exit2),489.8406628707893
BusStopBTSRatchathewi(Exit2),SiamCenter,426.6927059017927
SiamCenter,BusStopBTSSiamStation,631.0091311217286
BusStopBTSSiamStation,PoliceNursingCollege,502.6229776029126
PoliceNursingCollege,SanamMaPathumWan,517.2000739076947
SanamMaPathumWan,ChulaHospital,492.1507777499587
ChulaHospital,TheTawannaBangkok,622.7204357590444
TheTawannaBangkok,Rama3GroupHondaSurawong,422.73491971130085
Rama3GroupHondaSurawong,OngkanThorasap,467.6642090529946
OngkanThorasap,Mahesak,495.8914573743279
Mahesak,ArkanKieatNakin,467.59045185259316
ArkanKieatNakin,Siphaya,509.2830157641751
Siphaya,WatKaeoChaemFa,546.7750293698094
WatKaeoChaemFa,SoiSongPhra,599.4874583521972
SoiSongPhra,SonoBangRak,647.7175896951829
SonoBangRak,Grundfos,497.4631660982246
Grundfos,TheThaiRedCrossSociety,498.665466652556
