from,to,distance
SanChaoPaeBai,PratunamAngThong,487.8710043922965
PratunamAngThong,OppAngthongthaniVillage,545.1447510406388
OppAngthongthaniVillage,OopSoiMakamwan,507.29541794804624
OopSoiMakamwan,Suansukapap72,548.9727036251312
Suansukapap72,Suansukapap84,536.5194571714318
Suansukapap84,SoiSukonthawit24,549.7734321378118
SoiSukonthawit24,ThasaoJunction,382.8690907692824
ThasaoJunction,OppPanompraiApartment,404.17905327646685
OppPanompraiApartment,Santatong,428.73003011390625
Santatong,KrathumBaenMarketOppositeSukhontawitSoi6,428.9535333751869
KrathumBaenMarketOppositeSukhontawitSoi6,HoNalika,557.196050858406
HoNalika,KrathumBaenPostOffice,471.5455033918534
KrathumBaenPostOffice,TalatSapCharoen,494.2742062037072
TalatSapCharoen,Watrajbamrung,560.0996219016595
Watrajbamrung,Tipwanich,553.893295949685
Tipwanich,Uathorn,404.4392292900725
Uathorn,Kampeangpet,517.5950865484951
Kampeangpet,PutthaSakhonRd/Setthakit1Rd,484.8646264177415
PutthaSakhonRd/Setthakit1Rd,Grandkittiya,533.7299187588011
Grandkittiya,Suanluang,398.3502743832941
Suanluang,Suanluang(AtRoad4001Intersection),463.86644334301957
Suanluang(AtRoad4001Intersection),WatMaiNongPhraong,465.013572922612
WatMaiNongPhraong,SoiPetkasem116/3,406.4027249390756
SoiPetkasem116/3,SoiPetkasem114,436.38581329114953
SoiPetkasem114,OppositeTheNongkhaemMarket,545.3934524278286
OppositeTheNongkhaemMarket,SoiPetkasem112,570.5291653378813
SoiPetkasem112,SoiPetkasem110,521.7848012900079
SoiPetkasem110,SoiPetkasem108,468.3315676496082
SoiPetkasem108,SriphetVillagePhetkasemSoi106,502.01487393601417
SriphetVillagePhetkasemSoi106,SoutheastAsiaUniversity,497.0967088362927
SoutheastAsiaUniversity,WichaivetInterHospital,395.2374689140363
WichaivetInterHospital,ThonburiMarket(SanamLuang2),512.3595119265675
ThonburiMarket(SanamLuang2),BigCPhetkasem,448.8845478185032
BigCPhetkasem,RungrakFarm,533.7460955449775
RungrakFarm,OppositeNanyangTextileIndustrythaveewongRoad,380.6054015776908
OppositeNanyangTextileIndustrythaveewongRoad,SoiPetkasem102/3,562.4086442309404
SoiPetkasem102/3,SetthakitVillage,453.57658936316665
SetthakitVillage,DenlaKindergarten,558.5747292813415
DenlaKindergarten,LaksongPoliceStation,448.5960853777896
LaksongPoliceStation,SoiPetchkasem96,445.8086517616698
SoiPetchkasem96,Phetkasem3VillageSoi94,551.0397679185303
Phetkasem3VillageSoi94,OppositeWatMuang,558.2302285262217
OppositeWatMuang,Suksan2Village,387.31414647526583
Suksan2Village,SoiPetchkasem92/1,460.9740426866695
SoiPetchkasem92/1,KasemradBangkaeHospital,551.7829580972094
KasemradBangkaeHospital,HealthCenter40,512.5641173752703
HealthCenter40,Phetkasem88,418.1394396377941
Phetkasem88,TheMallBangkae,382.98330200321095
TheMallBangkae,Sukpawan3Village,557.1343753635159
Sukpawan3Village,BangkhaenuaeSchool,431.3334635996616
BangkhaenuaeSchool,PasanusornBangkaeSchool,412.05208666593705
PasanusornBangkaeSchool,TescoLotusBangkae,465.8355304923264
TescoLotusBangkae,Petchkasem62/1,450.46725792830523
Petchkasem62/1,Petchkasem62,385.34222920879415
Petchkasem62,Phetkasem58/1,407.5905819463485
Phetkasem58/1,Phetkasem58,533.9732170828026
Phetkasem58,OppositeSeaconBangkae,432.30784375621215
OppositeSeaconBangkae,Phetkasem54,488.8266581357762
Phetkasem54,OppositeWatRangbua,437.3377595160617
OppositeWatRangbua,OppositeKan-AriSportClub,473.6376501370554
OppositeKan-AriSportClub,WatChanpradittharam,525.0015265096692
WatChanpradittharam,KhundanChaoporsuaShrine,475.46729614426823
KhundanChaoporsuaShrine,Phetkasem42,390.3439268995741
Phetkasem42,Phetkasem38,488.8739139770545
Phetkasem38,SiamUniversity,453.19702843033633
SiamUniversity,Petchkasem36WatPradu,472.8100313793075
Petchkasem36WatPradu,SoiPetchkasem32SoiSermmit,477.4177200710664
SoiPetchkasem32SoiSermmit,SoiPetchkasem28,473.1565253270795
SoiPetchkasem28,BangphaiHospital,522.3663473839973
BangphaiHospital,ViboonBusinessAdministrationCollege,537.1397836790317
ViboonBusinessAdministrationCollege,ThaPhraIntersectionPrasartWittayaAnuchonSchoolKindergarten,407.8352362627452
