from,to,distance
SaphanPhutBusTerminal,PakKlongTalad,402.0454563112438
PakKlongTalad,PakKlongTalad(KhlongLod),407.6604902497633
PakKlongTalad(KhlongLod),SinDamRong,376.7936662131159
SinDamRong,WatPhrarain,340.51590495056433
WatPhrarain,TalatWolachak,437.4116217042195
TalatWolachak,PrapaMaenSi,439.62080413492544
PrapaMaenSi,GoldenMountWatSaket,377.82103772197894
GoldenMountWatSaket,SaphanDamLanLuang,304.9618455138868
SaphanDamLanLuang,WatKhaeNangLoeng,396.2495678104907
WatKhaeNangLoeng,NationalEconomicAndSocialDevelopmentBoard,392.7135007156338
NationalEconomicAndSocialDevelopmentBoard,OppositeMissionHospitalLanLuangRoad,405.9108533140696
OppositeMissionHospitalLanLuangRoad,SawanlokPai1YaekYommarat,348.07300613915567
SawanlokPai1YaekYommarat,ThanonSawankhalokPai2ChumchonSoi7,427.0247925464774
ThanonSawankhalokPai2ChumchonSoi7,MinistryOfForeignAffairs,430.4784715053596
MinistryOfForeignAffairs,MahidolUniversity(FacultyOfScience),399.21948455114165
MahidolUniversity(FacultyOfScience),RamathibodiHospital,425.3350622295576
RamathibodiHospital,PhayathaiPalace,431.48073358173644
PhayathaiPalace,PhramongkutklaoHospital,428.7771624568414
PhramongkutklaoHospital,VictoryMonument(PhahonYothinSide),341.5367239517373
VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),337.8255899770829
LueCha(Phahonyothin1),Phyathai2Hospital,306.87710635119873
Phyathai2Hospital,BusStopBTSSanampao(Exit1),397.6958175021236
BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),348.7632139547933
BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),419.3354534987922
Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),358.2062262172944
BusStopBTSAri(Exit3),BorderPatrolPolice,434.8786577280977
BorderPatrolPolice,SenaRuam(Phahonyothin11),369.0052932619188
SenaRuam(Phahonyothin11),BusStopBTSSaphanKhwai(Exit1),383.1635391149252
BusStopBTSSaphanKhwai(Exit1),WatPhaiton,398.6262427672701
WatPhaiton,BusStopBTSMoChit(Exit3),449.0789966697461
BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,436.62751499898695
OppositeTmbHeadquarterBank,BusStopMRTPhahonyothin(Exit3),397.6777296138857
BusStopMRTPhahonyothin(Exit3),LatPhraoIntersection(LatPhraoSoi1),342.29738791204807
LatPhraoIntersection(LatPhraoSoi1),OppositeSa-NguanSaoOToKhae,346.9109112355306
OppositeSa-NguanSaoOToKhae,ThanakhanThaiphanitLatPhrao,344.8272003176222
ThanakhanThaiphanitLatPhrao,BigCLatPhrao,450.1236758633926
BigCLatPhrao,LatPhraoSoi20,435.6072362703911
LatPhraoSoi20,SoiLatPhrao17,390.8519289923867
SoiLatPhrao17,YaekLatPhrao-RatDa,419.32601132657504
YaekLatPhrao-RatDa,LatPhraoSoi40,433.9122534516875
LatPhraoSoi40,LatPhraoSoi35,362.688161449262
LatPhraoSoi35,PhawanaLatPhraoSoi41,324.0350145206311
PhawanaLatPhraoSoi41,LatPhrao41/1,369.47833113897246
LatPhrao41/1,RongrianPhibunUpatham,366.9714531727335
RongrianPhibunUpatham,LatPhraoSaphan2Market,425.70670755701195
LatPhraoSaphan2Market,SathaniTamruatChokChai,334.70244023256646
SathaniTamruatChokChai,ChokChai4,343.74324919913255
ChokChai4,LatPhraoSoi57/1,322.2833976916601
LatPhraoSoi57/1,SueksaPhanLatPhrao,326.5703844063906
SueksaPhanLatPhrao,LatPhaoPostOffice,386.136593912054
LatPhaoPostOffice,LatPhraoSoi67OppositeLatPhraoSoi80,397.35250676172495
LatPhraoSoi67OppositeLatPhraoSoi80,KraenWinlet,439.30338763340575
KraenWinlet,LatPhrao79,359.6852703542439
LatPhrao79,ImperialLatPhrao,297.4674598956706
ImperialLatPhrao,SamnaknganKhetWangThonglang,354.22315630295014
SamnaknganKhetWangThonglang,OppositeBangkokSuksaSchool,302.0762700956509
OppositeBangkokSuksaSchool,SoiLatPhrao93,398.89732853868276
SoiLatPhrao93,FutLaen,383.3044856360079
FutLaen,LatPhraoHospital,322.7280713313271
LatPhraoHospital,RongrianPhasaAngkritSanti,352.9395851272705
RongrianPhasaAngkritSanti,OppositeLatPhraoSoi126,360.4170818378251
OppositeLatPhraoSoi126,RongrianTriamSueksaBangKapi,421.4918354481794
RongrianTriamSueksaBangKapi,LatPhrao107,327.7544648561855
LatPhrao107,WetThaNi,398.5085535203446
WetThaNi,SoiLatPhrao111,445.4318662456778
SoiLatPhrao111,HappylandJunction(GoingIn),321.5263059346274
HappylandJunction(GoingIn),OppositeHappylandMarket,413.75229930297314
OppositeHappylandMarket,LumphiniCenterHappyLand,402.7099195284868
