from,to,distance
SiamParkBusDepot,Suansayam9-11,361.98703856783646
Suansayam9-11,OppositeSoiSuansayam9,396.0373621234118
OppositeSoiSuansayam9,BungkumRevenueOffice,417.3663283533701
BungkumRevenueOffice,SoiSuanSayam16,463.69629093819304
SoiSuanSayam16,SuanSayam),396.2191863769484
SuanSayam),SoiSuanSayam6,432.3984800369994
SoiSuanSayam6,JanpenRestaurant,404.9831294724963
JanpenRestaurant,MakmaiRestaurant,490.20672005046646
MakmaiRestaurant,PhrayaSuren,418.72204478293895
PhrayaSuren,Ramintra117,378.81048165709444
Ramintra117,Sinthanee2Village,410.5644127922255
Sinthanee2Village,PaenamRestaurant,417.63565756779553
PaenamRestaurant,SetthabutBamphenSchool,501.9079656562505
SetthabutBamphenSchool,MinBuriIntersection(SoiTakhian),411.70115132457505
MinBuriIntersection(SoiTakhian),MinburiTechnicalCollege,509.2986379174644
MinburiTechnicalCollege,Jatujak2Minburi,489.60688656542777
Jatujak2Minburi,MinburiDistrictOffice,351.23520673925486
MinburiDistrictOffice,MinburiLandOffice,443.401555475917
MinburiLandOffice,MinburiPoliceStation,383.50361536766536
MinburiPoliceStation,CatMinburi,476.95163179112194
CatMinburi,YaekSuWinThawong-RamKhamNgae(FaifaMinBuri),509.3789229035571
YaekSuWinThawong-RamKhamNgae(FaifaMinBuri),OppositeMetropolitanWaterworksAuthorityMinburi,345.98705022032857
OppositeMetropolitanWaterworksAuthorityMinburi,BigCYaekRomklao,384.03244115789624
BigCYaekRomklao,MubanRungNapha2,491.89077513624096
MubanRungNapha2,SacredStateUniversityCommunity,375.697236746327
SacredStateUniversityCommunity,MubanRinThong,446.4611257309544
MubanRinThong,RamKhamNgaeSoi199,515.4586059188166
RamKhamNgaeSoi199,ThaiVillage,441.88956484540716
ThaiVillage,ThepAksornSchool,375.1442768642828
ThepAksornSchool,KromsanphakonPhuenthi11,474.0653493926861
KromsanphakonPhuenthi11,MubanTharaKon,374.7242990223742
MubanTharaKon,BorisatMitThin,392.4937974752808
BorisatMitThin,RamkhamhaengSoi162,489.50071437895417
RamkhamhaengSoi162,MubanPreecha2(Ramkhamhaeng159/1),456.0761393294313
MubanPreecha2(Ramkhamhaeng159/1),KhlongChanWinLa7,415.1325740127772
KhlongChanWinLa7,MubanTharaRom,514.6029846641528
MubanTharaRom,RongrianTriamUdomNomKlao,457.1414367525732
RongrianTriamUdomNomKlao,KhlongChanWinLa4,359.9220950851844
KhlongChanWinLa4,MubanKetsari2,402.4237543833569
MubanKetsari2,OppositeRamkhamhaengSoi151/1,433.74330143604277
OppositeRamkhamhaengSoi151/1,MubanPhruetsaChat,507.1730152829984
MubanPhruetsaChat,MubanSammaKon,463.32303598820596
MubanSammaKon,KarunwetHospital,443.0991719273505
KarunwetHospital,MubanChuanChuen,359.0761868448971
MubanChuanChuen,MubanThitiPhon1,360.4967633314966
MubanThitiPhon1,MubanRungKit,502.9694121717084
MubanRungKit,RamkhamhaengSoi72,443.5776144940382
RamkhamhaengSoi72,YaekBanMa(RamkhamhaengSoi70),478.95732809527874
YaekBanMa(RamkhamhaengSoi70),Ramkamhaeng68,469.44976180285
Ramkamhaeng68,OppositeWatSiBunRueang,450.30978610820245
OppositeWatSiBunRueang,BorisatAemWe(Kao),413.84190266071147
BorisatAemWe(Kao),BangkokCondo(SeparatedPine).,424.50990735409295
BangkokCondo(SeparatedPine).,RamkhamhaengHospital,348.1311492080622
RamkhamhaengHospital,ThaiNamthipRamkhamhaeng,500.7413293934172
ThaiNamthipRamkhamhaeng,MakPoliceStationHuaMarkStadium.,491.59810783087556
MakPoliceStationHuaMarkStadium.,RamkhamhaengUniversity,439.40662242790654
RamkhamhaengUniversity,AkhanSetSatMoRamKhamNgae,358.27138398997465
AkhanSetSatMoRamKhamNgae,TheMallRamkhamhaeng2,460.50627749494635
TheMallRamkhamhaeng2,Praram9Plaza,419.90078649453375
Praram9Plaza,PhraRam9TadMaiIntersection,445.90440418387425
PhraRam9TadMaiIntersection,VillaCafe,472.4274171297149
VillaCafe,ThithamkanRotfaifaMahanakhon(Rofomo),365.91853406668633
ThithamkanRotfaifaMahanakhon(Rofomo),OppositeDepartmentOfPublicWorksAndTownAndCountryPlanning,360.4443798745691
OppositeDepartmentOfPublicWorksAndTownAndCountryPlanning,M.C.O.T.Intersection(Rama9Soi4),451.49970119104546
M.C.O.T.Intersection(Rama9Soi4),OppositeSoiPopan,491.16977664337696
OppositeSoiPopan,OppositeKhwanPhatthanaMarket,393.57870382727685
OppositeKhwanPhatthanaMarket,FatimaCatholicChurch,474.90248653903916
FatimaCatholicChurch,DindaengHousing(Stop.2),393.7661556082624
DindaengHousing(Stop.2),OppositePiboonPrachasanSchool,344.5770936558398
OppositePiboonPrachasanSchool,SriwanitMarket,412.0153464963191
SriwanitMarket,SantiphapPark,365.2505861088403
SantiphapPark,VictoryMonument(DinDaengSide),425.62017982950005
