from,to,distance
ThaPhasiCharoen,SoiThoetThai43,753.1008264512916
SoiThoetThai43,SoiThoetThai30,1002.0122429231337
SoiThoetThai30,SoiThoetThai22,948.0536807841651
SoiThoetThai22,YaekTalatPhlu,954.9063803503211
YaekTalatPhlu,WatInThraRam,826.5133649093952
WatInThraRam,WatInThaRam,818.2163018516547
WatInThaRam,ThonBuriDistrictOfficeWatWelurachin,833.2399359568146
ThonBuriDistrictOfficeWatWelurachin,BangYiRea(Inbound),874.8659257703275
BangYiRea(Inbound),WongWianYai(ThonburiSuksa),1074.1843134643134
WongWianYai(ThonburiSuksa),SuksanariSchool,1102.703074300842
SuksanariSchool,Phahurat(IndiaEmporium),1084.5370046168432
Phahurat(IndiaEmporium),Klongthom(CharoenkrungSide),883.1381798601093
Klongthom(CharoenkrungSide),KwongsiewHospital,878.4059588659052
KwongsiewHospital,Wongwian22Kadukhada,953.4863580184214
Wongwian22Kadukhada,BusStopMRTHuaLamphong(Exit3),1006.2728813192791
BusStopMRTHuaLamphong(Exit3),SaphanLueang,802.4650036264513
SaphanLueang,Chulalongkorn9,997.2327987744312
Chulalongkorn9,ChamchuriSquare,917.4526752626069
ChamchuriSquare,LumphiniPark,902.6220999209476
LumphiniPark,BrunKai,876.9904530654849
BrunKai,KhlongToeiMarket(ThanonSunthonKhosa),1092.4595218101188
KhlongToeiMarket(ThanonSunthonKhosa),OppositeSamosonKanTharuea,989.4740477137823
OppositeSamosonKanTharuea,SanamkilaKanTharuea,917.6537899890891
SanamkilaKanTharuea,SoyRoastedPeppersBeforeTheSeparateCustoms.,919.9959907055808
SoyRoastedPeppersBeforeTheSeparateCustoms.,CustomsDepartment,884.9949473361329
CustomsDepartment,BangkokPortBusTerminal,565.1145715275497
