from,to,distance
Phahurat(IndiaEmporium),Wangburapa,378.7514560057863
Wangburapa,MiramarHotel,363.2733935487763
MiramarHotel,Sampeng-Phahurat,442.4692834014741
Sampeng-Phahurat,OppositeSuksanariSchool,393.7058222197685
OppositeSuksanariSchool,YaekBanKhaek(Outbd),404.5558616821397
YaekBanKhaek(Outbd),WongWianYai(Niranrat),443.01176800492476
WongWianYai(Niranrat),WongwianYai,316.18052969100967
WongwianYai,SathonIntersection(SomdetPhraChaoTaksin7),393.3089532720096
SathonIntersection(SomdetPhraChaoTaksin7),SimClanShrine,354.73914251902573
SimClanShrine,PaiRongphayabanKrungThonBuri,439.0807149042173
PaiRongphayabanKrungThonBuri,SamLePostOffice,332.75076761934525
SamLePostOffice,TalatSamre(SoiWatSutharam),375.41934130488056
TalatSamre(SoiWatSutharam),OfficeTalon,314.2002499909995
OfficeTalon,OppositeSomdejprapinklaoHospital,356.59736468695
OppositeSomdejprapinklaoHospital,SoiRongKaeo,365.8823563517666
SoiRongKaeo,OppositeRongrianSaengThongThorathat,433.02640962429905
OppositeRongrianSaengThongThorathat,BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,402.0666504282925
BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,OppositeTalatDaoKhanong,408.9727681849217
OppositeTalatDaoKhanong,OppositeSoiPlangAnuson,415.48470911016864
OppositeSoiPlangAnuson,OppositeWatNaknimit,320.3044144690199
OppositeWatNaknimit,TalatWatNak,381.05970756888115
TalatWatNak,TalatBangPraKaeo,336.07035736541815
TalatBangPraKaeo,BigCBangPraKok,325.92555095839305
BigCBangPraKok,WatBangPaKok,395.04294163771675
WatBangPaKok,SuksawatSoi23,363.18682369313075
SuksawatSoi23,BangPakok1Hospital,362.7415954135689
BangPakok1Hospital,BangpakokMarket,303.96399088060707
BangpakokMarket,OppositeWatSarod,366.4359396888926
OppositeWatSarod,ChetuponCommercialCollageSoiPrachaUthit13,375.1394390116465
ChetuponCommercialCollageSoiPrachaUthit13,RatburanaOldMarket,424.72009503176207
RatburanaOldMarket,SoiPrachaUthit14,402.91374545910907
SoiPrachaUthit14,PaiPrachaUthit19,371.5260544824653
PaiPrachaUthit19,SoiPrachaUthit21,323.06605460253974
SoiPrachaUthit21,SoiPrachaUthit22,333.77908495722943
SoiPrachaUthit22,SoiPrachaUthit24,406.80916735199077
SoiPrachaUthit24,KajornrojSchool,402.5257334012214
KajornrojSchool,SoiPrachaUthit28,303.3031909708335
SoiPrachaUthit28,ScbBankPrachauthit,406.82442641426445
ScbBankPrachauthit,SoiPrachaUthit51,428.31104322011237
SoiPrachaUthit51,OppositeSoiPrachaUthit48,340.0596369333712
OppositeSoiPrachaUthit48,SoiPrachaUthit67,402.25233074404485
SoiPrachaUthit67,JuscoPtachauthit,303.62798705406414
JuscoPtachauthit,Mithmaitree,417.6426238817862
Mithmaitree,IslamwattayalaiSchool,343.8302939782491
IslamwattayalaiSchool,SunKumong,391.18467892611346
SunKumong,SoiPrachaUthit68,304.37308577826127
SoiPrachaUthit68,MaeaimRestaurant,401.5744339841037
MaeaimRestaurant,SoiPrachaUthit89/2,391.9479612554954
SoiPrachaUthit89/2,PrachaUthitSoi76,376.69622836382007
PrachaUthitSoi76,SoiPrachaUthit79/1,328.4440330237501
SoiPrachaUthit79/1,MubanNarisa,374.1823711098714
MubanNarisa,OppositeWatThungKhru,306.5544778007285
OppositeWatThungKhru,SoiPrachauthit115,308.668568073957
SoiPrachauthit115,MubanTassanee,450.2022311801546
MubanTassanee,PrachaUthit125,370.564002313363
PrachaUthit125,KonThuengYaekFlaetThungkhru,303.58627668170607
KonThuengYaekFlaetThungkhru,BigCThungkhru,386.05023366523034
BigCThungkhru,BaanPhukong,402.8974719854873
BaanPhukong,MubanWaraRom,355.7519388189939
MubanWaraRom,SaphanSudKhetKrungThep(Outbound),446.6752033066047
SaphanSudKhetKrungThep(Outbound),NaKrueNoiSchool,427.9978497572209
NaKrueNoiSchool,SoiPeng,402.666697566252
SoiPeng,SoiHuaThanon,379.5583845790417
SoiHuaThanon,MubanSukCharoen2,316.31269774150246
MubanSukCharoen2,MubanSiamprachanivej,398.3218017180532
MubanSiamprachanivej,BaanRayong(Outbound),304.09156081153225
BaanRayong(Outbound),WatKoosrang,397.1580398376779
