from,to,distance
PuchaoSamingPraiBusDepot,SamrongMarketOppositeSukhumvitSoi11,537.6333867189626
SamrongMarketOppositeSukhumvitSoi11,SoiSantiKham(ThoNakhonLuangThai)Soi74,664.326208700956
SoiSantiKham(ThoNakhonLuangThai)Soi74,SukhumvitSoi70/1,464.4549827943548
SukhumvitSoi70/1,BearingSkytrainStationLasal,552.4964534090049
BearingSkytrainStationLasal,ManaromHospital,491.91241825664497
ManaromHospital,BangnaSkytrainStation,545.4278517354976
BangnaSkytrainStation,BangnaIntersection(Inbound),601.2213134913627
BangnaIntersection(Inbound),Kluaynamthai2Hospital,584.1354411277035
Kluaynamthai2Hospital,BusStopBTSUdomsuk(Exit4),625.6126038789291
BusStopBTSUdomsuk(Exit4),Sukhumvit66,491.0263341652483
Sukhumvit66,UdomSukPostOffice,546.8999920808402
UdomSukPostOffice,WachirathamSatit(OppositeSukhumvit101/1),652.9024770812114
WachirathamSatit(OppositeSukhumvit101/1),BusStopBTSPunnawithi(Exit4),458.8188772967443
BusStopBTSPunnawithi(Exit4),BusStopBTSPunnawithi(Exit2),653.4243925064994
BusStopBTSPunnawithi(Exit2),Sukhumvit62/1,679.7249482569825
Sukhumvit62/1,TalatBangChak(Sukhumvit93),622.020708645435
TalatBangChak(Sukhumvit93),SukhumvitSoi56,672.4052249297786
SukhumvitSoi56,RongrianNariNiramon(KhetPhraKhanong),452.90813073518893
RongrianNariNiramon(KhetPhraKhanong),BusStopBTSOnNut(Exit2),454.2977362223805
BusStopBTSOnNut(Exit2),TalatOnNut(KanPrapaOnNut)KanPrapaPhraKhanong,659.6904615912804
TalatOnNut(KanPrapaOnNut)KanPrapaPhraKhanong,OppositePhrakhanongMarket,550.5033118409266
OppositePhrakhanongMarket,BusStopBTSPhraKhanong(Exit2),472.71775671548625
BusStopBTSPhraKhanong(Exit2),PaiRongrianSiWiKon,653.0946714541915
PaiRongrianSiWiKon,GatewayEkamai,622.8172844679304
GatewayEkamai,BangkokPlanetarium,622.2439276631054
BangkokPlanetarium,SoiSukhumvit40,581.0816192419046
SoiSukhumvit40,BusStopBTSThonglo(Exit2/4),566.3493318060997
BusStopBTSThonglo(Exit2/4),SoiSukhumvit34(SoiSuphang),561.0942561927935
SoiSukhumvit34(SoiSuphang),SoiSukhumvit28(SoiBansan),448.40945069968495
SoiSukhumvit28(SoiBansan),BusStopBTSPhromphong(Exit4),501.00567947071005
BusStopBTSPhromphong(Exit4),BenjasiriPark,657.6589622664434
BenjasiriPark,SoiSukhumvitSoi20,469.6044416260115
SoiSukhumvitSoi20,SoiSukhumvit18,516.8626328451894
SoiSukhumvit18,SukhumvitSoi12(RoBinSanSukhumvit),610.191181367777
SukhumvitSoi12(RoBinSanSukhumvit),SoiSukhumvit10(Ambasder)SuanChoowit,541.4983430281354
SoiSukhumvit10(Ambasder)SuanChoowit,SukhumvitSoi6BusStopBTSNana,542.2143501944175
SukhumvitSoi6BusStopBTSNana,PlernjitCenterSoiNana,635.1745149465723
PlernjitCenterSoiNana,BusStopBTSPhloenchit(Exit4),498.263407808554
BusStopBTSPhloenchit(Exit4),SoiTonson,637.3941326533311
SoiTonson,CentralWorld,522.3994955957064
CentralWorld,PantipPratunam,537.5425397332639
PantipPratunam,BangkokBusinessCollege,622.0169351672173
BangkokBusinessCollege,KingPhet,490.5839349487754
KingPhet,Uruphong,482.7765015412027
Uruphong,MissionHospitalMahanak,652.3446062452741
MissionHospitalMahanak,OppositeNationalEconomicAndSocialDevelopmentBoard,482.3426647188928
OppositeNationalEconomicAndSocialDevelopmentBoard,OppositeWatKhaeNangLoeng,672.8090414860994
OppositeWatKhaeNangLoeng,ThaiAirwaysBuilding,572.3994511387067
ThaiAirwaysBuilding,WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,675.3435915602436
WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,DemocracyMonument(OppositeSuksapan),622.6702813951292
DemocracyMonument(OppositeSuksapan),KhokWuaIntersectionOppositeLottery,473.8042949717595
KhokWuaIntersectionOppositeLottery,OppositeKongSalak,604.4645253270457
OppositeKongSalak,ThaRotSai2(PakKhlongTalat),488.982936256418
