from,to,distance
WongwianYai,SathonIntersection(SomdetPhraChaoTaksin7),1013.6012483949656
SathonIntersection(SomdetPhraChaoTaksin7),SimClanShrine,1045.9397035748054
SimClanShrine,TalatSamre(SoiWatSutharam),932.193666637768
TalatSamre(SoiWatSutharam),OppositeSomdejprapinklaoHospital,774.4134845284673
OppositeSomdejprapinklaoHospital,SoiRongKaeo,862.5450251665536
SoiRongKaeo,BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,946.8813145763094
BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,OppositeTalatDaoKhanong,721.8513651783787
OppositeTalatDaoKhanong,OppositeSoiPlangAnuson,841.2997850496828
OppositeSoiPlangAnuson,OppositeWatNaknimit,756.9426741411479
OppositeWatNaknimit,TalatBangPraKaeo,825.6743565975385
TalatBangPraKaeo,WatPhoThong,761.576778794541
WatPhoThong,SoiNguhaoKiaSoewit,850.3288507537221
SoiNguhaoKiaSoewit,SamnaknganKhetChomthong,850.5860953747181
SamnaknganKhetChomthong,TalatOE,779.6530056393767
TalatOE,PhraRam2Soi21,792.4685031512123
PhraRam2Soi21,Watputtabucha,1000.202420848156
Watputtabucha,OppositeChanPhring,1001.3638967149794
OppositeChanPhring,KanPrapaWatYaiRom,1006.4907194768953
KanPrapaWatYaiRom,ShishaVillage,1003.8729571506298
ShishaVillage,MubanWichitNakhon,949.6017926376005
MubanWichitNakhon,SathaniTamruatBangMot,727.3209382456959
SathaniTamruatBangMot,OppositeWatKok,1059.5990385953369
OppositeWatKok,WatLao,779.8966864391135
WatLao,OppositeTheSnakeGoddess,756.256214287686
OppositeTheSnakeGoddess,HomeproRama2,753.9990194078846
HomeproRama2,BigcRama2,873.4638466340127
BigcRama2,BangKhunThianDistrictOffice,1024.22407329455
BangKhunThianDistrictOffice,HuaKrabue,854.2800553511021
HuaKrabue,KhehaKanFaifa,757.510132560841
KhehaKanFaifa,ThonburiHousing(TescoLotusRamaIi),1070.7225519404474
ThonburiHousing(TescoLotusRamaIi),OppositeSakaeNgam,1079.5530339810462
OppositeSakaeNgam,OppositeMubanPhraRam2,905.2690265971627
OppositeMubanPhraRam2,Amonchai,849.4771070096267
Amonchai,BangKradi,927.8635756565602
BangKradi,FamKaichonPhamaPhraRam2,768.8952431904731
FamKaichonPhamaPhraRam2,SoiFoMot,1017.064120071422
SoiFoMot,KhlongRaHan1,878.0012064634956
KhlongRaHan1,RongKaThung,963.7863368093875
RongKaThung,WatPhromRangSi,721.4135405316224
WatPhromRangSi,MeasuredThepthongchai,907.2239108527593
MeasuredThepthongchai,TemplePhanthainorasingwittaya(Road2Outbound).,808.2893062881953
TemplePhanthainorasingwittaya(Road2Outbound).,Bangnumchod,945.2959860646703
Bangnumchod,WatKhrokKhram,844.9394702805025
WatKhrokKhram,TalatMahachaiMueangMai,1047.7261422507281
TalatMahachaiMueangMai,ThaRotSai105,960.4417928082261
